ID,Selected,Date,Time,X950,X955,X960,X965,X970,X975,X980,X985,X990,X995,X1000,X1005,X1010,X1015,X1020,X1025,X1030,X1035,X1040,X1045,X1050,X1055,X1060,X1065,X1070,X1075,X1080,X1085,X1090,X1095,X1100,X1105,X1110,X1115,X1120,X1125,X1130,X1135,X1140,X1145,X1150,X1155,X1160,X1165,X1170,X1175,X1180,X1185,X1190,X1195,X1200,X1205,X1210,X1215,X1220,X1225,X1230,X1235,X1240,X1245,X1250,X1255,X1260,X1265,X1270,X1275,X1280,X1285,X1290,X1295,X1300,X1305,X1310,X1315,X1320,X1325,X1330,X1335,X1340,X1345,X1350,X1355,X1360,X1365,X1370,X1375,X1380,X1385,X1390,X1395,X1400,X1405,X1410,X1415,X1420,X1425,X1430,X1435,X1440,X1445,X1450,X1455,X1460,X1465,X1470,X1475,X1480,X1485,X1490,X1495,X1500,X1505,X1510,X1515,X1520,X1525,X1530,X1535,X1540,X1545,X1550,X1555,X1560,X1565,X1570,X1575,X1580,X1585,X1590,X1595,X1600,X1605,X1610,X1615,X1620,X1625,X1630,X1635,X1640,X1645,X1650
SP14:10872,N,10/12/16,9:14:06,0.1616266,0.1676494,0.1754779,0.1841207,0.1928163,0.20106,0.2084061,0.2139474,0.2174422,0.2191864,0.2197595,0.2192614,0.2179978,0.21615,0.2138067,0.2109217,0.2077152,0.2044496,0.2012551,0.1980255,0.1947602,0.191539,0.1882828,0.1851825,0.1823826,0.179967,0.1779342,0.1763082,0.1751937,0.17451,0.1742458,0.174496,0.1751978,0.1765089,0.179035,0.1840937,0.193329,0.2073483,0.2249015,0.2445556,0.2653656,0.2854276,0.3036511,0.3192878,0.3322782,0.3436677,0.3541949,0.3637546,0.3714072,0.3763684,0.3784586,0.3780909,0.3750829,0.3694364,0.3618073,0.3534896,0.345923,0.3396698,0.3347183,0.3309766,0.3280627,0.326001,0.3245347,0.3234026,0.3223827,0.3212149,0.3196793,0.3179543,0.3166483,0.3160824,0.3166739,0.3184487,0.3217556,0.3267697,0.333602,0.3422322,0.3527299,0.3647513,0.3777812,0.3912811,0.4047168,0.417521,0.4293664,0.4400402,0.4495522,0.4589363,0.4699877,0.484859,0.5048919,0.5294091,0.5570345,0.5874146,0.6186436,0.648384,0.6753044,0.6984302,0.7173,0.7317904,0.7423227,0.7496894,0.7546905,0.7580325,0.7599569,0.7607394,0.7599635,0.7575318,0.7541072,0.7498184,0.7452488,0.7402616,0.7353762,0.7301781,0.7250713,0.7201146,0.7155047,0.7110733,0.70724,0.7040262,0.7011963,0.6986777,0.6964789,0.69444,0.6923672,0.6900559,0.6877145,0.6850646,0.6822794,0.6791667,0.6750879,0.6702107,0.6650876,0.6597099,0.6541562,0.6485868,0.6433651,0.6382886,0.6333013,0.6287341,0.6243456,0.6206174,0.6176004
SP14:10873,N,10/12/16,9:15:53,0.184559,0.1916108,0.2008689,0.2111284,0.2215,0.2315168,0.2403926,0.2472383,0.2516097,0.2538866,0.2546807,0.2542002,0.2527516,0.2506053,0.2478449,0.2444586,0.2406659,0.2368002,0.2329958,0.2291799,0.2253886,0.2215757,0.2178091,0.2141738,0.2108833,0.2080593,0.2056905,0.2038546,0.2025431,0.2016988,0.2014596,0.201687,0.2024124,0.2038933,0.2066938,0.2124912,0.2230626,0.2394101,0.2603099,0.2841359,0.309577,0.3342616,0.3569916,0.3765886,0.3929637,0.4075839,0.4212481,0.4338655,0.4442173,0.4509944,0.4539452,0.4535052,0.4494696,0.4419036,0.4316529,0.4207564,0.4108388,0.4026854,0.3962653,0.3914446,0.3877972,0.3852203,0.3833893,0.3819399,0.3805681,0.3790008,0.3770189,0.3747807,0.3729531,0.3721625,0.3728009,0.3749679,0.3790131,0.3851543,0.3935848,0.4043384,0.4173788,0.4323305,0.4485979,0.4655222,0.4823714,0.4985815,0.5136117,0.5272161,0.5395331,0.5517787,0.5657851,0.5843968,0.6093061,0.6394515,0.673269,0.7096623,0.7463779,0.7805547,0.8107727,0.8362097,0.8567876,0.8725321,0.8837503,0.8915533,0.8970777,0.9007928,0.9030501,0.9041554,0.9037092,0.9019189,0.8990211,0.8950955,0.8905911,0.8860849,0.8814183,0.8764186,0.8714197,0.866362,0.8617323,0.8572075,0.8529752,0.8495788,0.8465779,0.8440058,0.8418606,0.8396456,0.8375056,0.8352728,0.8330045,0.8301294,0.8273234,0.8239836,0.8196568,0.8142664,0.8085126,0.8023826,0.7958895,0.7895563,0.7835934,0.7775458,0.7718154,0.7664794,0.7612644,0.7567142,0.7530912
SP14:10874,N,10/12/16,9:17:04,0.1243696,0.1300035,0.137267,0.1453405,0.1534839,0.1612473,0.1681408,0.1733487,0.1765662,0.1781411,0.1785653,0.1779479,0.1765686,0.1745827,0.172162,0.1693036,0.1661512,0.1629716,0.1598475,0.1567359,0.1536844,0.1506452,0.1476216,0.1447703,0.1421693,0.139911,0.1379839,0.1365274,0.1354928,0.1347985,0.1344901,0.1345734,0.1351603,0.136272,0.1383751,0.1427868,0.1509411,0.1636355,0.1799389,0.1987182,0.2189349,0.2386892,0.2567388,0.2723081,0.2854446,0.297253,0.3084402,0.3188728,0.3276016,0.3334979,0.3360859,0.3358371,0.3326629,0.3264847,0.3181336,0.3091817,0.3011115,0.2945645,0.2894101,0.2855771,0.2827275,0.2807062,0.2792218,0.2780163,0.2768733,0.2755282,0.2738369,0.2720473,0.2707116,0.2701837,0.2707449,0.2724074,0.2756514,0.2806453,0.2875492,0.2963937,0.3071543,0.3196561,0.333159,0.3471226,0.3612826,0.3750001,0.3877749,0.3994244,0.4101793,0.4209303,0.4335451,0.4504742,0.4733182,0.5017974,0.5344398,0.5706781,0.6082846,0.6444654,0.6774123,0.7059159,0.7293632,0.7475672,0.7608445,0.7702792,0.7767907,0.7811785,0.7838948,0.7851928,0.7846622,0.7824994,0.7791633,0.7748701,0.7701069,0.76472,0.7592093,0.7535596,0.747872,0.7423503,0.7369555,0.731905,0.7274224,0.723848,0.7207133,0.7179089,0.7153054,0.7129696,0.7108145,0.7083808,0.7057559,0.7027041,0.699482,0.6954584,0.6904486,0.6844686,0.6777198,0.6707981,0.6637648,0.6566191,0.6495962,0.6426689,0.636112,0.6299447,0.6240962,0.618829,0.6142989
SP14:10875,N,10/12/16,9:18:10,0.1711016,0.1778834,0.1865545,0.1962344,0.2060389,0.2153872,0.2236842,0.2300622,0.2341039,0.2361515,0.2368278,0.2362913,0.2349205,0.2328909,0.2302639,0.2270399,0.2234632,0.2198549,0.2162588,0.2126498,0.209082,0.2055564,0.2020206,0.1986692,0.1956039,0.1929587,0.1907244,0.1890069,0.1877682,0.1870063,0.1867093,0.1868914,0.1875717,0.1889279,0.1915381,0.1969469,0.2067702,0.2219644,0.2413277,0.2631612,0.2863075,0.3086193,0.3289945,0.3465132,0.3611543,0.3741755,0.3863018,0.3973783,0.4064425,0.4123803,0.4148974,0.4145321,0.4111543,0.4047316,0.3960013,0.3866899,0.3782412,0.3712844,0.3657244,0.361611,0.358492,0.3563234,0.3548,0.3535506,0.3523284,0.3509237,0.3491642,0.3471712,0.3456384,0.3449812,0.3455558,0.3474675,0.3510992,0.3566129,0.3641562,0.3737219,0.3853213,0.3986303,0.4129698,0.4277454,0.442455,0.4564527,0.4694107,0.4810927,0.4916074,0.5019326,0.5137162,0.5293962,0.5503162,0.5757023,0.6040215,0.6346011,0.6653572,0.6939499,0.719385,0.7408763,0.7582116,0.7714049,0.780895,0.7875769,0.7921482,0.7950718,0.7969137,0.7977979,0.7973315,0.7955373,0.7929682,0.7893679,0.7854521,0.7813214,0.7771741,0.7727023,0.7681348,0.7639179,0.7597967,0.7558222,0.7523388,0.7496554,0.7471184,0.7449636,0.7429975,0.741258,0.7392929,0.737355,0.7353812,0.7330015,0.7306327,0.7277806,0.7242016,0.7197489,0.7148482,0.7097067,0.7042753,0.6990656,0.6939809,0.6889568,0.6843205,0.6798292,0.6756387,0.6718425,0.6685978
SP14:10878,N,10/12/16,9:19:28,0.1750129,0.1815604,0.189943,0.1992698,0.2087002,0.2176615,0.225602,0.231681,0.2355093,0.2373983,0.2379938,0.2374599,0.2360608,0.2339831,0.2314087,0.2283389,0.2248899,0.2213914,0.2179727,0.2145348,0.2110973,0.2076827,0.2043044,0.2010613,0.1981345,0.1956261,0.1934604,0.1917642,0.1906062,0.1898566,0.1895373,0.1896921,0.1903587,0.191611,0.1940508,0.1991274,0.2085808,0.2231911,0.2419185,0.2632167,0.2857606,0.3074494,0.3271715,0.3439809,0.357904,0.370308,0.3819523,0.3926658,0.4015439,0.4074483,0.410033,0.4099151,0.4067621,0.4004957,0.3918966,0.3825956,0.3741133,0.3671719,0.3617492,0.3577049,0.3546165,0.3524653,0.3509561,0.349721,0.3485641,0.3472272,0.3455832,0.3437178,0.3422503,0.3416554,0.3422494,0.3441525,0.3476813,0.3530248,0.3603412,0.3696222,0.3808686,0.3936663,0.4075054,0.4217528,0.4359588,0.4495845,0.462137,0.4734967,0.483738,0.4937938,0.505438,0.5208918,0.5413482,0.566045,0.593448,0.6231347,0.6532161,0.6813178,0.7064655,0.7278162,0.7452779,0.7587224,0.7684593,0.7754206,0.7801975,0.7833732,0.7853904,0.7863902,0.7861043,0.7845904,0.7820184,0.7784933,0.7748287,0.7706475,0.7665081,0.7622188,0.7577615,0.7534091,0.749262,0.7454569,0.742011,0.739267,0.7367241,0.7345504,0.7325292,0.730683,0.7290764,0.7271624,0.7251484,0.7228978,0.7205188,0.7176852,0.7140267,0.7094584,0.7044941,0.6995229,0.6941346,0.6888765,0.6839846,0.6791113,0.6743276,0.6697099,0.6653203,0.6614894,0.6583745
SP14:10879,N,10/12/16,9:21:06,0.1728419,0.1792629,0.1873748,0.1963371,0.2053885,0.2140318,0.2217257,0.227639,0.2313245,0.2332211,0.2338386,0.2333553,0.2321421,0.2302474,0.2278005,0.2247667,0.2214013,0.2179112,0.2144687,0.211018,0.2075855,0.2041291,0.2006595,0.1973493,0.1943173,0.1917211,0.1895628,0.1878196,0.1865969,0.1858664,0.1856679,0.1859023,0.1866431,0.1880505,0.1907287,0.1961924,0.2060419,0.2210735,0.2397744,0.2605516,0.2823329,0.3032129,0.3222398,0.3386703,0.3523507,0.3644314,0.375497,0.3854397,0.3934146,0.3984455,0.4003738,0.3997131,0.39644,0.3906136,0.382767,0.3743726,0.3666806,0.3602576,0.3551362,0.3512032,0.3482115,0.3460799,0.3446055,0.3434598,0.3424274,0.3412578,0.3396371,0.3377585,0.3363127,0.3357088,0.336266,0.3381135,0.3416356,0.3469263,0.3540536,0.3631171,0.3740582,0.3866849,0.4002764,0.4142779,0.4281812,0.4414095,0.4535728,0.4645402,0.4743383,0.4838396,0.494805,0.5095967,0.5294535,0.5536362,0.5807267,0.6101568,0.6400962,0.6684993,0.6940582,0.7160261,0.7338225,0.7475387,0.7573149,0.7642618,0.7691101,0.7723866,0.7743467,0.7752354,0.7745547,0.7725201,0.7695659,0.7657873,0.7616049,0.757182,0.7527955,0.7481551,0.7433668,0.7387859,0.7343206,0.729943,0.7262422,0.7233658,0.7206156,0.718265,0.7162108,0.7142859,0.712297,0.7101277,0.7078484,0.7053161,0.7028946,0.6999006,0.6961834,0.6916003,0.6864318,0.6811984,0.6757024,0.6702185,0.6651005,0.6599105,0.6552039,0.6506655,0.6465061,0.6428677,0.6393821
SP14:10881,N,10/12/16,9:22:08,0.159986,0.1660894,0.1739478,0.1826956,0.1915746,0.2000124,0.2075195,0.2132479,0.2168477,0.2185813,0.2191377,0.2185955,0.2172912,0.2154062,0.2129493,0.20987,0.2064663,0.2030125,0.1996315,0.1962156,0.1928043,0.1893626,0.1858962,0.1826262,0.1796635,0.1770725,0.1749181,0.173171,0.1719825,0.1712312,0.1709207,0.171139,0.1718257,0.1731244,0.1756917,0.180974,0.1906483,0.2054383,0.2240846,0.2449509,0.2669141,0.2880533,0.307359,0.3240287,0.3378488,0.3500364,0.3613286,0.3715959,0.3798404,0.3850644,0.3871976,0.3867888,0.3835112,0.3773508,0.369017,0.3600204,0.3518767,0.34516,0.3398118,0.3357354,0.3325026,0.3302315,0.3286976,0.3274852,0.3264184,0.3251856,0.3235799,0.3217502,0.3202701,0.3196727,0.3202652,0.3221802,0.325732,0.331115,0.3383078,0.3474256,0.3584901,0.3711832,0.3848569,0.398997,0.4130684,0.4265027,0.4388994,0.4500324,0.4600882,0.4699793,0.4815493,0.496999,0.5174326,0.5420961,0.5696001,0.5994792,0.6298425,0.6584025,0.6838992,0.7057667,0.723686,0.7372754,0.7471029,0.7540957,0.7588452,0.7619702,0.7638943,0.76482,0.7642354,0.7622827,0.7595135,0.7556684,0.7516768,0.7472998,0.7428983,0.7383559,0.7337276,0.7292408,0.7248272,0.720643,0.7170687,0.7140214,0.7112924,0.7088534,0.7067975,0.7047848,0.702805,0.7006856,0.6986083,0.6961051,0.6936285,0.6905864,0.6867159,0.6820409,0.6768884,0.6716169,0.6661065,0.6607662,0.6556626,0.6506345,0.6458102,0.641282,0.6370322,0.633213,0.6298041
SP14:10883,N,10/12/16,9:23:12,0.2009443,0.2083948,0.2177862,0.2281151,0.2385365,0.2484249,0.2571726,0.2638476,0.2680444,0.2701932,0.2709534,0.2705455,0.2692271,0.2671634,0.2644525,0.2610484,0.2571943,0.2532843,0.2494532,0.2455568,0.2416321,0.2377623,0.2338314,0.2300312,0.226641,0.2237036,0.2213121,0.219463,0.2181371,0.2173639,0.2172148,0.2175319,0.2183546,0.2199125,0.2228727,0.2289814,0.2401076,0.2571989,0.2787097,0.3026196,0.3275244,0.3512671,0.3729871,0.3918785,0.4079472,0.4222592,0.4353574,0.4471072,0.4563594,0.4620875,0.4641954,0.4632413,0.4591208,0.4518701,0.4424705,0.4325269,0.4235408,0.4162104,0.4103447,0.4059208,0.4025077,0.4002029,0.3986156,0.3973802,0.3964266,0.3951895,0.3934192,0.3914454,0.3897711,0.3890816,0.38974,0.3918816,0.3959213,0.4019856,0.4101605,0.420446,0.4328933,0.4471103,0.4625246,0.4784967,0.4943316,0.5094936,0.5234869,0.5360134,0.5474229,0.558769,0.5717303,0.5889326,0.6115693,0.6388658,0.6691486,0.701418,0.7337166,0.7635863,0.7901307,0.8124889,0.8305515,0.844453,0.8543574,0.8614519,0.8663644,0.8696893,0.8717356,0.8728491,0.8725885,0.8707069,0.8681738,0.8648218,0.8610227,0.8568951,0.8527687,0.8483824,0.8439298,0.8394139,0.834998,0.8306761,0.8270016,0.8239448,0.8211733,0.8187597,0.81633,0.8142402,0.8121923,0.810074,0.8080522,0.8055616,0.8030038,0.7999998,0.7960229,0.7910724,0.785522,0.7799556,0.7740235,0.7683268,0.762807,0.7572727,0.7521257,0.747099,0.7424852,0.7381273,0.7345828
SP14:10884,Y,10/12/16,9:24:16,0.156763,0.1627909,0.1704021,0.1787515,0.1870651,0.1948089,0.2016792,0.2068901,0.2100615,0.2115908,0.2120412,0.2114755,0.2101469,0.2083081,0.2059632,0.203078,0.1998264,0.1965303,0.1933144,0.190115,0.1868688,0.1836486,0.1804437,0.1773266,0.1745053,0.1720964,0.170083,0.168495,0.1673979,0.1667255,0.1665294,0.166774,0.1674515,0.1687064,0.1711664,0.17617,0.1853185,0.1992657,0.2166577,0.2360075,0.2561881,0.2754844,0.2930017,0.3079835,0.3203615,0.3312199,0.3411885,0.3501592,0.3573315,0.3618969,0.363652,0.3631772,0.3602688,0.3549292,0.3476937,0.3399222,0.3328367,0.32704,0.3223801,0.3187927,0.315973,0.3140004,0.3126227,0.311585,0.3107037,0.3096384,0.3082236,0.3066075,0.3053498,0.3049275,0.3055976,0.3073973,0.3107004,0.3156435,0.3222869,0.3306251,0.3406909,0.3521076,0.3644154,0.3770878,0.3896467,0.4016103,0.4125989,0.4225549,0.4315083,0.4402962,0.4507438,0.4648857,0.4836942,0.5066655,0.5323919,0.5601863,0.5884723,0.6151481,0.639138,0.6595713,0.6761912,0.6889244,0.6979816,0.704493,0.7087701,0.7116602,0.713379,0.7141196,0.7134615,0.7114459,0.7085233,0.7046354,0.7004808,0.6960589,0.6915244,0.686803,0.6820293,0.6774215,0.6730154,0.6688382,0.6651325,0.6622225,0.6594774,0.656859,0.6545461,0.6524308,0.6504005,0.6481597,0.645913,0.6434873,0.6409552,0.6380132,0.6343223,0.6298143,0.6249183,0.6197687,0.6145927,0.6095892,0.6047541,0.6000573,0.5955361,0.5914136,0.587445,0.5839024,0.5809975
SP14:10885,Y,10/12/16,9:26:15,0.1201588,0.1247678,0.130773,0.1373584,0.1438598,0.1499533,0.1553575,0.1594393,0.16196,0.163196,0.1635324,0.1631743,0.1622206,0.1607628,0.1589236,0.156718,0.1542136,0.1516509,0.1491857,0.1466561,0.1440814,0.1414964,0.1389274,0.1365119,0.134311,0.1323909,0.1307819,0.129525,0.128654,0.1280861,0.1278954,0.1281017,0.1286889,0.1297743,0.1317662,0.135836,0.1432124,0.1543711,0.1681088,0.183346,0.1993443,0.214619,0.2285024,0.2403438,0.2500656,0.2585216,0.2663709,0.2735719,0.2793312,0.2830509,0.2846519,0.2845809,0.2826498,0.2786927,0.2730358,0.2666616,0.2608849,0.2561933,0.2524171,0.2495194,0.2472418,0.2456115,0.2444534,0.2436042,0.242892,0.2420606,0.2409049,0.2396394,0.2386515,0.23835,0.2389188,0.2402903,0.2428911,0.2467675,0.2520372,0.2587213,0.2667634,0.2760224,0.285974,0.2962292,0.3065873,0.3164995,0.3256119,0.3339126,0.3411972,0.3482739,0.356794,0.368377,0.3840149,0.4033384,0.4252046,0.4493505,0.474537,0.4985847,0.5207072,0.5398932,0.5557284,0.5679814,0.5769268,0.583329,0.5876296,0.5906469,0.5923954,0.5932562,0.5926888,0.5907511,0.5879349,0.5842353,0.5800966,0.5758237,0.5714065,0.5668696,0.562234,0.5578742,0.5537167,0.5497611,0.5462165,0.5433657,0.5408614,0.5386968,0.5367277,0.5348453,0.5329785,0.5310019,0.5289082,0.5265646,0.5242152,0.521476,0.5179377,0.5137653,0.5093971,0.5048221,0.5000928,0.4953257,0.4908023,0.486537,0.482345,0.478382,0.4746354,0.4712995,0.4685718
SP14:10886,N,10/12/16,9:27:41,0.1537651,0.159893,0.1676833,0.1763146,0.1849706,0.1931357,0.2003513,0.2058896,0.2093188,0.2109626,0.2114307,0.2108635,0.2095425,0.2076973,0.2052576,0.2022808,0.1988973,0.1954327,0.1920699,0.1887269,0.1853136,0.1819124,0.178519,0.175283,0.1723302,0.1697521,0.1676088,0.1659428,0.164755,0.1640099,0.1637767,0.1639853,0.1646615,0.1659805,0.168555,0.1737946,0.1834063,0.1980848,0.2164893,0.2370482,0.2586794,0.2794831,0.2985697,0.3152868,0.3295045,0.342104,0.353731,0.364217,0.3725083,0.3776973,0.3795237,0.3786678,0.3749902,0.3685507,0.3600921,0.3511222,0.3429747,0.3362627,0.3309167,0.3268125,0.3236271,0.3213805,0.3198509,0.3186882,0.3176626,0.3164741,0.3148598,0.31299,0.3115271,0.3109668,0.3115527,0.3134733,0.3171157,0.3225191,0.3299152,0.3393027,0.3506982,0.3638682,0.3780854,0.3928494,0.407635,0.4218929,0.4350611,0.4471115,0.45808,0.4688255,0.4814665,0.4985898,0.5215935,0.549687,0.5814356,0.6161448,0.6516775,0.6852908,0.7157013,0.7418366,0.7630723,0.7794762,0.7915146,0.7999622,0.805768,0.8097819,0.8120831,0.8133831,0.8128366,0.8104715,0.8071889,0.8029539,0.7985021,0.7935556,0.7884452,0.7830253,0.7773317,0.7717389,0.76636,0.7611857,0.7567517,0.7528641,0.7494598,0.7464379,0.7434908,0.7406857,0.7382976,0.7358095,0.7331081,0.7302094,0.727093,0.7232907,0.7184265,0.7125267,0.7063181,0.6995509,0.6928082,0.6862353,0.6799448,0.6736649,0.6676165,0.6620092,0.6567922,0.6520579,0.6481879
SP14:10887,N,10/12/16,9:29:02,0.1587774,0.1651526,0.1732276,0.1821992,0.1912462,0.1998772,0.2075012,0.2133428,0.2170348,0.2189911,0.2196696,0.2193227,0.2181468,0.2163747,0.2140199,0.2111488,0.2079033,0.2045844,0.2013399,0.1980531,0.194751,0.1914548,0.188118,0.1849462,0.1821302,0.1797007,0.1776382,0.1760408,0.1749516,0.1742322,0.174035,0.1742998,0.175028,0.1763922,0.1790239,0.1842721,0.1937228,0.2080461,0.2258104,0.2454307,0.2659119,0.2854162,0.3030902,0.318273,0.3309501,0.3420864,0.3522443,0.3613041,0.3685276,0.3731438,0.3750133,0.3745908,0.3717583,0.3665768,0.3596067,0.3520657,0.3451427,0.3395016,0.3349921,0.3315482,0.3288887,0.3270509,0.3257653,0.3248238,0.323916,0.3228325,0.3213632,0.3197367,0.3184026,0.3179124,0.3184965,0.3201574,0.3233453,0.3281029,0.3345883,0.3427827,0.352664,0.3640101,0.3761982,0.3887716,0.401278,0.4131649,0.4240344,0.433789,0.4424611,0.4507568,0.4604983,0.4736505,0.4912665,0.5128658,0.5371903,0.5638325,0.5912873,0.6176398,0.6418227,0.6629391,0.6805627,0.6942449,0.7043856,0.7116796,0.7167547,0.7202985,0.7224044,0.7235293,0.7231627,0.7212946,0.7185807,0.7149408,0.7108703,0.7065518,0.7021882,0.697769,0.6931276,0.6886021,0.6844224,0.6804145,0.6768878,0.674031,0.6715897,0.6693913,0.6673347,0.6654931,0.6636941,0.6617336,0.6597036,0.6573049,0.6549149,0.6521453,0.6485158,0.6441647,0.639538,0.6346105,0.6294997,0.6244871,0.6197064,0.615101,0.6106343,0.6064612,0.602473,0.5988467,0.5958244
SP14:10888,N,10/12/16,9:30:01,0.1950831,0.2018791,0.2105444,0.2201852,0.2299392,0.2392404,0.2475602,0.2539255,0.2580442,0.2601383,0.2608244,0.2603764,0.2590395,0.2570508,0.2545062,0.2513525,0.2478735,0.2442978,0.2407718,0.237233,0.233694,0.2301544,0.2265997,0.2232329,0.2202125,0.2175987,0.2154199,0.2137498,0.2125838,0.2118711,0.2116335,0.2118901,0.2126696,0.2140345,0.2166649,0.2220507,0.2318774,0.2470554,0.2662771,0.2880604,0.3110051,0.3330431,0.3530473,0.3701729,0.3844038,0.396993,0.4087446,0.4195683,0.4284673,0.4344181,0.437135,0.4370691,0.4340725,0.4278461,0.4190297,0.4094397,0.4007548,0.39371,0.3882055,0.384149,0.3810968,0.378955,0.3773884,0.3761182,0.3749633,0.3736131,0.3719096,0.3700725,0.3685949,0.3679871,0.3684993,0.3702958,0.3738081,0.3790265,0.3863283,0.3955322,0.4066147,0.4193572,0.4329272,0.4468802,0.4608001,0.4741214,0.4864083,0.4975374,0.50758,0.5175523,0.5289379,0.5439155,0.5636851,0.5873834,0.6138914,0.6426376,0.6718003,0.6989023,0.7230133,0.7435543,0.76015,0.7728974,0.7820921,0.7885805,0.7931526,0.7962502,0.7979636,0.7989767,0.7985128,0.7965752,0.793886,0.79039,0.7865714,0.7826689,0.7786487,0.7743742,0.7699662,0.7657984,0.7618073,0.7579553,0.7547287,0.7519496,0.7495335,0.7475486,0.7454956,0.7437179,0.741916,0.739935,0.738084,0.7358323,0.733597,0.7308007,0.7272207,0.7229434,0.7184256,0.7134932,0.7085057,0.7035888,0.6987361,0.6940529,0.6896967,0.6854343,0.6813802,0.6778336,0.6751553
SP14:10889,N,10/12/16,9:30:58,0.1519116,0.1575302,0.1647466,0.1727643,0.1808362,0.1885751,0.195538,0.2008178,0.2041049,0.2057991,0.2062747,0.2058546,0.2047269,0.2029941,0.2008312,0.1980513,0.1949321,0.1918034,0.1886753,0.1855275,0.1822862,0.1790392,0.1758007,0.1727713,0.1700359,0.1676509,0.1656503,0.1640691,0.1629764,0.1622777,0.1620101,0.1622005,0.1628322,0.1640811,0.1664321,0.1712718,0.1801458,0.1938397,0.2111263,0.2307215,0.2516357,0.2719454,0.2907185,0.3069641,0.320335,0.3321369,0.3434335,0.3540428,0.3626387,0.3682214,0.3705696,0.3702462,0.3670375,0.3605529,0.3515637,0.341743,0.3329095,0.3257457,0.3201146,0.3159014,0.3126888,0.3103969,0.3087656,0.3074631,0.306398,0.3051614,0.303528,0.3017151,0.300276,0.2997165,0.3002775,0.3019775,0.3053377,0.3103467,0.3173108,0.3261428,0.3368571,0.3492822,0.3626954,0.3766023,0.3906239,0.4042468,0.4168765,0.4282967,0.438872,0.4494395,0.4617325,0.47803,0.4995332,0.5254632,0.5546262,0.5865898,0.6192963,0.6499864,0.6773931,0.7007589,0.7196456,0.734015,0.7442946,0.7515939,0.7562804,0.7596272,0.761479,0.7624471,0.7617218,0.7594569,0.7564928,0.7527905,0.7484915,0.7439069,0.7392169,0.7342206,0.7294061,0.7246064,0.7199335,0.7153991,0.7116116,0.7084469,0.7055772,0.7030116,0.7006277,0.6983698,0.6962458,0.6940464,0.6916498,0.6889996,0.6862025,0.6828538,0.6787786,0.6739118,0.6685051,0.6627524,0.6569299,0.6510543,0.6453073,0.6397829,0.6345636,0.6296423,0.6250812,0.6210576,0.617753
SP14:10890,N,10/12/16,9:32:23,0.1720171,0.177942,0.1855096,0.1940284,0.2026829,0.2109138,0.2182391,0.2238155,0.2273125,0.2290677,0.2296285,0.2292253,0.2280289,0.2262151,0.2238722,0.2210421,0.2178539,0.2146215,0.2114478,0.2082045,0.2048884,0.2016264,0.1983413,0.1951856,0.192339,0.1899089,0.1878713,0.1862768,0.1851582,0.1844499,0.1842832,0.1845252,0.1852627,0.1866543,0.1892379,0.1944021,0.2036803,0.2178219,0.2356386,0.2558017,0.2772242,0.2979376,0.3168273,0.3329521,0.3460012,0.3574957,0.3684389,0.3787633,0.3872636,0.3927975,0.3953744,0.3955212,0.3928105,0.3868975,0.3783353,0.3688476,0.3601649,0.3531249,0.3476144,0.3434043,0.3401313,0.3378084,0.3361113,0.3348255,0.3336915,0.3323695,0.3306781,0.3288491,0.3274214,0.3268962,0.3274407,0.329154,0.3324382,0.3374076,0.3442616,0.3529575,0.3635662,0.3757236,0.3887537,0.4022355,0.415811,0.4289546,0.4410963,0.4520692,0.4619587,0.4716659,0.4830773,0.4981236,0.5177163,0.5411024,0.5672578,0.5958368,0.6249213,0.6519524,0.6759637,0.6964874,0.7130473,0.7255752,0.7346518,0.7409939,0.7452357,0.7481717,0.7497841,0.7507554,0.750325,0.7483833,0.7457508,0.7421452,0.7381812,0.7340966,0.7299886,0.7256075,0.7212049,0.716866,0.7127206,0.7087773,0.7053419,0.7024803,0.7000065,0.6978545,0.6956693,0.6937254,0.6920686,0.6899788,0.6880051,0.6859674,0.6835778,0.6807624,0.6771009,0.6726987,0.6679257,0.6628638,0.6578225,0.6528771,0.6479077,0.643234,0.6386872,0.6342301,0.6302719,0.6267587,0.6237996
