lm_macro_random_cor,cart_macro_random_cor,knn_macro_random_cor,rf_macro_random_cor,svml_macro_random_cor,svmp_macro_random_cor,svmr_macro_random_cor,lm_macro_random_rmse,cart_macro_random_rmse,knn_macro_random_rmse,rf_macro_random_rmse,svml_macro_random_rmse,svmp_macro_random_rmse,svmr_macro_random_rmse,lm_macro_random_int,cart_macro_random_cp,knn_macro_random_k,rf_macro_random_mtry,svml_macro_random_cost,svmp_macro_random_cost,svmp_macro_random_scale,svmp_macro_random_degree,svmr_macro_random_cost,svmr_macro_random_sigma,repetition
0.5051403167546542,0.31181245565577387,0.3742480446046723,0.3766601833842735,0.5076965823839956,0.5090302861906085,0.5607668796888025,0.0212577882851054,0.02464773938422655,0.02498106013226187,0.023144386257792204,0.020952245312331242,0.020657154865482582,0.02093662801168249,0.25,0.08,4,4,4,4,0.1,1,4,0.01,6
0.5033844526705447,0.05597419819812408,0.4429460992732324,0.44061343204653625,0.49894235854045477,0.5546800634584875,0.5667900581702802,0.027963954575974996,0.03395321964735824,0.0307461809373307,0.03055904764620545,0.027946639624793213,0.02779215789551641,0.027927487601200982,0.2,0.1,5,5,5,5,0.01,3,5,0.01,6
0.43956750438340164,0.29423093751172236,0.10754887962545337,0.17931034482758623,0.4462887200467564,0.4544710695499708,0.3991817650496786,0.02540385067699965,0.0329053716843403,0.036326320886434955,0.029010447667778327,0.02471084222472201,0.02447574991392993,0.024973151013073784,1,0.02,1,1,1,1,0.1,1,1,0.01,7
0.5577472236911687,0.3637151735346597,0.3776558479859086,0.5404019037546272,0.5354309888947646,0.5118984664198837,0.5789000528820729,0.02662838956778159,0.029478995801928008,0.03176622175478737,0.02864233922482464,0.027249046092943287,0.027401532641583442,0.027892161854837234,0.5,0.04,2,2,2,2,0.1,3,2,0.01,7
0.27657682689636015,0.027081641661007634,0.2637787073161071,0.32420116699083085,0.2695748819116422,0.3284245623784385,0.34242845234787445,0.02817123896612635,0.028376027795612536,0.031072914340693463,0.028487222825318823,0.027408823237094104,0.026588167501451182,0.026036279540626008,0.3333333333333333,0.06,3,3,3,3,0.01,3,3,0.01,7
0.5341404517413673,0.21950016903585676,0.22000043707248848,0.4642096177027299,0.5380740611560406,0.5120029720910111,0.496945989387067,0.02300411066328667,0.026020884149898522,0.027756545377454932,0.02350941525717739,0.02287153326216874,0.02326748382353462,0.0231580170756011,0.25,0.08,4,4,4,4,0.01,3,4,0.01,7
0.579494303973326,0.2887152367183091,0.34896289198827524,0.48163378716310096,0.5714920811336484,0.5597110308419007,0.5581550430675188,0.019711472619888336,0.0219425700444249,0.023775061338976305,0.022603377312409047,0.01988153484317992,0.020301748626497588,0.020193780325032554,0.2,0.1,5,5,5,5,0.01,3,5,0.01,7
0.549731182795699,0.07625818228922612,0.1293242137975836,0.49961597542242703,0.5339381720430108,0.5066244239631337,0.5504992319508448,0.0207551617733836,0.028041972226708907,0.03201601686643572,0.022728564188214027,0.020977033556811752,0.02154166649984689,0.021879508669078524,1,0.02,1,1,1,1,0.1,1,1,0.01,8
0.5753360607831678,0.4698363087885454,0.30518579160493825,0.5175920514319112,0.564991233196961,0.567855055523086,0.5925189947399183,0.023911684410774313,0.025751449958666548,0.02950775039664105,0.024785428780958327,0.023993016155769816,0.023986442502782045,0.024125759220065157,0.5,0.04,2,2,2,2,0.1,1,2,0.01,8
0.47013016757644,0.1477497226126736,0.317240063116132,0.38057792877046986,0.49963736305683853,0.49299538115051333,0.5156697331755543,0.029725340476558455,0.03349188918613676,0.033981584978334554,0.03223109940005422,0.029373748144771027,0.0297298704643217,0.030128394940896256,0.3333333333333333,0.06,3,3,3,3,0.1,1,3,0.01,8
0.47619047619047616,0.24977045710331897,0.34533824573154187,0.4263152841781874,0.4679819508448541,0.4883832565284178,0.49639976958525345,0.022904020652196714,0.026337696319754175,0.027467731912367677,0.02506762528913997,0.0229937648728737,0.023395173233030874,0.023350774013777324,0.25,0.08,4,4,4,4,0.01,3,4,0.01,8
0.4992604044622163,0.31248102318599136,0.41249785276659096,0.3942664643694473,0.4939353164262442,0.4893164228609925,0.4929428268998265,0.022844935688014576,0.02600332886237796,0.02497739643392152,0.024609717909948512,0.022811249546434275,0.02303085023286659,0.02298253716750323,0.2,0.1,5,5,5,5,0.01,2,5,0.01,8
0.4533309830253205,0.2793979075646991,0.2355260076751487,0.3665529268368273,0.4832978683602906,0.4820387555310901,0.5333601944492994,0.027022085567952738,0.029896088214367195,0.03603472604949369,0.02787596663251796,0.026757777414684738,0.027227799712043265,0.02687923333560958,1,0.02,1,1,1,1,0.1,1,1,0.01,9
0.6132763293506889,0.43854834829085854,0.18714689279172586,0.4658548688781158,0.612054815436882,0.5183799671718134,0.5867465740351948,0.03306020359123854,0.035970985797765996,0.039572486512110205,0.03495880487449426,0.03319915593869624,0.034627808101606254,0.03401434797226203,0.5,0.04,2,2,2,2,0.1,2,2,0.01,9
0.571380939149764,0.4451186180589067,0.41367621115705405,0.5474854126146153,0.5633231453181441,0.5702695193109198,0.5784384551264241,0.023224292045328655,0.026101426784067624,0.028040475961467987,0.024264789350744158,0.023533030611605724,0.024136433428080452,0.02440357430103408,0.3333333333333333,0.06,3,3,3,3,0.01,2,3,0.01,9
0.3827784156142366,0.032668977013019206,0.10314378759762376,0.17791462269074212,0.43446404341926737,0.45262498695334524,0.38712034234422305,0.030705746370698474,0.03528564699948734,0.03375025269078818,0.03380915710836375,0.02978276328752491,0.029935701967060427,0.030618653095688418,0.25,0.08,4,4,4,4,0.01,2,4,0.01,9
0.46065128900949803,0.15941101824552764,0.33375902967873233,0.4143985952589992,0.46699656796232747,0.47549684731423103,0.4813233298746908,0.028909894552627883,0.033580576726388756,0.03155410638136175,0.03096953852881465,0.028982557008325357,0.029031598015601328,0.0292177954333528,0.2,0.1,5,5,5,5,0.01,3,5,0.01,9
0.5748463238279987,0.48521792100956807,0.1565505086576065,0.35421650891181633,0.5919023798737137,0.5557526986707821,0.5265856981308613,0.02349839074848008,0.025836758857129386,0.03756212792891089,0.027661280406063443,0.02304271307227461,0.025999932781436454,0.026278951319828707,1,0.02,1,1,1,1,0.01,2,1,0.01,10
0.6390420790209261,0.3863164242566345,0.2868763708615269,0.4747551056382363,0.6282138450303443,0.6197527133539825,0.6176877943139181,0.02171538700925201,0.02552251931451035,0.029782127148286954,0.024447457828031788,0.021687490682904723,0.022373135096695192,0.022537402700393998,0.5,0.04,2,2,2,2,0.01,3,2,0.01,10
0.2575549450549451,0.08665821316901191,0.15893766839612009,0.2738553113553113,0.26515567765567766,0.2855311355311355,0.29363553113553115,0.025459728164655727,0.027247988475010622,0.02851129916318595,0.026295921383909075,0.024734548775304992,0.024152673096619816,0.023940392845791587,0.3333333333333333,0.06,3,3,3,3,0.01,3,3,0.01,10
0.3368444055944056,0.3290234043886969,0.37468039083227483,0.39252622377622376,0.3270104895104895,0.334965034965035,0.3567744755244755,0.024818189643003197,0.02316850724305116,0.024293142485334148,0.02334757850604231,0.024454386952527093,0.0237215732639049,0.023053242784090953,0.25,0.08,4,4,4,4,0.1,1,4,0.01,10
0.419493006993007,0.09895795612775928,0.046984779119709504,0.23658216783216784,0.4548076923076923,0.34628496503496503,0.4671765734265734,0.025422918235557233,0.03003421733068963,0.030001597421806043,0.028580842199598385,0.025088370597067915,0.026965222116975135,0.025154742637056842,0.2,0.1,5,5,5,5,0.1,2,5,0.01,10
0.5443151771549445,0.3755195111226946,0.07642267865896099,0.46166049709148593,0.5251718667371761,0.49127445795875196,0.4898466419883659,0.022508628121630785,0.025777919428468205,0.03134961486538098,0.024592524778153293,0.022794187378214262,0.023484283317627728,0.02361903202260895,1,0.02,1,1,1,1,0.01,3,1,0.01,11
0.4786885245901639,0.18966989715534238,0.28045588051332987,0.2873083024854574,0.4762559492332099,0.4238498149127446,0.44447382337387625,0.022846254133057634,0.025496529991704226,0.029617441756813738,0.025513947944450815,0.02257937418184679,0.022744226084968126,0.02225537448200354,0.5,0.04,2,2,2,2,0.01,3,2,0.01,11
0.46372541613155044,0.32318442851857865,0.11792702273929138,0.3299085895595679,0.4775251189846642,0.3975472790914356,0.374178439223389,0.02293253605722961,0.02381670256292502,0.026581259905497694,0.024746935907260844,0.022018763606769565,0.02240630802814218,0.022720579839751797,0.3333333333333333,0.06,3,3,3,3,0.01,2,3,0.01,11
0.3323260073260073,0.028268526154071525,0.12481827860568916,0.1980311355311355,0.3820512820512821,0.37202380952380953,0.37353479853479854,0.026150665848665593,0.028159756029390467,0.028731600350584773,0.02719462551875159,0.024980824452597302,0.024863206288265084,0.024412829197631734,0.25,0.08,4,4,4,4,0.1,1,4,0.01,11
0.42913130959671064,0.31927658585169844,0.2651083039213221,0.3690490770711224,0.35806141194996066,0.4186335403726708,0.378427084244598,0.020123132961868923,0.021852600822251367,0.022961938422120343,0.023152453110941433,0.02094125369260757,0.020400270593093538,0.020769144179833166,0.2,0.1,5,5,5,5,0.01,2,5,0.001,11
0.4901719523824173,0.2299409938040857,0.12568070853771507,0.3284936479128857,0.48112830293149594,0.46525577532375656,0.4311729059645022,0.02459845170819089,0.027301969472227128,0.0345261172870637,0.025411088293820373,0.0243986188535031,0.023898441955377086,0.023233908872002846,1,0.02,1,1,1,1,0.1,1,1,0.01,12
0.44679934787289677,0.2132326295752941,0.32750373099178465,0.3361838260174106,0.43535636285336377,0.47657571749361727,0.48266633855240093,0.02545868071275759,0.025857253886585455,0.027929347188731628,0.02688453433713301,0.024528113042711252,0.023802644183985183,0.023385744159620313,0.5,0.04,2,2,2,2,0.01,3,2,0.01,12
0.5564554848136939,0.28723037733310103,0.25271135068354256,0.3955119507358314,0.5865149775597538,0.5857217409456216,0.5907734056987789,0.024681294404925683,0.02814277758199087,0.03022191888076781,0.027016639643806375,0.024704749121107497,0.024981480655452346,0.02485912799347583,0.3333333333333333,0.06,3,3,3,3,0.1,1,3,0.01,12
0.5734531993654151,0.4173954382881097,0.15693170105171403,0.3924378635642517,0.5729772607086198,0.579904812268641,0.5584875727128503,0.02155627919012403,0.02585907329458199,0.029474709861792788,0.025754833950739832,0.021617560505343185,0.021031324433181894,0.021220863072322325,0.25,0.08,4,4,4,4,0.01,3,4,0.01,12
0.5482284505552617,0.2291925375341376,0.251755093604692,0.433262823902697,0.5447911158117398,0.22104706504494975,0.34801692226335273,0.02470110732548919,0.03018699303407619,0.029695996419840907,0.028738947438698665,0.024410998950837773,0.027935759125015672,0.026999205656617894,0.2,0.1,5,5,5,5,0.001,1,5,0.001,12
0.28911713286713286,0.19203558960979844,0.017441098196036883,0.1883741258741259,0.2840909090909091,0.3033653846153846,0.2850524475524476,0.026927041235817545,0.027465955297971235,0.03752218344761036,0.027115654664129137,0.026667616958524022,0.026989574046265466,0.025508325519002558,1,0.02,1,1,1,1,0.1,2,1,0.01,13
0.3278388278388278,0.08965491796568542,0.37552945574765767,0.29986263736263735,0.3843406593406593,0.3410714285714286,0.3548992673992674,0.029460716349294175,0.03184394282736904,0.031629755095965745,0.030612737735454074,0.028488559393218055,0.028736011019779416,0.028809429471440887,0.5,0.04,2,2,2,2,0.1,1,2,0.01,13
0.29056259600614437,0.0969308652932309,0.34144995022080304,0.3265168970814132,0.28801843317972353,0.29022657450076805,0.3833045314900153,0.025126362658006673,0.026325226958376566,0.02501841175198066,0.024861868094909575,0.024735426574867787,0.024514450578228764,0.02264610217902459,0.3333333333333333,0.06,3,3,3,3,0.1,1,3,0.01,13
0.4593413978494624,0.14645101222362472,0.32506840803622084,0.3777361751152074,0.44465245775729645,0.4396121351766513,0.45060483870967744,0.02101899108207824,0.02482242378325102,0.025775832873762183,0.023413353328400204,0.021159756637507042,0.02109156035763278,0.0209935921457782,0.25,0.08,4,4,4,4,0.01,2,4,0.01,13
0.4743763698987581,0.22796170933243332,0.17336575896736997,0.38858156768604535,0.46915770796367817,0.31481056257175666,0.2912639599206764,0.032671669982435106,0.034779092285171315,0.03783508396461888,0.035098220048599575,0.033767005268176435,0.03700832798443777,0.03538249598209554,0.2,0.1,5,5,5,5,0.1,2,5,0.001,13
0.2497045931008195,0.35890516082265783,-0.03889270418900331,0.3238803125595578,0.2551934438726891,0.240251572327044,0.3104631217838765,0.026710311786858367,0.026304125743722217,0.03744291944098001,0.026485780331847654,0.026489303401833496,0.027492420442476323,0.02614291659264185,1,0.02,1,1,1,1,0.1,2,1,0.01,14
0.5493943743547127,0.2651962766981462,0.3424333258365535,0.4436302284001914,0.6017224446626879,0.6089244793634006,0.5577547782730226,0.03205926641898333,0.03364216697975811,0.03716305901581427,0.033609650259143545,0.03134414471709259,0.03134428173534144,0.03221956975294061,0.5,0.04,2,2,2,2,0.1,1,2,0.01,14
0.5024048752234898,0.09631079584455221,0.12832877955210717,0.2890131197904863,0.5539774873460754,0.397144368059228,0.5704464757875651,0.027900501005274678,0.0320869913680057,0.03295584154196002,0.029713861097707253,0.027473387580292833,0.029416299107071556,0.027233877866012328,0.3333333333333333,0.06,3,3,3,3,0.01,1,3,0.01,14
0.29954212454212453,0.19809099138126332,0.18867622163650843,0.2667124542124542,0.28608058608058606,0.28956043956043953,0.30155677655677654,0.027124485403596653,0.028958578528209468,0.02986618330628889,0.027240494334733193,0.027228154526301184,0.026972483577526477,0.026847975406230577,0.25,0.08,4,4,4,4,0.1,1,4,0.01,14
0.28091136426785224,-0.08221475704396777,0.23087289350510226,0.22178382884134487,0.26940816893581554,0.2521255904417894,0.06612948041122536,0.02757310277212417,0.03222163844237155,0.029926189712874387,0.028073442990488043,0.02678450918875038,0.02688329472093307,0.028550713265872198,0.2,0.1,5,5,5,5,0.1,1,5,0.001,14
0.1977037887485649,0.11265335284535656,-0.04783180641702914,0.10819329923807537,0.22609330967539926,0.2375326166370943,0.25719653480847515,0.028038075357094662,0.03161375663464785,0.03857478006546481,0.027444720147428034,0.027300571525868813,0.025824375582987072,0.025335349338209332,1,0.02,1,1,1,1,0.01,3,1,0.01,15
0.49802321774823094,0.24102888675878556,0.1433464293403108,0.32245473546372544,0.5300042809297172,0.47651784140414494,0.4396514819571403,0.028151894472072943,0.03173361722376903,0.03514646634576434,0.03082455418484876,0.02777281925394423,0.02878273651523612,0.029470725804377866,0.5,0.04,2,2,2,2,0.01,3,2,0.01,15
0.5597110308419007,0.07581748329959904,0.3986495875278139,0.4658516254515144,0.602667407613226,0.6003334259516533,0.5222561822728536,0.02769916630056007,0.033385200967787534,0.0313970409119491,0.029110657442326486,0.028348826273839247,0.02831026808231305,0.0316438925770941,0.3333333333333333,0.06,3,3,3,3,0.1,1,3,0.001,15
0.48426573426573427,0.19330507038943434,0.13684440559440558,0.3555944055944056,0.4881993006993007,0.4909090909090909,0.4076486013986014,0.02420970207380187,0.02941153910872026,0.030061430892942064,0.026970563260475876,0.02380471817252439,0.023937019469799783,0.025930770118780252,0.25,0.08,4,4,4,4,0.1,1,4,0.001,15
0.40063844855093805,0.20851152666033787,0.31425965484962676,0.3916617663224423,0.4029906273166936,0.3926938447604779,0.41374344453157624,0.025952155881659392,0.026420372833307126,0.02633534562586623,0.025933724442833504,0.025401537442506696,0.02439471496457062,0.02456679813564076,0.2,0.1,5,5,5,5,0.01,2,5,0.01,15
0.3480984555076836,0.39029637989741706,0.15146568510835862,0.321936467194688,0.3754845368518377,0.3558750465291612,0.30878346756576913,0.030409456235055896,0.033641545594782815,0.0408515321641554,0.0313313565165512,0.02979395655821743,0.030118718285243123,0.030409638564477898,1,0.02,1,1,1,1,0.1,1,1,0.01,16
0.31442067240900257,0.25782382612393,0.08659043293447007,0.3427063073075855,0.30558488469019174,0.32714642956376777,0.3597110308419006,0.024113932383391448,0.02388342642854307,0.02962844267525024,0.02335073020492152,0.023879280473242562,0.023606942643241268,0.022309444891237908,0.5,0.04,2,2,2,2,0.1,1,2,0.01,16
0.5606991779072552,0.1073853139365561,0.3559014267894013,0.4195865591826962,0.5563093622795116,0.5541942692952351,0.6036395562295476,0.021606353079710875,0.02619210065329159,0.02646528564684587,0.02328151173640594,0.021460028020132933,0.021571537774922857,0.02172563313502578,0.3333333333333333,0.06,3,3,3,3,0.1,1,3,0.01,16
0.6006262394322096,0.34301271874160255,0.4033108229977275,0.46431478968792406,0.5933618620185785,0.5980377831124101,0.6288487631771215,0.019894462743788255,0.023051112445589734,0.024673767297999236,0.02266720190477568,0.019915050264284587,0.019824245453173475,0.01883612407166951,0.25,0.08,4,4,4,4,0.1,1,4,0.01,16
0.4749125874125874,0.12665570127975553,0.3274872976531865,0.39353146853146853,0.47718531468531467,0.477972027972028,0.5254370629370629,0.024351977369557996,0.028212954153465263,0.02600731689013016,0.025509124522535533,0.023921619985817794,0.02396876910175375,0.023129688436407576,0.2,0.1,5,5,5,5,0.1,1,5,0.01,16
0.5781651184636261,0.24452736210615691,0.22825587950966025,0.4202692829558502,0.5746164283477717,0.5466861496712243,0.6278050307901055,0.026533075944605373,0.03164299982680013,0.037326143512656916,0.02960116547875819,0.026679578828889775,0.027415827514654288,0.02789021258739706,1,0.02,1,1,1,1,0.1,2,1,0.01,17
0.30286382232612513,0.12763549121147352,0.2562648861997226,0.28281706604324963,0.3563413208649913,0.3426651081239042,0.3290473407364115,0.027474116704106287,0.029616462580281378,0.028418154036975587,0.026223815195305013,0.026208600754710213,0.025932716177010342,0.02493136234828228,0.5,0.04,2,2,2,2,0.1,1,2,0.01,17
0.443064398288279,0.2979259498548341,0.23067208044124687,0.3879553282538358,0.42807640121072965,0.4102077027450163,0.4477820686775911,0.020318388782156138,0.02177100565600911,0.022374130155387334,0.02200560389662676,0.019894051983388807,0.01982222746818595,0.018832298492888252,0.3333333333333333,0.06,3,3,3,3,0.1,1,3,0.01,17
0.5766222364115253,0.27908190596964794,0.30943140222782434,0.494931758320696,0.5934631654561418,0.5379519514725837,0.5650889935349989,0.023598941990833674,0.026687200039209633,0.02694579437733601,0.024857865628569117,0.023256678097365615,0.02365901272114237,0.023843644846008857,0.25,0.08,4,4,4,4,0.1,3,4,0.1,17
