Model,Metric,dataset,Data,Intercept,Mtry,Ncomp,C,Mean_Degree,Mean_Scale,Mean_Sigma,Mean_Performance,Std_Dev_Performance,Range_Performance,N,Splitting
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,71.407,NA,NA,NA,0.7662416253651028,0.04627324115079103,0.18994165045846068,20,Random
PCR,Spearman_R,base_training,Spectra,NA,NA,26,NA,NA,NA,NA,0.7661694251522961,0.05297892795182221,0.18549597110308425,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,51.772,NA,NA,NA,0.7661388254766262,0.04536202319881243,0.18921922756321197,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,120.12700000000001,NA,NA,NA,0.7661346510319028,0.048046450842860126,0.1922756321200333,20,Random
PCR,Spearman_R,abs_training,Spectra,NA,NA,25,NA,NA,NA,NA,0.7661291320719725,0.05000976940497569,0.18494026118366225,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,67.228,NA,NA,NA,0.7661068673888515,0.045924206661964825,0.1895526535148654,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,65.863,NA,NA,NA,0.7660624112129376,0.045965019229097834,0.1910530702973049,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,74.263,NA,NA,NA,0.7660540723987418,0.04669824846014561,0.19066407335370927,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,57.967,NA,NA,NA,0.7660471317186168,0.04558924059034471,0.18855237565990557,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,56.7,NA,NA,NA,0.766038796571658,0.0457397693889182,0.18732981383717706,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,68.607,NA,NA,NA,0.7660165647006566,0.0460040265875987,0.19066407335370938,20,Random
PCR,Spearman_R,base_training,Spectra,NA,NA,28,NA,NA,NA,NA,0.7659374220706128,0.050917993762692224,0.16632397888302308,20,Random
PCR,Spearman_R,base_training,Spectra,NA,NA,30,NA,NA,NA,NA,0.7659151878448593,0.051400273052408386,0.16415671019727707,20,Random
PCR,Spearman_R,sq_training,Spectra,NA,NA,29,NA,NA,NA,NA,0.7658345877101091,0.04942256190661383,0.17554876354542936,20,Random
PCR,Spearman_R,abs_training,Spectra,NA,NA,26,NA,NA,NA,NA,0.765806818388583,0.050352453094073026,0.19488746874131702,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,48.223,NA,NA,NA,0.7658053994091655,0.04528246608763511,0.18410669630452903,20,Random
PCR,Spearman_R,base_training,Spectra,NA,NA,29,NA,NA,NA,NA,0.7657957116790783,0.052040029510833176,0.1713809391497637,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,139.167,NA,NA,NA,0.7657873229132556,0.04576084582028758,0.17471519866629626,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,52.983000000000004,NA,NA,NA,0.7657526051139006,0.04567419727749828,0.19005279244234508,20,Random
PCR,Spearman_R,abs_training,Spectra,NA,NA,32,NA,NA,NA,NA,0.7657484319430596,0.05105687728110861,0.1748171169703212,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,131.383,NA,NA,NA,0.7657317518441084,0.04784254290781082,0.1807724367879967,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,49.392,NA,NA,NA,0.7656275713084906,0.04565292998549571,0.189719366490692,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,47.068,NA,NA,NA,0.7656108971929259,0.04561425206589721,0.18388441233676012,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,45.927,NA,NA,NA,0.7654775266192521,0.04569796523199027,0.18499583217560434,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,135.247,NA,NA,NA,0.7654316696070927,0.04937277255271965,0.18677410391775506,20,Random
PLS,Spearman_R,abs_training,Spectra,NA,NA,15,NA,NA,NA,NA,0.7653497414790029,0.048263357814712644,0.204334537371492,20,Random
PCR,Spearman_R,abs_training,Spectra,NA,NA,27,NA,NA,NA,NA,0.7653094519501087,0.049623900422993805,0.19788830230619625,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,44.800000000000004,NA,NA,NA,0.7652010587919013,0.046302533509855,0.18627396499027515,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,127.575,NA,NA,NA,0.7651927093234171,0.04701139305704706,0.1795498749652682,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,41.503,NA,NA,NA,0.7650579730417673,0.04585984698760165,0.182772992497916,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,43.687,NA,NA,NA,0.7649370986647104,0.04614694619871266,0.18516254515143105,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,42.588,NA,NA,NA,0.7648662503015846,0.045991272424329134,0.18494026118366225,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,40.432,NA,NA,NA,0.7647940107528368,0.045577188266950994,0.182772992497916,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,137.20000000000002,NA,NA,NA,0.7647787119186666,0.04859810734371325,0.1803834398444012,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,133.308,NA,NA,NA,0.7647009055428962,0.047758579750946495,0.17538205056960265,20,Random
PCR,Spearman_R,sq_training,Spectra,NA,NA,28,NA,NA,NA,NA,0.7644661555656606,0.05023678407594422,0.18749652681300366,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,39.375,NA,NA,NA,0.7643299950160516,0.04515515009246119,0.18105029174770781,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,38.332,NA,NA,NA,0.7640799252820941,0.04506930580062357,0.17999444290080568,20,Random
PCR,Spearman_R,abs_training,Spectra,NA,NA,33,NA,NA,NA,NA,0.7639951607392691,0.051920086785897795,0.18279166819138448,20,Random
PCR,Spearman_R,sq_training,Spectra,NA,NA,31,NA,NA,NA,NA,0.7635158490248982,0.0560173972191912,0.1900438050097475,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,37.303,NA,NA,NA,0.7629018187088197,0.04516552333467879,0.180050013892748,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,36.288000000000004,NA,NA,NA,0.7628795920491549,0.04541177528371164,0.18177271464295652,20,Random
PCR,Spearman_R,sq_training,Spectra,NA,NA,26,NA,NA,NA,NA,0.7627573448998657,0.05218347022402801,0.20027785495971107,20,Random
PCR,Spearman_R,sq_training,Spectra,NA,NA,30,NA,NA,NA,NA,0.7625739308253312,0.05465481921041911,0.1837087127003858,20,Random
PCR,Spearman_R,base_training,Spectra,NA,NA,25,NA,NA,NA,NA,0.7625712002200313,0.052003924622663025,0.17249235898860793,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,35.287,NA,NA,NA,0.7625225471713453,0.04545961675199356,0.1809391497638233,20,Random
PCR,Spearman_R,sq_training,Spectra,NA,NA,27,NA,NA,NA,NA,0.7623502877506126,0.05090640614769669,0.1933314809669352,20,Random
PCR,Spearman_R,sq_training,Spectra,NA,NA,32,NA,NA,NA,NA,0.762090450842636,0.05426259047886795,0.19610109485878968,20,Random
PCR,Spearman_R,abs_training,Spectra,NA,NA,23,NA,NA,NA,NA,0.7619821475124314,0.050414632394745175,0.21094748541261465,20,Random
PCR,Spearman_R,sq_training,Spectra,NA,NA,25,NA,NA,NA,NA,0.7619140590152957,0.05001307784425948,0.1812725757154764,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,33.327,NA,NA,NA,0.7618779232015858,0.045400075156694066,0.18288413448180052,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,34.300000000000004,NA,NA,NA,0.7616528601823873,0.045517078759710144,0.18293970547374283,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,32.368,NA,NA,NA,0.7614666981314309,0.04565860515575511,0.18338427340928032,20,Random
PCR,Spearman_R,abs_training,Spectra,NA,NA,34,NA,NA,NA,NA,0.7614611125435963,0.0525633930975924,0.18948799549589146,20,Random
PCR,Spearman_R,base_training,Spectra,NA,NA,35,NA,NA,NA,NA,0.7612985502719593,0.05491643746338379,0.20279731484836416,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,30.492,NA,NA,NA,0.7612194077963255,0.04490307501462807,0.18405112531258683,20,Random
PCR,Spearman_R,base_training,Spectra,NA,NA,34,NA,NA,NA,NA,0.7611290602520329,0.05564144002273013,0.20279730789991524,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,29.575,NA,NA,NA,0.761054085002456,0.04436078386993253,0.18371769936093363,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,27.783,NA,NA,NA,0.7610415848683847,0.043922740873144704,0.18632953598221735,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,31.423000000000002,NA,NA,NA,0.7609443298035092,0.04563830215265481,0.18405112531258683,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,28.672,NA,NA,NA,0.7609207176713917,0.04409635942546627,0.1824395665462628,20,Random
PLS,Spearman_R,base_training,Spectra,NA,NA,17,NA,NA,NA,NA,0.7606094684663787,0.05698479539385293,0.19027507641011399,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,26.908,NA,NA,NA,0.7601441081371814,0.043967616539456966,0.18610725201444855,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,26.047,NA,NA,NA,0.7599898993100854,0.043954975852441285,0.18460683523200894,20,Random
PCR,Spearman_R,abs_training,Spectra,NA,NA,24,NA,NA,NA,NA,0.7597037182750015,0.04989797798791111,0.19849958321756056,20,Random
PCR,Spearman_R,sq_training,Spectra,NA,NA,33,NA,NA,NA,NA,0.7595133477319221,0.05326063128589348,0.19396162826808694,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,23.548000000000002,NA,NA,NA,0.759371672777477,0.042929978628192,0.1805501528202278,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,24.367,NA,NA,NA,0.7591813414931338,0.04333659039670378,0.18132814670741892,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,25.2,NA,NA,NA,0.7591146549131134,0.04348446972723555,0.1819949986107252,20,Random
PCR,Spearman_R,base_training,Spectra,NA,NA,24,NA,NA,NA,NA,0.7589785292215562,0.050430384904327455,0.1949986107252013,20,Random
PCR,Spearman_R,abs_training,Spectra,NA,NA,35,NA,NA,NA,NA,0.7589409545867468,0.05231878825435679,0.1845420922875488,20,Random
PCR,Spearman_R,base_training,Spectra,NA,NA,23,NA,NA,NA,NA,0.7587493001729781,0.05134250206562402,0.18827452070019457,20,Random
PLS,Spearman_R,base_training,Spectra,NA,NA,15,NA,NA,NA,NA,0.7587256533372186,0.0567299274896883,0.22172825784940253,20,Random
PLS,Spearman_R,sq_training,Spectra,NA,NA,15,NA,NA,NA,NA,0.7585394956097414,0.05061384494686012,0.20994720755765495,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,22.743000000000002,NA,NA,NA,0.758381116313979,0.04358014114274007,0.18260627952208952,20,Random
PCR,Spearman_R,base_training,Spectra,NA,NA,36,NA,NA,NA,NA,0.7581018358896315,0.05163539938364841,0.19487832535464455,20,Random
PLS,Spearman_R,abs_training,Spectra,NA,NA,17,NA,NA,NA,NA,0.7577197905120643,0.054493655903078836,0.17666018338427347,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,21.952,NA,NA,NA,0.7571724459653537,0.04399065373501851,0.18632953598221735,20,Random
PCR,Spearman_R,sq_training,Spectra,NA,NA,34,NA,NA,NA,NA,0.7570571010095031,0.05352769103964995,0.19724029749143035,20,Random
PCR,Spearman_R,max_training,Spectra,NA,NA,28,NA,NA,NA,NA,0.7570390690994735,0.05195778967158037,0.1709363712142261,20,Random
PCR,Spearman_R,sq_training,Spectra,NA,NA,35,NA,NA,NA,NA,0.7568486990582265,0.053175800232811044,0.1906272467676744,20,Random
PCR,Spearman_R,max_training,Spectra,NA,NA,25,NA,NA,NA,NA,0.7567014832176345,0.05278006014377856,0.1912753542650737,20,Random
PCR,Spearman_R,base_training,Spectra,NA,NA,37,NA,NA,NA,NA,0.7558831593461359,0.05418272584518291,0.20318628245406434,20,Random
PCR,Spearman_R,sq_training,Spectra,NA,NA,23,NA,NA,NA,NA,0.7558679327372316,0.051528036523629514,0.20733537093637122,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,21.175,NA,NA,NA,0.7555886715369261,0.04383842753348281,0.18505140316754665,20,Random
PLS,Spearman_R,abs_training,Spectra,NA,NA,14,NA,NA,NA,NA,0.7553774981389112,0.05434409712323609,0.2047791053070298,20,Random
PCR,Spearman_R,max_training,Spectra,NA,NA,26,NA,NA,NA,NA,0.7552760800170482,0.05399688632758899,0.19805501528202296,20,Random
PCR,Spearman_R,max_training,Spectra,NA,NA,27,NA,NA,NA,NA,0.7546981393846995,0.052082560698667964,0.18310641844956932,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,19.663,NA,NA,NA,0.7546911963498225,0.04364849566968651,0.17849402611836618,20,Random
PCR,Spearman_R,sq_training,Spectra,NA,NA,24,NA,NA,NA,NA,0.7546509125726998,0.05133143593089628,0.20305640455682128,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,20.412,NA,NA,NA,0.754624513823064,0.043832101117003974,0.18455126424006685,20,Random
PCR,Spearman_R,base_training,Spectra,NA,NA,38,NA,NA,NA,NA,0.754563360987729,0.05284882737626433,0.19123837095291385,20,Random
PCR,Spearman_R,max_training,Spectra,NA,NA,30,NA,NA,NA,NA,0.7543577314096506,0.05650919959047668,0.19965773716547486,20,Random
PCR,Spearman_R,max_training,Spectra,NA,NA,31,NA,NA,NA,NA,0.7542979885207496,0.05738916288777725,0.2049647279074367,20,Random
PCR,Spearman_R,abs_training,Spectra,NA,NA,36,NA,NA,NA,NA,0.7540632007902751,0.05294224982080686,0.19201648450783548,20,Random
PLS,Spearman_R,max_training,Spectra,NA,NA,15,NA,NA,NA,NA,0.7538659330720813,0.057146235729695585,0.20522367324256752,20,Random
PCR,Spearman_R,base_training,Spectra,NA,NA,19,NA,NA,NA,NA,0.7538506936085465,0.05292375006016403,0.17165879410947493,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,17.5,NA,NA,NA,0.7536798093147985,0.041856841021032695,0.17088080022228402,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,18.928,NA,NA,NA,0.7536714683388631,0.04318394856050282,0.17749374826340647,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,16.807,NA,NA,NA,0.7535700560459765,0.04111220900257944,0.16482356210058347,20,Random
PCR,Spearman_R,max_training,Spectra,NA,NA,29,NA,NA,NA,NA,0.7535394358337799,0.05872060125084198,0.20813235242518002,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,18.207,NA,NA,NA,0.7534144547593762,0.04308573454359001,0.17749374826340658,20,Random
PCR,Spearman_R,base_training,Spectra,NA,NA,22,NA,NA,NA,NA,0.7532880410788748,0.05409898676892897,0.18883023061961657,20,Random
SVML,Spearman_R,std_training,Spectra,NA,NA,NA,1.792,NA,NA,NA,0.753217149249341,0.05788450864667654,0.18805223673242566,20,Random
PCR,Spearman_R,base_training,Spectra,NA,NA,41,NA,NA,NA,NA,0.7532088188118863,0.053729928076098804,0.19498935307514764,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,16.128,NA,NA,NA,0.7531671652349232,0.04158996956457385,0.16593498193942757,20,Random
PCR,Spearman_R,max_training,Spectra,NA,NA,32,NA,NA,NA,NA,0.7529392781151851,0.058506381567600886,0.2053537225348827,20,Random
SVML,Spearman_R,std_training,Spectra,NA,NA,NA,2.023,NA,NA,NA,0.7526419801795382,0.0579633644089875,0.18316198944151163,20,Random
