taxa,BLUPs_4
MS24A,1.3360248181875658
MS71,2.3372105314884744
MS72,0.8697584482999493
Mo17,0.7975827993994693
Mo1W,-0.36465645479363995
Mo46,-0.1465644851046705
Mo47,-1.921485093407741
Mo5,1.7586528924482314
N192,0.6401564208882624
N193,0.502595196200431
N197,2.077169820315994
N200,-0.6275671360001838
N201,-0.5024631020556684
N209,-0.4677307784888539
N211,-0.2816489165822483
N215,-0.1926699920223478
N217,-1.0793030537834045
N218,0.255133880933319
N28,0.12183819059470666
N28Ht,1.0716972177353485
N501,-1.182838499192568
N523,-0.02052598049171343
N527,-0.759408158392661
N542,-2.0376963431574575
N6,-1.9206672808144838
N7A,-3.0849616939110787
NC250,0.2731352739098128
NC262,0.8430460848940847
NC290A,-0.7787491570717535
NC294,0.9786288274117679
NC310,-0.9120163612797437
NC326,0.015002805715105842
NC328,-1.0234060891029861
NC342,0.002020081772798025
NC368,-1.0198588565456115
NC412,-2.6707589178173423
ND247,0.4582343276061899
ND259,0.9495557710275259
ND265,-2.2417261134811066
NK740,0.5435082401515718
NK807,-1.5040816244305326
NORTH-7,-0.243886309680758
NQ508,0.9491783930457073
NS501,-0.3886968431263337
NS701,-0.3373658678482437
NY-159,0.15452802283334324
NY6371,-2.5863603034026155
Ny821,2.124265022927289
OC19,0.19465841174012025
OH33,-0.09339546698459537
OQ403,1.1331263199414723
OQ603,0.3084802365212965
OS602,-1.0809202515651422
Oh40B,0.8231533362129624
Oh43,-2.547191106536353
Oh7,0.7364868273336673
Os420,2.338184879061122
Os426,0.19082498925912936
PH207,1.483072465080966
PHB09,-1.7703206059622418
PHB47,0.3353278078827737
PHBA6,1.4973377147182458
PHBB3,-3.813190993090742
PHBW8,0.595234738552003
PHEG9,1.051958792476641
PHG29,1.4631477530569872
PHG47,-0.13362784854377954
PHG50,0.5284706006919196
PHG71,0.09133007260349477
PHG72,1.1717323024061836
PHG80,2.2724858071559986
PHGW7,0.6682875387973813
PHH93,1.7502838588246714
PHJ33,1.7460001354266905
PHJ70,-0.9994715316168137
PHJ89,-3.1364409843821175
PHJR5,-2.014275442130603
PHK29,0.9388117203233021
PHK35,-0.8756180677764214
PHK42,-2.6850025605087304
PHK56,0.16518672350454502
PHK74,0.1433475862020064
PHK76,-0.3713754957261521
PHK93,-1.1999331231936259
PHKE6,-1.2298176050482892
PHM10,0.870631564672668
PHN11,1.0793681101408623
PHN34,-1.493381081470746
PHN46,0.8445753801260328
PHN66,-1.6514895916799563
PHN82,0.453725041748347
PHP02,2.148122933421887
PHP55,1.1754998925155475
PHP76,-0.5542748779194128
PHP85,-0.12569645976981716
PHPR5,1.6478402357290647
PHR03,-1.3603990748391823
PHR31,0.9877623874698832
PHR36,0.0587301842979066
PHR58,1.2549631923477425
PHR62,1.3214162090139143
PHT10,-0.794274261112872
PHT22,0.3257535457718912
PHT47,-0.2031597958384034
PHT55,-1.146448673038901
PHT69,0.07032143602791571
PHTM9,-0.47163331191060315
PHV37,-0.823449202660855
PHV57,-1.1265988407846772
PHV63,1.326406691233723
PHV78,0.9874099749268948
PHVA9,-0.027320143231877023
PHVJ4,1.3428785097076565
PHW03,0.6019877687441924
PHW17,-1.9248984435105623
PHW20,0.9573867577355322
PHW30,0.9259231371089585
PHW52,0.22823805988690074
PHW53,-0.33090539350312526
PHW65,0.011241432920314659
PHW79,-0.17549747042283845
PHW80,-0.5237351604147432
PHW86,0.8821493449130674
PHWG5,-0.5448437242688182
PHZ51,0.24590648622632044
Pa392,-1.9810908426844398
Pa405,-0.18586404769287623
Pa762,0.25655770615039647
Pa880,-0.14811580846231187
Pa91,-0.7817025028835626
R113,1.8043969808122216
R168,-0.8876477305234235
R181B,1.8383362449111573
R226,1.1216103340440478
R227,0.23760119773615296
R229,-1.3806025407834044
R71,1.2577618780289062
R78,-0.0037135062322331508
S8326,3.228519820339275
SD101,-0.49730950433649473
SD102,-0.36890345245502104
SD107,0.3311043119248755
SD40,1.022672907517867
SD44,-0.1839729529247085
SG-30A,-0.8759542216213554
Seagull-Seventeen,1.7403853915618854
TZU-CHIAO-HSI-WU-105,-0.4423163793306001
Tr,0.39011332521073055
Va17,0.45848577144831304
Va26,-0.22739186762467245
Va35,0.2722516394150788
Va52,1.4255585941569213
Va59,1.0829551090987213
Va99,-0.6018910720927478
VaW6,0.7346873692532018
W117Ht,1.2306616863310607
W153R,1.3050573280034374
W182E,0.8189052593922815
W22,0.2252830624639442
W23,-0.27298944633675265
W24,0.9896663408328822
W32,3.3617568475976776
W37A,0.16252424564780205
W552,-2.1770065817245987
W602S,0.3221571117288986
W603S,0.21653781680737977
W604S,0.3114128658278042
W605S,-2.396331740956847
W64A,-2.0004985379076796
W803G,-0.9219014321409673
W809G,-1.8235816366330182
W811G,-0.9068641689393508
W812G,-1.1055179561226447
W813G,1.0886049038224046
W814G,-1.2206312329955211
W817G,1.613798409314887
W819G,-0.5872565219702289
W820G,0.39083858640873737
W821G,0.07782738200348205
W8304,0.07303668476055246
W9,-0.5167101241391241
WIL900,0.20340682027743676
WIL901,-0.0010992639871192388
WIL903,-2.549246280871851
WR3,1.0895654428522636
WU-TAN-TZAO,1.5116167071534241
WXB6,0.38942525737190453
Wf9,-0.932645652545302
YE-4,0.07801860187232582
YING-55,0.7237401846888787
YONG-28,4.7308884985627255
Yu796-NS,0.3335668083718716
ZS635,1.3879533071962655
