taxa,BLUPs_3
1538,0.017493126917023948
2369,-0.3767673084586593
29MIBZ2,-0.5766501007044152
2FACC,1.2096801626732763
2FADB,-1.0453149575270366
2MA22,-0.38342239220969643
2MCDB,0.07076251894688523
33-16,1.936815456848574
3IJI1,0.9344198022433017
4226,-1.3319706550252495
4F-234-BX-4,-0.4423793427143028
4F-306-108,-0.7108181729664779
4F-35-BK,-0.25494624795745613
6F629,-1.1847582709840505
6M502,-0.2894591819981324
6M502A,-0.17252054038426592
764,-0.7494260659072443
78551S,0.5720803189451007
790,-0.17273118570402674
792,0.5975215557875103
793,-0.2894273016487761
87916W,-0.9106044140800131
911,-0.33777767635028594
912,0.46177782188210514
91IFC2,0.9731865440366225
A,0.656743109129893
A208,1.3815748606535987
A239,-0.195427075687559
A258,-1.8123501964556996
A305,1.014036562040861
A321,0.7065190570109261
A322,-0.12406446104952835
A334,0.21817427639320094
A340,-1.50973967001499
A374,-0.19205964732061534
A385,-0.020495748680939008
A401,0.33041328315010965
A427,0.13277024578308053
A548,0.44380382790250167
A572,1.7182705260244697
A619,-0.44946782171826055
A627,-0.9283862613942847
A632,-1.2563566028193227
A634,-0.416455401481305
A635,-0.7842165439348835
A641,0.6211424219888162
A648,-0.7133537594341187
A649,-0.2542675860162401
A659,0.20682806256578695
A663,0.7808081052702606
A672,-0.09801848099711669
A674,-1.2177019800595865
A679,-0.18698038787265153
A680,-0.21420061198995594
A682,0.3115695243151843
A71,-0.10896299156594647
A73,-0.26871734764162186
A797NW,-1.0824322821451937
AQA3,-0.7282001087374532
AS6103,0.05179792620458387
AusTRCF-306238,0.3320801513914301
B-18,0.9275654603134095
B-28,-1.4243957073223374
B104,0.09132296541786052
B105,0.5301396441615459
B107,0.5658478707079131
B108,-0.6769048482344259
B109,-1.035276922063372
B110,0.5526993647074039
B111,-0.13578444275812568
B115,0.041874148547461014
B119,-0.9357908802580174
B120,-0.6271864121892683
B121,-1.2193463528643451
B14,1.1356590150021597
B164,-1.2127667664687687
B2,1.4953612504558365
B37,1.1043660698946374
B46,-0.08355704996812152
B57,1.1190320992600222
B65,-0.591793349544253
B66,0.8454839344645246
B68,1.3137551154875864
B70,1.6335658170607896
B75,0.24620287389261947
B76,-0.12179040820322423
B77,-0.7915585620366589
B79,-0.9808212999989279
B84,0.06965166912297649
B85,-0.25804833277703815
B87,-0.13634503888529986
B88,-0.5109726520785259
B97,-0.059083869977646794
B98,0.7336054121639904
BEI-10,-0.6445141832268036
C103,1.299575437779077
C123,1.0541564701932582
