taxa,BLUPs_1
1538,0.4343401133059675
2369,-1.3879084113585631
29MIBZ2,0.7781824981185042
2FACC,0.4560363748407301
2FADB,-0.17284800074593124
2MA22,-0.09643280101632587
2MCDB,-0.3662303474845976
33-16,0.45732997135017794
3IJI1,1.4709208839817642
4226,-1.4557324921903914
4F-234-BX-4,-2.7010828848563895
4F-35-BK,-0.7506462534044583
6F629,-0.6318552738538443
6M502,0.423901563686179
6M502A,-1.202037663264896
764,-1.62028178996589
78551S,2.5167042172284844
790,1.3103365810386882
792,1.1688345682452432
793,2.2219554689290884
87916W,-1.7071466735341203
911,1.516917526326093
912,0.8891666276924737
91IFC2,0.58549600008538
A,1.2506532499990834
A208,3.3948755504587385
A239,-0.2824353613391115
A258,-0.40500570676758396
A305,1.0203357817151748
A321,0.4616115640720852
A322,-0.6578431135172033
A334,-0.21582595603199187
A340,0.09414439189140869
A374,-0.7736437769303801
A385,-0.3241209756527271
A427,3.3864981476515807
A548,-0.18137711270231763
A619,0.8248617271811918
A627,-1.9684557582508202
A632,-1.9602962684138892
A634,-0.805546501023559
A635,2.8136942313951043
A641,-0.0832678756865672
A648,-3.24672883066919
A649,1.629316090777475
A659,-0.5701428846730543
A663,0.6139124668002213
A672,0.8133619228784663
A674,0.8410741956128049
A679,-0.14875534957642927
A680,0.6700678279083883
A682,-0.2469122512504097
A71,-1.0143797887691568
A73,-1.4515702198515503
A797NW,0.30377794764422283
AQA3,-1.1595422796749089
AS6103,-0.33426599236771476
AusTRCF-306238,-0.3455387694717597
B-18,-0.017491246598010816
B104,0.6067562811685677
B105,1.0098205922884107
B107,0.9935771433916986
B108,-0.523630106070614
B109,-0.28891750346171324
B110,2.1069640867818515
B111,0.02966293259233958
B115,-0.7889001072221788
B119,1.8025265319402952
B120,-0.9410263680360308
B14,0.519393611739711
B164,-2.274979351661594
B2,1.0770664992180374
B37,-0.05490038738832904
B46,-0.1367994891723364
B57,2.48463024121949
B65,-0.7575245491186349
B66,0.7271057340951095
B68,1.090658683732218
B70,0.10567161708955222
B75,-0.9801717930513912
B76,-0.6084464544760133
B77,1.0917808765618586
B79,-1.0984619690668116
B84,-0.16088523298467594
B85,-1.3402541580718086
B87,-0.5232941559437287
B88,1.3311234585627976
B97,-0.12101449334993103
B98,-0.9540330479146236
BEI-10,1.1808800304103404
C103,-0.33510577755973364
C123,1.26739472090557
CA-4,-0.3952765257414237
CH157,-0.7024229161603678
CH701-30,0.4326304414656828
CH711-10,-0.7811432293722078
CH753-4,0.06862082272183308
CI-40H,-0.5052954115632665
CM105,-2.020629343340791
CO257,1.1520442825403234
CO258,-1.3487054947322856
CQ702RC,3.4255006482480166
CR-22,0.6029086472327164
CR14,-0.6131417305027196
CS405,-1.1742712996408164
DE2,1.2703342058475515
DE3,0.19787114676012205
DE4,1.3197009356765341
DE811,1.9150957736274468
DJ7,-1.31404271721279
DK78002A,-1.2559074932448704
DK78010,-1.1572280563623283
DK78371A,-1.2669153522956031
DKFBHJ,-0.41398914592910663
DKIB014,0.8417620304157261
DKMBNA,0.39450475281762604
DKPB80,0.07552510526139847
