Model,Metric,dataset,Data,Intercept,Mtry,Ncomp,C,Mean_Degree,Mean_Scale,Mean_Sigma,Mean_Performance,Std_Dev_Performance,Range_Performance,N,Splitting
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,56.7,NA,NA,NA,0.7513959810939888,0.06727881581968863,0.2909815323488816,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,52.983000000000004,NA,NA,NA,0.7513918098146699,0.06647596733857845,0.2887864314581472,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,133.308,NA,NA,NA,0.751262614033142,0.07313826194042997,0.3357166379158839,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,61.852000000000004,NA,NA,NA,0.751259831816308,0.06807805995227231,0.29739999542907936,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,59.248000000000005,NA,NA,NA,0.7512417730003402,0.0676417409904843,0.292732045230782,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,60.543,NA,NA,NA,0.7512223218406756,0.06757041386612105,0.29278758997302834,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,57.967,NA,NA,NA,0.7510806165060679,0.06781872467233496,0.2935100344856736,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,50.575,NA,NA,NA,0.7510764446091092,0.0662283407838383,0.2860356623386838,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,123.82300000000001,NA,NA,NA,0.7510528347545387,0.07255512902469875,0.33713371866973174,20,Random
PCR,Spearman_R,abs_training,Spectra,NA,NA,27,NA,NA,NA,NA,0.7510291925510785,0.061205831246336447,0.2531096863243779,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,127.575,NA,NA,NA,0.750912517401546,0.07259389688137086,0.33221564612227783,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,51.772,NA,NA,NA,0.7508847241464737,0.06604149188512407,0.285535516462755,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,131.383,NA,NA,NA,0.7506138244586302,0.07423451088633254,0.35158216499395734,20,Random
PCR,Spearman_R,abs_training,Spectra,NA,NA,26,NA,NA,NA,NA,0.7505165506715453,0.062345905593449845,0.25486018299323077,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,48.223,NA,NA,NA,0.7504985046330029,0.06625317903537567,0.28648021483322383,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,49.392,NA,NA,NA,0.7504373771595064,0.06604387234460696,0.2860356584784344,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,114.688,NA,NA,NA,0.7503720867448297,0.07019312218235821,0.32507468834619324,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,137.20000000000002,NA,NA,NA,0.7503651407761631,0.07402118825852808,0.3488869413887903,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,125.69200000000001,NA,NA,NA,0.7502942905215151,0.07228705909953352,0.33685584363672394,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,135.247,NA,NA,NA,0.7502512212849489,0.0730341088943288,0.3379950092109707,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,129.472,NA,NA,NA,0.7502456648805996,0.07238261847774129,0.33593889100165764,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,47.068,NA,NA,NA,0.7501706350470966,0.06638171510198802,0.28581335752556825,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,45.927,NA,NA,NA,0.749881666892662,0.06681217736307173,0.28881420653144485,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,44.800000000000004,NA,NA,NA,0.7498372090954434,0.06685449422128163,0.2874804888279341,20,Random
PCR,Spearman_R,abs_training,Spectra,NA,NA,30,NA,NA,NA,NA,0.7495704567919751,0.06117801618066422,0.2729209607397146,20,Random
PCR,Spearman_R,abs_training,Spectra,NA,NA,25,NA,NA,NA,NA,0.7493954043843127,0.06391144576208495,0.2604728207532987,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,43.687,NA,NA,NA,0.7492662126946491,0.06632099229581084,0.28150652805903487,20,Random
PLS,Spearman_R,abs_training,Spectra,NA,NA,15,NA,NA,NA,NA,0.7491467316649539,0.06170136116246317,0.26928110516036796,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,42.588,NA,NA,NA,0.7486049153427723,0.06626649311921536,0.2815620905584285,20,Random
PLS,Spearman_R,base_training,Spectra,NA,NA,15,NA,NA,NA,NA,0.7484993129711525,0.06290221904363197,0.25383244660542204,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,41.503,NA,NA,NA,0.7484437592731275,0.06592047346621185,0.28284021951284977,20,Random
SVMP,Spearman_R,std_training,Spectra,NA,NA,NA,133.308,1.9,0.0028,NA,0.7481992068777957,0.050952340691458244,0.18088357877188121,20,Random
PCR,Spearman_R,base_training,Spectra,NA,NA,28,NA,NA,NA,NA,0.7480672600702487,0.05878124321631978,0.22618548089451374,20,Random
SVMP,Spearman_R,std_training,Spectra,NA,NA,NA,135.247,1.9,0.0028,NA,0.7480672267562966,0.05065148319886654,0.1802167268685747,20,Random
SVMP,Spearman_R,std_training,Spectra,NA,NA,NA,131.383,1.9,0.0028,NA,0.7480352723357587,0.051200758600413544,0.18421783828841343,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,40.432,NA,NA,NA,0.7479852982807843,0.06588244471251703,0.27939480025528574,20,Random
SVMP,Spearman_R,std_training,Spectra,NA,NA,NA,139.167,1.9,0.0028,NA,0.7478032641971486,0.050074707334050006,0.1794387329813838,20,Random
SVMP,Spearman_R,std_training,Spectra,NA,NA,NA,137.20000000000002,1.9,0.0028,NA,0.7478004853001291,0.050084937753726154,0.1801611558766325,20,Random
PCR,Spearman_R,sq_training,Spectra,NA,NA,28,NA,NA,NA,NA,0.7476699388269951,0.062412643936635884,0.2579999984674817,20,Random
PCR,Spearman_R,base_training,Spectra,NA,NA,27,NA,NA,NA,NA,0.7476657536121759,0.05913929868950186,0.22522923034176157,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,39.375,NA,NA,NA,0.7476046348242406,0.06553587092589266,0.2757826680218953,20,Random
SVMP,Spearman_R,std_training,Spectra,NA,NA,NA,127.575,1.9,0.0028,NA,0.7475462467960149,0.05105315695274624,0.18266185051403172,20,Random
SVMP,Spearman_R,std_training,Spectra,NA,NA,NA,129.472,1.9,0.0028,NA,0.7475351326748315,0.05150099980159359,0.18444012225618234,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,38.332,NA,NA,NA,0.7472434241872685,0.06563666852707176,0.2757548821398992,20,Random
PCR,Spearman_R,base_training,Spectra,NA,NA,26,NA,NA,NA,NA,0.7467307761313363,0.06393640968953056,0.24906918588496807,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,37.303,NA,NA,NA,0.7465793501773168,0.06563875279426873,0.27253176769545073,20,Random
PCR,Spearman_R,sq_training,Spectra,NA,NA,26,NA,NA,NA,NA,0.7461500620449198,0.0629861070769036,0.25774982825123294,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,36.288000000000004,NA,NA,NA,0.7461264470562178,0.0659174717882428,0.2720871935835141,20,Random
PCR,Spearman_R,sq_training,Spectra,NA,NA,29,NA,NA,NA,NA,0.7458277609073408,0.06244177199173035,0.250692341612468,20,Random
PCR,Spearman_R,sq_training,Spectra,NA,NA,27,NA,NA,NA,NA,0.7457041023833253,0.06382567549984568,0.25847220636758883,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,35.287,NA,NA,NA,0.7456360313345168,0.06503723878319287,0.2671413590876105,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,31.423000000000002,NA,NA,NA,0.7455651761387496,0.06394482445529552,0.25611048514701273,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,32.368,NA,NA,NA,0.7455526710249566,0.06417770768844949,0.25663839605959093,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,33.327,NA,NA,NA,0.7454651481988437,0.06465287424897614,0.2597226166083533,20,Random
PCR,Spearman_R,base_training,Spectra,NA,NA,29,NA,NA,NA,NA,0.7454095872049473,0.06026138788716063,0.22618546082121693,20,Random
PCR,Spearman_R,base_training,Spectra,NA,NA,25,NA,NA,NA,NA,0.7454081793816505,0.0644830383229586,0.2612507999715421,20,Random
PCR,Spearman_R,sq_training,Spectra,NA,NA,25,NA,NA,NA,NA,0.7453928942127631,0.062305139735825174,0.24446823456086608,20,Random
PLS,Spearman_R,base_training,Spectra,NA,NA,17,NA,NA,NA,NA,0.7453442832021928,0.06988651503999081,0.3245467504118694,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,34.300000000000004,NA,NA,NA,0.7452650939403365,0.06542177116508771,0.26544643032250026,20,Random
PLS,Spearman_R,max_training,Spectra,NA,NA,15,NA,NA,NA,NA,0.7452053615513138,0.06973300900454735,0.28445186860900895,20,Random
PCR,Spearman_R,base_training,Spectra,NA,NA,31,NA,NA,NA,NA,0.7450483535222866,0.0629119424922953,0.2679750536711226,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,30.492,NA,NA,NA,0.7449455584205191,0.0642956666093703,0.256416092790575,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,28.672,NA,NA,NA,0.7446663143983233,0.0650920817269318,0.2567379827729924,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,29.575,NA,NA,NA,0.7446649239461487,0.06467182280726826,0.25807168657960544,20,Random
PCR,Spearman_R,sq_training,Spectra,NA,NA,30,NA,NA,NA,NA,0.7446037958550122,0.06123983849743306,0.2666135879160598,20,Random
PCR,Spearman_R,base_training,Spectra,NA,NA,30,NA,NA,NA,NA,0.7442092251359453,0.058993377974780874,0.2352436027643353,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,27.783,NA,NA,NA,0.7439939032726854,0.0648079627765776,0.2519588774659628,20,Random
SVMP,Spearman_R,std_training,Spectra,NA,NA,NA,123.82300000000001,1.8,0.0032500000000000003,NA,0.7436368271268557,0.04810992913846891,0.18255070853014732,20,Random
SVMP,Spearman_R,std_training,Spectra,NA,NA,NA,125.69200000000001,1.8,0.0032500000000000003,NA,0.7436007060592983,0.04783676668312725,0.1813837176993609,20,Random
PCR,Spearman_R,abs_training,Spectra,NA,NA,31,NA,NA,NA,NA,0.7434104105208643,0.06567738433632984,0.29942826136010714,20,Random
SVMP,Spearman_R,std_training,Spectra,NA,NA,NA,121.968,1.8,0.0032500000000000003,NA,0.7431505804455291,0.04774234100312021,0.1789941650458462,20,Random
SVMP,Spearman_R,std_training,Spectra,NA,NA,NA,118.3,1.8,0.0032500000000000003,NA,0.7431505797120816,0.04763764966076295,0.1802722978605169,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,26.908,NA,NA,NA,0.7431256043039451,0.06486671380910025,0.2536260072242289,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,24.367,NA,NA,NA,0.7430464122241067,0.06440588023243639,0.25734926368435673,20,Random
PCR,Spearman_R,abs_training,Spectra,NA,NA,24,NA,NA,NA,NA,0.743026962145312,0.06423537701359412,0.2748100803147471,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,26.047,NA,NA,NA,0.7429727828408242,0.0642616535040368,0.2515698805223673,20,Random
SVMP,Spearman_R,std_training,Spectra,NA,NA,NA,109.375,1.8,0.0037,NA,0.7429199591304592,0.04801239890481102,0.1793831619894416,20,Random
PCR,Spearman_R,max_training,Spectra,NA,NA,25,NA,NA,NA,NA,0.7429060985769534,0.06848834938856661,0.2750879267819095,20,Random
SVMP,Spearman_R,std_training,Spectra,NA,NA,NA,120.12700000000001,1.8,0.0032500000000000003,NA,0.7429032884891189,0.04746541651512951,0.17988330091692128,20,Random
SVMP,Spearman_R,std_training,Spectra,NA,NA,NA,116.48700000000001,1.8,0.0032500000000000003,NA,0.7428616092414975,0.047679241044588185,0.1821617115865518,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,25.2,NA,NA,NA,0.7427713373194901,0.06450390087633662,0.2559044178938594,20,Random
SVMP,Spearman_R,std_training,Spectra,NA,NA,NA,114.688,1.8,0.0032500000000000003,NA,0.7426282099172653,0.04727111318475082,0.179494303973326,20,Random
SVMP,Spearman_R,std_training,Spectra,NA,NA,NA,112.903,1.8,0.0032500000000000003,NA,0.7423698056925914,0.04738777412038204,0.17999444290080568,20,Random
PCR,Spearman_R,base_training,Spectra,NA,NA,24,NA,NA,NA,NA,0.7422350775946702,0.06415905089286855,0.27094796238502816,20,Random
PLS,Spearman_R,sq_training,Spectra,NA,NA,15,NA,NA,NA,NA,0.7422184145194187,0.06481124368556312,0.2660023046885459,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,23.548000000000002,NA,NA,NA,0.7421961740400613,0.06420078130251097,0.25773826062795224,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,21.175,NA,NA,NA,0.742169771816201,0.06289137020215313,0.2545151430953043,20,Random
SVML,Spearman_R,std_training,Spectra,NA,NA,NA,3.087,NA,NA,NA,0.7421475583199867,0.06775184379639454,0.2781883856626841,20,Random
SVMP,Spearman_R,std_training,Spectra,NA,NA,NA,107.632,1.75,0.00415,NA,0.7420822240914795,0.048691807562534155,0.1795498749652682,20,Random
SVML,Spearman_R,std_training,Spectra,NA,NA,NA,3.388,NA,NA,NA,0.7420697569625404,0.06752779703988285,0.27907752153375953,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,20.412,NA,NA,NA,0.7420558497772222,0.06252040483491583,0.2531814392886913,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,19.663,NA,NA,NA,0.7419071978949104,0.062448476805874883,0.2559044178938594,20,Random
PCR,Spearman_R,abs_training,Spectra,NA,NA,32,NA,NA,NA,NA,0.7419058313376795,0.06626101341056201,0.3074305845662685,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,22.743000000000002,NA,NA,NA,0.7418030075542592,0.06385158465221719,0.25768268963601004,20,Random
SVML,Spearman_R,std_training,Spectra,NA,NA,NA,3.7030000000000003,NA,NA,NA,0.7417988546883298,0.06825547590017932,0.2784662406223951,20,Random
SVMP,Spearman_R,std_training,Spectra,NA,NA,NA,111.132,1.8,0.0032500000000000003,NA,0.7417585239319723,0.04728452221985983,0.178938594053904,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,21.952,NA,NA,NA,0.7414751361540356,0.0636528767022633,0.25773826062795224,20,Random
SVMP,Spearman_R,std_training,Spectra,NA,NA,NA,105.903,1.75,0.00415,NA,0.7414626067206715,0.0489869343208022,0.1804390108363434,20,Random
PCR,Spearman_R,max_training,Spectra,NA,NA,28,NA,NA,NA,NA,0.7414070836344241,0.06606322309551384,0.2696142423653679,20,Random
PCR,Spearman_R,abs_training,Spectra,NA,NA,23,NA,NA,NA,NA,0.7412500785777889,0.06502525833256916,0.27125344727266043,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,18.928,NA,NA,NA,0.7412139488632729,0.06199488278758721,0.2535704362322868,20,Random
PLS,Spearman_R,abs_training,Spectra,NA,NA,17,NA,NA,NA,NA,0.7411709012441031,0.07300973290545508,0.3494981165293215,20,Random
PCR,Spearman_R,max_training,Spectra,NA,NA,27,NA,NA,NA,NA,0.7411514460697792,0.0671021405913783,0.27500462086326305,20,Random
SVML,Spearman_R,std_training,Spectra,NA,NA,NA,2.8000000000000003,NA,NA,NA,0.7411208808661363,0.06801536519120936,0.2791886635176437,20,Random
SVML,Spearman_R,std_training,Spectra,NA,NA,NA,4.032,NA,NA,NA,0.7407166074392145,0.06826776617198958,0.2774103917754932,20,Random
SVML,Spearman_R,abs_training,Spectra,NA,NA,NA,18.207,NA,NA,NA,0.7405248685631894,0.06149473944734751,0.2495137538205059,20,Random
PCR,Spearman_R,base_training,Spectra,NA,NA,32,NA,NA,NA,NA,0.7405109838059202,0.06649744075993257,0.2960105971025442,20,Random
SVML,Spearman_R,std_training,Spectra,NA,NA,NA,2.527,NA,NA,NA,0.7403873440427166,0.06778918260335885,0.2794109474854126,20,Random
PCR,Spearman_R,base_training,Spectra,NA,NA,39,NA,NA,NA,NA,0.7401455971801251,0.06585440305591056,0.27847820353521213,20,Random
PCR,Spearman_R,max_training,Spectra,NA,NA,26,NA,NA,NA,NA,0.7399802816049219,0.06784758999025917,0.27097562396699426,20,Random
PCR,Spearman_R,base_training,Spectra,NA,NA,40,NA,NA,NA,NA,0.7399163597934083,0.06648941035079128,0.28142339507956027,20,Random
PCR,Spearman_R,base_training,Spectra,NA,NA,38,NA,NA,NA,NA,0.7398010483831248,0.06713066605101185,0.2717540177760206,20,Random
SVML,Spearman_R,std_training,Spectra,NA,NA,NA,2.2680000000000002,NA,NA,NA,0.739644083936313,0.06783510093694255,0.2779661016949153,20,Random
