taxa,PC1,PC2,PC3,PC4,PC5
PHBA6,253.680079385,138.838970587556,-34.9544072078543,16.577564030608,143.675277122317
PHBB3,-417.227067573247,3.41797814221121,-32.2469275134918,-109.61903233866,296.124143767668
PHBW8,-188.606459966528,96.0618430684153,-100.161013830895,-155.465902534718,234.777777703355
PHEG9,-565.820038355319,-22.6499172001888,17.7472231694895,-105.935087153042,77.1092569700566
PHG29,392.477477913498,-919.738769021643,-127.942391599709,-27.746344278481,-62.7997067664539
PHG35,239.865471819109,-200.458649947714,-4.00587236245128,2.19081640104153,-50.8839877873349
PHG39,-312.735200014169,-14.7690096763143,197.682580860421,-246.555137940867,290.08206625112
PHG47,254.187359986715,115.360219637996,-21.5601465449517,82.7883802450509,357.633701527081
PHG50,360.473713332534,-700.399635334414,-67.0441916001328,32.7464847623311,-89.9756443084561
PHG71,-112.481255280499,-475.52675703335,284.119717844105,-274.676909227718,-22.117189969991
PHG72,120.459697217044,-648.814539452925,91.7177164326284,-138.195071127064,-5.33109815094102
PHG80,-147.124532799618,91.4749238044494,21.2290417344882,-223.883128522897,228.468837278695
PHG84,209.598510400439,2.37609648766059,3.28072308654139,37.955681641752,-66.091818519056
PHGW7,271.307491223942,-815.245199217258,-130.198553250879,10.1659615887459,-71.8351861200445
PHH93,368.605530561003,-845.608444135948,-98.1831127805592,-19.0529029007883,-60.3376846463235
PHJ33,281.194689804873,-215.706991378477,-107.618572848146,-65.3019792447025,-38.5693409937996
PHJ40,86.4858353239436,173.263228487258,-118.779689645383,-212.382988416112,142.042642197305
PHJ70,-361.696662909103,24.3095403410423,-54.1101015980872,-28.7911617975337,75.6023512422565
PHJ89,246.469945818984,164.813246846222,-43.8357057408821,38.532697121714,372.518159198813
PHJR5,-384.285836213212,25.8997782829388,-102.237568793884,4.67198403088343,214.81486301226
PHK29,-399.901071648007,-3.70028538723575,-99.4018512024625,-95.7032204892144,236.249169445638
PHK35,-493.682977369102,-20.712760066442,-28.1828768144436,-163.742608589766,225.922897891188
PHK42,381.39782282354,-871.652669132194,-101.552911662701,-7.53207575787012,-52.4831482519384
PHK46,216.242403969624,-114.67615382548,-32.7240459492696,32.3195832306917,53.165403130719
PHK56,303.944407896537,-85.7997261295108,-43.0143727189379,18.1483306770931,166.386357712043
PHK74,264.329227722211,-573.065021418054,-28.5747028542792,17.0879057969538,-38.8437679271572
PHK76,275.150629758448,254.640549254328,-151.847105450363,-226.554875196509,198.655441152932
PHK93,188.233899599016,137.077469962046,41.4204587062201,142.368662135212,191.170662184325
PHKE6,339.027492154342,-472.764305258767,-103.113505553868,22.9669919087579,146.891663087808
PHKM5,-17.802649524509,62.173462959791,227.81308613403,-27.3752893816437,-70.5928759939567
PHM10,153.567451749246,-698.316212320354,-4.4302564586783,-120.265525467961,23.0978431911513
PHMK0,-122.923172481819,24.7522266035715,32.2215530862279,-11.0665569773846,72.421983131476
PHN11,380.990846997635,-855.805866660635,-120.351964771913,-19.4351039007169,-62.2961786457217
PHN34,175.419103705546,20.4008252336286,39.2525790771671,116.827581917757,-103.726456417757
PHN46,252.214265484308,18.0377622917004,-71.9429933456792,-41.1097347385299,-32.4194863126542
PHN66,-253.713498314125,49.5189971321352,220.096790221441,-307.020756680176,99.9715879841907
PHN82,346.474661767215,-689.344761206481,-153.179326975873,-42.0796040475451,-60.9684226606181
PHP02,340.727165051313,-878.846863855265,-79.2212955038936,-56.8735518196048,-53.7174558318817
PHP38,-371.312681411817,-12.6917542891624,126.460383747844,-209.852431031381,279.781580131982
PHP55,281.385827706007,-817.824589409092,-45.5677638339762,-69.616849310085,-57.8374818085914
PHP76,307.431655222785,-546.439025742887,-43.4548957800588,6.48951722469296,-15.4089228582376
PHP85,-487.412669424106,-14.6460976388935,-31.2230661929931,-152.343018387578,241.381162076301
PHPR5,-227.684698201218,60.2146216050186,-2.79673888321979,-125.919062495144,224.338599105186
PHR03,299.686639691388,-243.762504021861,-142.09789567195,-85.9380997691259,-8.42441163872419
PHR31,368.632624890198,-731.83635418771,-97.5689045113647,10.6991682107415,-27.332262832234
PHR36,209.57384847323,-92.9363430979238,14.7256493360715,96.9761923647189,-125.016501811818
PHR58,238.991081134374,175.764500942263,-89.9776921271033,-76.6023923143271,9.9978308841248
PHR62,331.313357136641,-470.3754632305,-44.7648119158073,6.82046449983033,-81.8923572514353
PHT10,-602.6672916837,-35.5040881955599,-116.002157376183,0.142692700524623,102.240838738947
PHT11,-391.09565432876,-35.2151503295457,46.9351464899964,-38.4462747325781,122.934397977952
PHT22,311.209254303255,-304.825921493733,-96.2708322806096,-22.127417344784,96.0473373429105
PHT47,-291.600605276656,-17.2288233222475,140.495854856346,-108.820632826789,330.863209096861
PHT55,-282.830822118314,-22.0388318550886,151.138707596809,-201.925877911305,267.575184966909
PHT69,-71.4203432491736,106.250938275013,-18.8820689322502,-150.274245326323,221.938776285778
PHTM9,190.528363619973,94.5403707970914,46.573449448023,121.329425435832,182.504220686208
PHV37,-191.140949849717,63.8591799087337,137.31477262455,-216.147564500031,182.098642105506
PHV57,277.469209940772,-754.409807130111,-58.143341051963,-42.7015678345757,-23.6401377808289
PHV63,-113.141022089907,88.5904210928826,22.4461532605017,-186.393339847562,88.2376873077512
PHV78,269.403379586331,-146.719045174907,-82.8083977141616,-69.1867854627095,8.29566749909625
PHVA9,-203.222961720601,23.5413020978583,-62.7132275925672,-27.6710332496905,284.570646073562
PHVJ4,257.237921898451,-630.629200471086,-76.0958893608385,-66.7108067014557,-6.19104080732876
PHW03,60.5395728087277,102.601855554997,54.2911605304463,121.838813237771,60.3448358575037
PHW17,-506.229631550549,-9.93825989164358,-167.443598451783,111.728839630695,-90.6842743341635
PHW20,71.6618034524572,70.8023846296357,133.326265010647,24.9020449535185,-46.8460398817463
PHW30,314.476457892534,-340.628595773826,-110.977493960455,-2.51118098902747,80.7028826520927
PHW43,227.214706572221,-65.9367205248402,-47.9495449028009,71.271940958452,220.729465612809
PHW52,-507.417442834816,-10.8888032494279,-26.9108486158082,-95.4021452587962,230.127251278579
PHW53,306.711957640869,-435.507831054095,-34.4698090572158,47.7732238937218,-70.3153352083123
PHW65,264.003389354172,-29.5081639048547,-47.7690976421274,-36.1783731952619,100.593105097904
PHW79,73.4668376543695,93.0766272766406,-104.945569870072,-54.6733481692573,145.640327686404
PHW80,264.525177372504,239.637942180898,-110.810034267018,-166.523294741744,268.335829071145
PHW86,122.082911366431,-649.341685077912,123.433006330642,-136.865203368112,-39.5273376029037
PHWG5,227.098335826049,109.10482154631,-63.44032946454,-46.8657306414822,-6.28075855315558
PHZ51,229.072958145263,92.4664547948432,-45.7855588597733,-13.777348564994,-100.870616096749
Pa392,65.6587429275357,99.8717587961323,145.885444909716,140.491085293568,-74.2356024421137
Pa405,120.473803942746,131.62303509892,126.94502712895,196.842491608432,-71.267710010473
Pa762,261.981009261614,230.182542730808,-14.7749240244215,150.148907882584,586.305163030221
Pa880,145.504258778324,83.9781481534914,64.9588379085271,111.125983376367,-71.6458737443167
Pa91,191.81819149786,126.563807837507,50.3986729187308,164.081272197716,274.209537435865
R113,122.87642995288,119.810997257751,121.250364157743,156.500090818681,-8.43578788472761
R168,128.087458889846,113.056114963461,149.849775065138,165.12829365858,-40.5404334546878
R177,185.333862456061,81.5066655281163,98.1879366554467,167.871186510488,57.1284027413642
R181B,116.964567867668,45.5301767625504,73.8123523106035,132.526089012428,-17.8025592156335
R226,-49.1036088126667,70.1975662648211,188.239238987424,-13.6967881546555,41.8452974681154
R227,-121.446967665748,25.0948977290131,-8.73210020954736,78.4256892116244,-98.3695797881977
R229,-685.653880143909,-36.7252239814175,-386.733098774934,184.00469292675,-129.799477811311
R71,119.74345557343,45.9604061094231,101.004775859399,176.782091051428,-75.7839356233006
R78,130.248089354085,106.686297615359,98.0513090265402,153.888239392331,-117.140032447744
S8326,349.92025788833,349.32701380287,-435.91959585907,-546.331759140312,-303.001336067192
SD101,-42.590474654689,-75.2490337452282,-91.2477695425301,35.2437558921556,121.516311904558
SD102,118.039950141726,-346.719858023564,-53.5443278268459,42.3783319307096,224.857996572223
SD107,-301.356607487407,11.6431555240596,449.848004517416,-314.951732224979,-22.2506813154621
SD40,167.975559633465,-606.627974835665,-90.8332398006648,-104.136952865177,121.522941579443
SD44,179.529640153403,-42.1484722520181,30.577932844892,129.995824179545,35.50398811751
SG-30A,138.286321882077,122.727572976917,110.404108875674,225.529386031581,-169.716544891317
Seagull-Seventeen,406.237787716924,416.660449213327,-544.803804498666,-695.526902459348,-354.833589377864
T242,120.398429150026,107.247864173131,85.5475577762798,167.612795370032,-84.0112300701867
TZU-CHIAO-HSI-WU-105,133.655811186825,131.309092936794,80.8951556868725,160.824573862972,-150.984702295328
Tr,33.5688410205114,58.2748012976428,66.4405103058862,138.38902859544,-71.9274234067225
Va102,194.138972623966,205.044184254528,-7.54985291999488,-11.3863482115893,-155.626241631363
Va17,199.088921199465,98.6572068796058,68.4625924260225,109.78771564496,-26.5630263749277
Va26,208.242658995702,196.834447608705,-11.6394542141043,151.751635508683,488.497858277678
Va35,216.76666035521,207.432969635466,-15.6975510026975,-30.2936687256117,-168.922604762722
Va52,243.028032481972,156.195516469002,-52.4372888441232,-31.502127505235,-67.0260800204325
Va59,247.954643941305,249.341513221846,-92.2652187376128,-124.483355066778,-171.27878098641
Va99,94.2449489257062,86.773266404209,136.713662894831,102.734968901098,128.416127828112
VaW6,153.992531494988,123.150738411214,36.7599108933189,112.03428343852,112.402575100351
W117Ht,140.232981936671,105.886224067725,87.5937372421928,117.500608760264,-89.822874720487
W153R,186.963845475455,108.026932847842,65.980599796117,144.731837373985,100.136225145246
W182E,150.91413419079,130.885520891446,149.650374558754,198.469346655398,-71.1824649585037
W22,138.842408204337,142.138891116109,158.327483038143,234.393146224665,-46.7509545488193
W23,151.015452738514,133.38674192923,122.877615517139,177.268817832763,-90.492769368413
W24,93.2983995301294,43.1237024917875,42.5907334833949,87.2746082443224,-134.02378957709
W32,129.604982801826,123.98126293447,145.772503610197,223.928178404896,-110.772946336865
W37A,135.884745125424,105.121387117799,135.904449130006,208.070388036298,-89.7656879898164
W552,183.661022520794,143.858714568644,35.9345763884292,88.709917786689,65.9066050225648
W602S,176.596999572183,194.229124017452,-132.08472131348,-167.092497356906,-117.001918581867
W603S,236.652583865897,251.954271695233,-136.137133916073,-163.489490993444,-44.6504657510957
W604S,197.474555231873,249.851765943453,-153.397051357536,-200.745557429432,-84.902337660078
W605S,284.447275113514,274.657480221518,-210.194010348549,-205.402829117823,-38.2392022181375
W64A,175.55944516172,111.017087205035,-34.4027446240202,29.9504713087375,-57.5155917050304
W803G,100.514385600383,123.659864065208,20.6810101093364,25.0650404585914,-90.3996603742855
W809G,-559.547609414526,-12.264632292861,-294.520737071004,142.416217903433,-77.0036616664707
W811G,-499.398230386621,2.18345831645229,-190.399248858073,93.9536380465298,-17.6577797984338
W812G,-356.693851547534,-114.679525313051,-214.480426917888,112.301859218857,32.82169207737
W813G,-436.522769083957,-2.90664938217466,329.080695601981,-255.67283701194,-65.3023866221121
W814G,57.4514702827682,6.74767400290635,107.504126289465,-18.6321998680555,5.73809323449666
W817G,221.578131984338,85.1753475950834,-73.0298815683512,-64.2605082093491,115.739436510228
W819G,-547.067849258384,-21.8808697128238,-102.886352139339,-24.2745561447346,-44.2225160952617
W820G,-426.771804896439,7.79733844111493,-65.7344511995685,52.7824714637916,7.8427986740045
W821G,243.514564682062,116.524428488373,-113.959855020523,-17.9083546121773,264.755173225274
W8304,-639.63039677133,-21.2055188688941,-313.637403288663,77.2405153710488,-127.08545748181
W9,128.760572358861,132.154260619026,114.057156223875,192.732151470378,-99.4780866392006
WIL900,327.651644649403,371.858970102374,-405.852310320418,-536.108890070345,-303.116779481309
WIL901,337.639244427284,377.641788833615,-412.110043292605,-547.874796283036,-321.624635280377
WIL903,354.220034522165,373.540552782383,-430.056462164515,-555.846493763462,-325.773737312495
WR3,116.584294978076,100.720045962338,104.04623202871,155.18505762013,-96.192397344107
WU-TAN-TZAO,109.806736994792,119.85945442271,91.0908762207963,150.833376883506,-143.003441894288
WXB6,85.8002327577747,-97.7531980870461,63.8698613502564,75.2457997508159,-5.59467054510745
Wf9,179.03283570237,95.9992125930743,78.0119550781833,138.639366854275,26.5509227378847
YE-4,126.390663741545,129.007811996244,94.9961884219705,159.035674592832,-168.03195120596
YING-55,122.209307720251,94.1312666286948,119.515845864299,136.04480514951,-104.734487924788
YONG-28,134.178001764945,114.61333738425,79.565092691512,134.102172552347,-100.034695742323
Yu796-NS,158.661071727275,168.243129279794,3.13851552159929,3.77292534664255,-121.184068221941
ZS635,-384.152088267519,-111.289311540896,20.2251087123259,-159.274008143738,65.180626348714
