taxa,PC1,PC2,PC3,PC4,PC5
HUANYAO,125.664088784439,129.39066287744,95.3865655631689,159.861319974192,-168.754790938288
HUOBAI,117.85318958533,115.99966800734,102.398509971514,159.69428735674,-123.70157268519
Hy,31.5194821343079,8.16910332708495,76.8382992406004,143.992681003642,-137.124166679219
I29,122.975493400088,138.391819522417,104.064442420454,176.166638540934,-165.162892558199
IA2132,142.058297151113,126.611403840548,70.5791465859979,144.605495533965,-119.16864007468
IBB14,91.6938842406027,-514.129133851777,-53.7731666683533,-86.7121405989592,109.589218906938
IBB15,391.819678548685,-978.78745420083,-114.960692660392,-31.1617072348767,-77.4538646396554
IBC2,398.190246399376,-781.202758534599,-177.262721362946,-116.001661920185,-124.71565382857
ICI-193,-161.825493691694,-254.485949113447,289.384089178554,-239.527056986097,49.5637348146616
ICI-441,-619.017708078848,-67.5806311898519,-451.98590425857,170.512171790066,22.1895611542352
ICI-740,-631.598974298566,-65.6300658054204,-446.328899621077,169.049064994092,22.2552342677315
ICI-893,-480.985993061236,-50.9609933013463,-346.295046170574,159.773286558691,112.966861838214
ICI-986,104.268827158293,-539.281024508775,43.2534277747122,-113.551758256847,14.4999585716798
ICI581,299.01537642061,227.436731252075,-188.150054920702,-76.2695832746252,444.987857888355
IDS28,163.656325153819,107.007322474155,100.597455860417,197.005987936682,-164.35583943897
IDS69,156.367921287815,125.201792734389,103.691191637859,236.960775925461,-172.312521784157
IDS91,158.178773159608,127.512232401186,100.109948235721,243.17777401254,-172.28519698351
INB-101LFY,-331.828639564574,-16.1533077024057,535.535320040755,-394.900572148415,-10.6669652217358
INBRED-109,126.225604338268,104.55146198043,105.724757373399,131.796466289108,-100.681283720999
INBRED-141,98.2035346862447,83.4669587802056,106.890193584536,146.911054852891,-78.7354021070364
INBRED-305,125.163526337645,153.928668439541,107.659601939108,160.304574444337,-149.141741724688
INBRED-309,128.893016402426,140.656218152441,110.06858316601,163.66496907586,-133.885865190796
Ia-453,154.958983688335,159.133609221636,95.954010615456,147.168407562952,-104.743368963769
Il778d,161.365535519047,166.096813717989,83.1226145991371,116.974420867355,-120.755380742576
J47,136.223633618114,125.116239639532,95.8337333332437,120.666438360455,-58.6040275383393
J8606,362.25057267076,-260.415401922489,-192.737585583644,-229.338041388038,-59.3126355112207
K150,108.269258078062,98.3534070797372,96.9187188335316,141.149106533636,-74.3155424921041
K41,128.924460590114,94.6812465357621,88.7299397579529,152.824057199242,-98.3826430261962
K47,158.713088157135,117.849535422527,105.440812571173,177.924447659925,-149.693190141218
K55,131.443325082724,120.627069283114,93.8495040810192,169.962041029129,-82.9280653619878
KUNG-70,134.409589213351,110.392361485695,84.4732950898357,168.831912949711,0.606837725867401
L-127,351.769490522379,-775.52400892578,-64.5287456301141,-2.44868194515865,-86.8714387972725
L-135,395.640484948855,-938.21236979292,-107.774292653428,-26.1159787851384,-60.6614014136063
L-139,353.837115899157,-336.14055533025,-105.505999564424,40.8205566716569,354.903270624298
L-155,218.20438093688,-773.154863368644,50.593800626828,-130.203312485118,-77.0554663104987
L-289,156.248566166214,156.789785265833,51.3044119083201,101.726401060314,-43.7944554348793
LH1,-78.3014649897593,-200.055654318715,-97.4970938299339,56.8064346483314,287.407192284892
LH123Ht,227.162651864837,206.04723874474,-147.315553270671,-220.095400169057,462.140131115317
LH127,257.582205474477,277.032052875962,-245.480565968202,-351.176830646194,221.460227976468
LH128,64.2304954346527,96.4011488694727,-231.020466452474,-184.584276941469,34.9309112801298
LH132,-769.596369684384,-56.252650629401,-434.057145850641,167.893990399941,51.0944839919556
LH143,-450.331318766238,-29.991094524111,594.506798507065,-479.280217296791,-11.8412512490966
LH145,-357.221867780373,-19.4876573260596,552.642194412305,-390.742805415896,-2.50586526985881
LH146Ht,-530.114524981746,-33.453176380558,207.86317364156,-213.696785867396,-68.4897585847023
LH149,-607.542806558309,-8.45177621997429,-332.57755512719,178.900128206337,-106.783503066319
LH156,189.94337479816,128.486638704094,38.3533960993872,132.730957308907,216.620192062127
LH165,310.404902310485,1.219051206552,-231.59179487492,-258.309390708339,-156.949094497392
LH166,224.737350842364,-187.154976454875,-91.3763801592061,-46.3528546019952,163.651988240983
LH172,226.124659880046,-20.3338296929929,-42.1100490875398,-13.3849572579303,155.126444609994
LH181,322.768002299566,284.794031527453,-305.437937735313,-350.395869012899,199.495655858468
LH184,242.379561473774,225.441854599017,-130.645103727399,-198.373895046469,-62.9906637174727
LH185,333.049977223167,275.245877651563,-292.934264047293,-349.839302329872,173.185693731119
LH190,-686.021925102804,-38.9196122758709,-241.411632506452,64.7738934501462,-91.8529577315576
LH191,-425.604859876981,-23.4361949896936,-241.411927405707,11.2611319142438,158.509218936132
LH192,-589.946671801638,-19.1043428707096,-359.594467209324,190.463238685164,-39.4395063462921
LH193,-678.293103738113,-40.1214711721952,-371.750613968603,172.122854303832,-23.2278997710852
LH194,-531.865958022109,-114.001278122251,-384.262766243048,174.5440776345,8.97356220053121
LH195,-625.520950387382,-146.175439383787,-431.310651561124,155.926121863209,86.0460888623305
LH197,-630.387900415849,-43.8443913622908,-267.989506198262,114.88464285217,14.8053367516553
LH198,-717.908757212996,-46.7447847172074,-296.763247828653,106.570715778097,-22.7120592837751
LH199,-647.127220426478,-70.647079916832,-398.444374575738,163.878009557206,49.4677891775085
LH200,-640.338306527324,-149.291260298218,-430.602883185707,160.341731080277,86.5740455173687
LH202,-723.927860914776,-36.7626180865467,-415.357345049587,191.711323897522,-123.615824467295
LH204,-583.534577767688,-136.581264678524,-226.674892093883,46.5957352318054,-44.9084106980469
LH205,-740.83184431325,-62.2678028970626,-136.948513113398,-48.9864985901545,-39.462431178116
LH206,-628.158094276247,-94.9693167409526,-92.2444999491791,-49.0596714446363,-12.2019053000972
LH208,-544.828844297027,-109.278589193096,11.6436603964695,-115.65514946287,-6.90258957538848
LH209,-753.441725495716,-62.0182357951681,-217.119235450589,17.6688074838735,-36.3910909359574
LH211,303.567735352201,277.675721127193,-316.608157360014,-344.53819009591,134.054080446552
LH213,289.915461341745,275.989129559706,-274.047133126825,-373.509173848371,239.119439234129
LH214,298.623079879543,283.92349147872,-279.884023313222,-374.424684462574,240.924556244144
LH215,306.308622800167,247.247497323651,-234.476905318132,-274.850679451784,-103.840165691067
LH216,365.663506418559,391.09874209,-473.436596799928,-611.502649476877,-166.2167035809
LH222,-593.125697555452,-43.8874967545187,89.559336847618,-138.537025594668,-60.6266175605867
LH223,-388.689723613868,-23.4396551559101,523.416794444178,-377.582481140657,-21.0741275135358
LH224,-475.715356567852,-48.3107333129305,407.199661925705,-319.917952054126,-36.1836118952735
LH38,301.905345918088,196.095175421126,-70.12337302467,137.585824298409,761.775736667523
LH54,354.732284095186,358.198998400663,-396.63680547068,-523.333716837725,-229.006124852793
LH57,347.558617902987,341.695172274675,-396.148447280948,-451.940948290017,-156.215074962032
LH59,342.918243278968,340.417194731578,-392.221027384407,-450.298518760692,-127.6797640827
LH60,289.377303002456,262.611606442959,-201.436011071894,-247.906467776294,-212.729334729635
LH74,-706.333304635912,-60.5904326703403,44.6705057818381,-179.431738462635,-61.8296598981356
LH82,215.903597689496,-194.515153133555,-11.3251324213742,56.1246819812354,-89.2327729763105
LH85,157.554300726175,53.3194047841971,75.1856104572475,139.985551752964,-49.4087128637178
LIBC-4,351.55681734003,-540.358794951653,-87.8164462682803,-21.4519645415524,47.3949237517422
LP1-NR-HT,-531.606418932782,-42.8878737613117,604.422844437458,-504.604645333911,19.3661442361543
LP5,-618.942083935857,-20.7519279215564,-363.90508580296,190.278891547823,-113.285743125019
Lp215D,317.834731100661,318.499285775818,-305.71900617992,-282.407063844549,147.680806182501
M14,117.355545707283,87.7471060326868,102.210890040646,145.012285025493,47.475675071917
MBPM,179.492900087938,164.915413158987,42.4139897327001,101.677652457749,242.483657060447
MBST,311.850069216173,236.392206827516,-98.9280553405842,81.3100792758743,675.879186865165
MBWZ,306.486885975501,-349.176625934556,-50.1339858486064,-96.0958957521728,-7.72395543738146
MEF156-55-2,158.294310543341,134.98008626084,63.2086211240987,154.485426165108,-93.3951448073781
ML606,259.055883949668,185.624027163471,-59.0770910670009,131.167685941393,584.051056410654
MM501D,312.566018053112,243.401353992404,-140.168487414174,8.08975312661372,502.530767611184
MQ305,111.330525478919,-595.236585974194,167.680098986002,-169.550707906111,-53.5574162410917
MS116,123.864024509829,110.093582366426,84.3274045310382,109.868937100653,-79.3778545515558
MS132,122.469241496473,46.6118069091697,149.756964173132,59.32320347214,-31.7672314835982
MS1334,143.376818639184,121.774050199293,92.0064444813261,151.976476848087,-117.980993276247
MS153,156.285495379516,124.479237223567,72.9780151952549,162.043814770896,-26.0498784928106
MS200,129.63594014691,98.8501150819819,98.450694172765,155.845329909112,-58.1762909752906
MS211,126.785385077596,103.256043617309,111.633633912817,112.56724874714,-76.8613568405062
MS221,-335.554841613048,11.7396170758334,213.161810672948,-128.072241500208,242.473721986334
MS224,132.794765312321,155.009460566426,60.5548212340911,139.597149840002,178.932020188655
MS225,144.392017307424,163.359609266214,56.0381538094922,133.498030599735,133.53434562389
MS226,-56.0526067269104,10.2444409205151,308.223457996461,-144.788243080344,53.3004002006682
MS24A,146.181733514631,93.9811535767557,101.27192293709,141.171811827709,-80.6007812041972
MS71,116.467593599963,110.58905924589,150.010099625905,199.871851411113,-111.664667010949
MS72,120.262199154446,111.12896710515,114.695758103889,161.464938709516,-79.0041252275608
Mo17,404.712812993535,416.475631622252,-545.704495510722,-693.159653613999,-352.326595792168
Mo1W,163.932298468772,94.9864590395287,87.6596841987492,150.288782764533,-8.18871007496277
Mo44,115.183651951977,112.213792829207,124.405806911932,200.772459748954,-100.736669847316
Mo45,56.6819748184749,74.3629767998405,52.0415892309892,-10.4160141371652,22.7214261210536
Mo46,78.7935989543883,75.5956935562045,27.1013339015806,-23.1747092319167,23.584894716298
Mo47,58.0438337745863,63.397371785801,33.9074313204865,34.7615315280574,-4.82826879903721
Mo5,145.774110596102,116.51564370582,102.668624690846,176.281469438566,-80.7289672304489
MoG,147.827983897845,93.9807020696475,101.839189543701,122.762807317156,-68.0030777838276
N192,-685.90226954874,-44.4810308476126,-126.729121290724,-20.86686490683,-98.1469198724114
N193,127.563321381444,106.029845214592,25.3069062633755,90.020664472409,-29.6783690558245
N197,355.305813699615,370.566516566586,-430.117833157388,-558.122855185104,-324.34894205293
N200,69.2797547801027,112.91468000357,100.427778056496,149.808304406985,-39.4515736047415
N201,-753.809904464371,-55.5300073299252,-437.620420383945,180.02455026982,-123.122336574634
N209,-163.290589991625,37.5971033440747,57.5333238081421,7.77441861955432,-66.4298138100878
N211,89.0938430140465,27.4967879100631,105.310879124638,104.703138598936,-48.7890546530424
N215,99.3872466759329,60.6415698853359,122.081933334759,126.184353217212,-76.9807157771451
N217,-440.606888565435,-56.0334709787106,390.708497533805,-342.414272541976,1.61269010506235
N218,-530.536036969813,-50.4289332899639,165.332545945513,-217.6797735264,4.08652999968332
N28,-114.55185444215,27.9702743962658,49.7611702606885,32.4761925793474,-71.521559435226
N28Ht,-108.144101116365,34.7691363016552,102.749097182608,8.57282984620671,-65.8826779128669
N501,-185.461460581443,40.4491097342178,70.335225212715,31.1048382356926,-32.3895027109714
N523,-91.7730584195308,35.173822246871,114.919029845625,44.2983158085157,-73.224370376862
N527,-116.924135358938,20.6724449024241,97.0244196321823,44.0591040176013,-77.5067474983642
N542,-115.973477850033,1.19804842011299,106.319805888481,19.9905370751529,-81.277345447821
N6,120.966970331426,91.5909044787121,86.2381105055961,147.587808759211,-84.9759354006384
N7A,-127.486414000879,53.0880802817897,187.728155833523,15.7031359464422,-52.7077476964354
NC230,130.010981882011,134.821565799696,71.5285714881126,152.197660436184,-102.769466348794
NC250,-135.383872713004,62.0206320672271,-67.4235018347472,102.021151593423,259.76224035945
NC262,231.262225463854,234.977692402236,-86.042732860213,-90.2797561464168,-137.70211939593
NC290A,245.830925681575,217.898449267665,-90.3716090992362,-80.9985638965524,-142.659837634018
NC294,-500.15944538596,10.0743639049806,-317.969983639361,172.840679282306,107.420405174035
NC310,-695.486143506304,-54.9172447471898,-403.412329820839,188.253764234522,-51.0173350993303
NC326,-766.473338988348,-54.9456690807451,-408.804101255192,183.773991866416,-106.634168954166
NC328,-686.229420565821,-41.9307047004065,-445.580182726738,217.154518415192,-57.5099767723211
NC342,238.072081641234,213.97984596057,-106.990160842272,-94.8944727548571,-137.170197304066
NC368,-470.87370523375,-5.05173941793164,-267.953071675958,148.357693818254,38.5718021262841
NC412,195.473153324985,178.5364402354,-22.7694951413724,4.17337938680695,-129.99352918448
ND247,127.553064606286,114.028918152922,131.55939823477,129.913544785846,-82.2035934779619
ND259,119.968734174819,96.2385137959315,129.583582761746,143.631320201956,-95.5730159884433
ND265,78.7245541675911,85.297539575171,117.656049128266,94.7769147666255,-83.6834908124147
NK740,384.351362246334,385.247818217221,-491.044311656638,-629.378610091837,-334.002252998468
NK807,-58.1681849732298,57.2098182285465,10.1433304097129,98.8047778029323,191.759339683307
NKH8431,-348.907624783802,-19.4162970159219,185.393586171582,-132.052335116225,-26.2169664581091
NORTH-7,173.328882757479,157.178932276514,47.1479543766982,143.640742274348,186.914954099255
NP899,333.512353795679,-510.462896596944,-113.854424473508,15.4960038333596,102.320316315445
NQ508,131.187884191541,-547.802422540908,-77.6211890626868,-116.452607275537,112.86674124797
NS501,18.1055149806272,-543.120503879404,193.355800543598,-231.06385975914,4.4028521705859
NS701,-695.750377108307,-47.5535608721703,-155.173341831477,9.65237835472514,-84.7844514666509
NY-159,128.184834757022,112.935826309188,92.7059250410555,107.912913896079,-108.994258851497
NY-166,161.221056738903,104.208381487838,79.4240543774064,155.719340154984,-81.4816022580186
NY6371,116.485708610947,115.338382333816,91.8660570972818,142.556238164193,-74.8393637031719
Ny821,216.431154549553,219.826996367328,-34.9717868745431,-23.069327192216,72.1092936405176
OC19,147.341691352241,105.215360898478,98.6480980740318,132.805277267771,-79.9641397051463
OH33,136.192456372162,108.030122924579,115.80075509025,133.530914260537,-108.904789300704
OQ403,199.234248537185,-622.646676116894,-82.8172929128205,11.51740344328,1.15120266157117
OQ603,194.22846810494,-600.070813912362,-97.3349306475005,-120.073690869725,33.8318904593255
OS602,98.4075167061873,-602.74595267845,154.549203066761,-178.330262106548,-12.345515438363
Oh40B,226.270974043153,235.18934624494,-33.6473921584524,112.090482874049,423.420771297082
Oh43,271.367431363259,259.809458464703,-53.9509781699308,153.075987664668,738.240235092841
Oh7,20.3552752019211,89.6415194305112,202.933737534633,60.249155377911,-49.5648444470347
Os420,100.262195914094,44.7253141834959,104.974919492923,171.462317775381,-112.547166371193
Os426,94.9839207856875,72.108456273009,94.2207023850485,125.881247187012,-100.145367757673
PH207,399.123487298024,-998.698186270378,-118.078588695591,-39.1976686320135,-69.1205144614831
PHAA0,93.317575196827,161.547328838634,-113.06689879162,-167.991060522852,149.579685097681
PHB09,-211.014845212986,14.5049959141394,18.8027232719699,-73.5999336575573,296.567616386292
PHB47,-153.807696996535,25.0045619785224,-27.7767338835714,95.7205208495367,336.116363567364
