lm_macro_random_cor,cart_macro_random_cor,knn_macro_random_cor,rf_macro_random_cor,svml_macro_random_cor,svmp_macro_random_cor,svmr_macro_random_cor,lm_macro_random_rmse,cart_macro_random_rmse,knn_macro_random_rmse,rf_macro_random_rmse,svml_macro_random_rmse,svmp_macro_random_rmse,svmr_macro_random_rmse,lm_macro_random_int,cart_macro_random_cp,knn_macro_random_k,rf_macro_random_mtry,svml_macro_random_cost,svmp_macro_random_cost,svmp_macro_random_scale,svmp_macro_random_degree,svmr_macro_random_cost,svmr_macro_random_sigma,repetition
0.6674631842178383,0.47665169427911325,0.42405801999462706,0.587274242845235,0.6512920255626564,0.7035287579883301,0.6867463184217839,0.021336981371328417,0.025303649392787505,0.031623902517529265,0.023587124240218586,0.022058589797056195,0.020665178740116252,0.022958568511865323,1,0.02,1,1,1,1,0.1,2,1,0.01,1
0.3954431786607392,0.2814360760570178,0.28908431628680753,0.428285634898583,0.3766601833842735,0.4000555709919423,0.4055015282022785,0.027386859511177235,0.02826091734225154,0.03257561311579994,0.026168008814061075,0.026978613950633647,0.026438798646041407,0.026043198680425275,0.5,0.04,2,2,2,2,0.01,3,2,0.01,1
0.48235621005834967,0.4452828901560513,0.21717747097772308,0.47146429563767717,0.48235621005834967,0.4901361489302585,0.5071964434565158,0.024354422723555286,0.02553173262661007,0.029633295342918756,0.025569198291605724,0.024213666112701378,0.02370800221670424,0.023722966370897557,0.3333333333333333,0.06,3,3,3,3,0.01,2,3,0.01,1
0.5080855793275911,0.299562757764858,0.45563289297107556,0.4384551264240067,0.5131425395943319,0.5802167268685747,0.55037510419561,0.02489427843753855,0.027749990155626254,0.02672007553689894,0.02542710828321461,0.02445979377188273,0.024030508417362328,0.02407189159195165,0.25,0.08,4,4,4,4,0.01,3,4,0.01,1
0.5863295359822174,0.2808450437717542,0.57354820783551,0.557654904140039,0.5704918032786886,0.5708808002222842,0.5657682689636011,0.02398599831667037,0.02911894173171372,0.02526287083169355,0.026615563888721175,0.023944993325020182,0.023913799569700137,0.02388249535489089,0.2,0.1,5,5,5,5,0.01,2,5,0.01,1
0.5800500138927481,0.5775633541437685,0.3088251644204367,0.5932203389830509,0.5929424840233399,0.6085023617671577,0.645512642400667,0.019133485940084422,0.019857750707119964,0.03053944624869021,0.019509369420890595,0.018891949284599727,0.01870673380573405,0.019122327153540838,1,0.02,1,1,1,1,0.1,1,1,0.01,2
0.5292581272575717,0.4541526974923837,0.12381217004723537,0.3965545984995833,0.5483189774937484,0.5104195609891637,0.5090302861906085,0.022705558462506086,0.023309188583362568,0.031314086563510986,0.025395093148739892,0.022385812920768407,0.022597733595026547,0.022732958635891632,0.5,0.04,2,2,2,2,0.01,3,2,0.01,2
0.5258127257571549,0.23083951546370782,0.3878353409007362,0.47107529869408177,0.5163100861350376,0.4731314253959434,0.4489580439010837,0.024533605526994722,0.02819205473041895,0.02696397161860165,0.025990192055683106,0.024745555141808265,0.02489797903897393,0.025302704444629405,0.3333333333333333,0.06,3,3,3,3,0.01,3,3,0.01,2
0.47688909269804663,0.05490816951154356,0.333764014536441,0.4322927520944013,0.46405201521587586,0.4875032996205342,0.4871142972725897,0.02443303489934076,0.03082661675662593,0.027542991774655353,0.025162265029377826,0.02460751678006589,0.024890019459170656,0.0246689005175882,0.25,0.08,4,4,4,4,0.01,3,4,0.01,2
0.6107807724367882,0.15669165460144444,0.30458460683523203,0.4165045846068353,0.589997221450403,0.5807724367879968,0.5581550430675188,0.021094789171812692,0.025907305016404647,0.026261103730483158,0.025111711775892873,0.02147240416895078,0.02153661150177554,0.02171927012317338,0.2,0.1,5,5,5,5,0.01,3,5,0.01,2
0.4451854013405642,0.3277700466678419,0.3217863780693086,0.3939482349398652,0.42642993099323673,0.41970574755019496,0.3643284847320858,0.024510911882992342,0.026375591450140012,0.03401729810783206,0.02503349659367522,0.024147310764003126,0.024115533310802784,0.024536326113379723,1,0.02,1,1,1,1,0.01,3,1,0.01,3
0.4456083805104587,0.2895075228933131,0.21699804112052387,0.4313262387394058,0.448998305210981,0.44135708150078734,0.4372169275632642,0.028461986458105826,0.029086402792571502,0.032145661314674556,0.02839534617517555,0.028330156591226736,0.028025724987869254,0.027984390224173584,0.5,0.04,2,2,2,2,0.01,2,2,0.01,3
0.3514309530425119,0.219766170736817,0.30993664602713256,0.3515420950263963,0.34315087524312315,0.3773826062795222,0.38349541539316484,0.025588707504541525,0.025556512582362762,0.027720483720512196,0.025843753905591335,0.02563135858761698,0.025156230357601346,0.02506348212590884,0.3333333333333333,0.06,3,3,3,3,0.01,3,3,0.01,3
0.5818282856348987,0.28164992983268283,0.4136704640177828,0.5313142539594333,0.5691580994720757,0.6088357877188109,0.6003334259516533,0.024762829251961608,0.028230216754049825,0.027824050087804395,0.025321455511225735,0.025077125354649833,0.023741169734600394,0.023664022904144964,0.25,0.08,4,4,4,4,0.01,2,4,0.01,3
0.43862183939983335,0.31893318824159117,0.22603815003779115,0.39594331758821905,0.42106140594609626,0.4543484301194777,0.460905807168658,0.0225747571222056,0.023593654716179448,0.027246483743912,0.024515323337113818,0.022484711267604526,0.021711582508822012,0.021695132754427963,0.2,0.1,5,5,5,5,0.01,3,5,0.01,3
