Sample_ID,Genotype,SourceID,Start.Weight,Start.Moisture,Cook.Date,HotPlate.ID,Hotplate.Pos,Cook.Time.Start,Bath.Start.Time,Steep.End.Date,Bath.End.Time,PH,Oven.ID,Tray.Empty.DML.1,Tray.Empty.DML.2,Tray.Empty.DML.3,Y.Kernel.Wet.Weight,Y.Kernel.Wet.With.Tray,Z.Kernel.Wet.Weight,Z.Kernel.Wet.With.Tray,Date.Tray.Dry,Tray.Dry.1,Tray.Dry.2,Tray.Dry.3,Date.Kernel.Dry,Y.Kernel.Tray.Dry.Weight,Z.Kernel.Tray.Dry.Weight,DML.Percent,Location,row,Moisture_Uptake,Y.Kernel.Moisture,Z.Kernel.Moisture
YC16:1068,1538,SP14:11105,100,11.9,9-14-2017,B,3,4:21,04:45:00,9-15-2017,9:20,12.32,B,12.8,12.6,12.8,15.3,16.4,15.2,16.4,9-20-2017,14.7,14.9,16.8,9-26-2017,9.8,9.8,0.082,UMN,304,0.4327915376676985,0.431372549019608,0.434210526315789
YC16:2057,MS224,SP14:10921,100.1,12.8,9-14-2017,B,4,4:21,04:45:00,9-15-2017,9:20,12.31,B,12.9,12.3,12.7,15,16.1,15.3,16.4,9-20-2017,14.2,17.2,14.8,9-26-2017,9.8,10.1,0.08291708292,UMN,305,0.4158823529411765,0.42,0.411764705882353
YC16:2239,SD101,SP14:10795,100.2,12.9,9-18-2017,A,1,4:04,04:28:00,9-19-2017,8:45,12.38,A,12.7,12.8,12.7,15.2,16.4,15.2,16.2,9-21-2017,16.9,15.4,15,9-28-2017,10.1,10.1,0.09081836327,UMN,306,0.407894736842105,0.414473684210526,0.401315789473684
YC16:2340,W607S,SP14:10862,100.1,10.3,9-18-2017,A,3,4:04,04:28:00,9-19-2017,8:45,12.34,A,13,12.9,13.1,15.1,16.3,14.8,16,9-21-2017,15.1,15.9,16.9,9-28-2017,9.8,9.6,0.08891108891,UMN,308,0.43144800429568597,0.43046357615894,0.432432432432432
YC16:1358,Pa778,SP14:10835,100.2,10.5,9-18-2017,A,4,4:04,04:28:00,9-19-2017,8:45,12.36,A,12.7,12.8,12.9,15.1,16.4,15.3,16.5,9-21-2017,15,14.9,17.3,9-28-2017,9.8,9.8,0.0878243513,UMN,309,0.43749729472362897,0.437086092715232,0.437908496732026
YC16:1520,PHP85,SP14:11392,100,11.7,9-18-2017,B,1,4:43,04:05:00,9-19-2017,8:45,12.36,A,12.8,12.7,12.8,15.1,16.3,15.4,16.5,9-21-2017,15.4,16.9,15.2,9-28-2017,10.2,10.3,0.092,UMN,310,0.403285456265589,0.403973509933775,0.402597402597403
YC16:1340,W810G,SP14:11447,100.1,12.6,9-18-2017,B,3,4:43,04:05:00,9-19-2017,8:45,12.33,A,12.7,12.6,12.3,15.2,16.4,15,16.2,9-21-2017,15.6,16.1,15.2,9-28-2017,10.3,10.2,0.09290709291,UMN,312,0.400657894736842,0.401315789473684,0.4
YC16:1336,LH192,SP14:11283,100,12.7,9-18-2017,B,4,4:43,04:05:00,9-19-2017,8:45,12.35,A,12.8,12.5,12.8,15.4,16.5,15.2,16.3,9-21-2017,14.2,16,14.7,9-28-2017,9.9,9.7,0.068,UMN,313,0.431390977443609,0.428571428571428,0.43421052631579
YC16:1004,A322,SP14:10703,100.1,13.2,9-19-2017,A,1,3:51,04:27:00,9-20-17,8:35,12.41,B,12.8,12.9,13.4,15.1,16.3,14.9,16.1,9-22-2017,16.8,15.8,15.6,9-29-2017,10,9.9,0.09090909091,UMN,314,0.416662962798347,0.417218543046358,0.416107382550336
YC16:2164,DKFAPW,SP14:10829,100.2,12.5,9-19-2017,A,2,3:51,04:27:00,9-20-17,8:35,12.33,B,12.8,12.7,12.8,15,16.1,15,16.1,9-22-2017,16.4,15.3,16.2,9-29-2017,10,10,0.09580838323,UMN,315,0.406666666666667,0.406666666666667,0.406666666666667
YC16:1222,A548,SP14:10617,100.1,12.3,9-19-2017,A,3,3:51,04:27:00,9-20-17,8:35,12.41,B,12.7,12.9,13,15.1,16.3,15.1,16.4,9-22-2017,14.7,15.7,16.3,9-29-2017,10,9.9,0.08091908092,UMN,316,0.423841059602649,0.417218543046358,0.43046357615894
YC16:1128,A334,SP14:10740,100.1,12.7,9-19-2017,A,4,3:51,04:27:00,9-20-17,8:35,12.38,B,13.1,13.2,13,15.2,16.4,15.3,16.5,9-22-2017,15.5,16.8,15.7,9-29-2017,10.3,10.3,0.08691308691,UMN,317,0.4032722738218095,0.401315789473684,0.405228758169935
YC16:2453,A321,SP15:10326,100.1,11.6,9-19-2017,B,1,4:34,04:58:00,9-20-17,8:35,12.31,B,12.3,12.6,12.6,15.2,16.5,15.1,16.3,9-22-2017,13.9,16.4,14.4,9-29-2017,10.3,10.1,0.07192807193,UMN,318,0.4092453816660855,0.407894736842105,0.410596026490066
YC16:1243,2FADB,SP14:11112,100.1,13.5,9-19-2017,B,2,4:34,04:58:00,9-20-17,8:35,12.3,B,12.7,12.5,12.6,15,16.2,15,16.2,9-22-2017,14.4,16.8,14.5,9-29-2017,9.9,10,0.07892107892,UMN,319,0.4166666666666665,0.42,0.413333333333333
YC16:1225,LP5,SP14:10770,100.1,11.1,9-19-2017,B,3,4:34,04:58:00,9-20-17,8:35,12.35,B,13,12.7,12.7,15.1,16.3,15.2,16.4,9-22-2017,14.5,14.6,16.8,9-29-2017,10.2,10.2,0.07492507493,UMN,320,0.40593412338794,0.403973509933775,0.407894736842105
YC16:2178,ND265,SP14:10661,100.4,11.9,9-19-2017,B,4,4:34,04:58:00,9-20-17,8:35,12.38,B,12.6,13.2,13,15.2,16.5,15.1,16.2,9-22-2017,14.3,14.3,17.7,9-29-2017,10.1,10,0.07470119522,UMN,321,0.4158243290345065,0.421052631578947,0.410596026490066
YC16:1501,W607S,SP14:10862,100,11.5,9-20-2017,A,1,4:00,04:23:00,9-21-2017,9:03,12.33,A,12.7,12.4,12.4,15.4,16.6,15.2,16.5,9-26-2017,15.2,16.7,14.8,10-3-2017,9.9,9.8,0.092,UMN,322,0.437927204374573,0.435064935064935,0.440789473684211
YC16:1275,DK78371A,SP14:10839,100.1,12.7,9-20-2017,A,2,4:00,04:23:00,9-21-2017,9:03,12.32,A,12.5,12.7,12.2,15.3,16.5,14.9,16.1,9-26-2017,15.1,14.9,16.7,10-3-2017,10.5,10.3,0.09290709291,UMN,323,0.3907093038557705,0.392156862745098,0.389261744966443
YC16:2166,W552,SP14:10727,100.1,13,9-20-2017,A,3,4:00,04:23:00,9-21-2017,9:03,12.29,A,12.9,12.7,12.7,15.1,16.3,15,16.3,9-26-2017,17.8,15,15.3,10-3-2017,10.2,10.3,0.0979020979,UMN,324,0.4019867549668875,0.403973509933775,0.4
YC16:2100,PHG50,SP14:10805,100.2,12.9,9-20-2017,A,4,4:00,04:23:00,9-21-2017,9:03,12.29,A,12.9,12.4,12.7,15.2,16.4,14.9,16.1,9-26-2017,15.6,16.7,14.8,10-3-2017,10,9.8,0.09081836327,UMN,325,0.421935711762628,0.421052631578947,0.422818791946309
YC16:1022,ND265,SP14:10661,100.3,12.5,9-20-2017,B,1,4:29,04:51:00,9-21-2017,9:03,12.32,A,12.5,12.9,13.1,14.9,16,15,16.3,9-26-2017,15.5,17,14.4,10-3-2017,9.5,9.8,0.08374875374,UMN,326,0.43478747203579404,0.436241610738255,0.433333333333333
YC16:2265,PHW65,SP14:10913,100.3,11.9,9-20-2017,B,2,4:29,04:51:00,9-21-2017,9:03,12.24,A,12.8,12.8,12.7,15,16.3,15,16.3,9-26-2017,17.4,14.8,15.8,10-3-2017,9.6,9.6,0.09670987039,UMN,327,0.446666666666667,0.446666666666667,0.446666666666667
YC16:2156,B87,SP14:10804,100,13.5,9-21-2017,A,1,3:44,04:08:00,9-22-2017,8:34,12.36,B,12.3,12.2,12.7,14.9,16,15.2,16.3,9-28-2017,14.3,16.6,14.8,10-4-2017,9.5,9.8,0.085,UMN,329,0.4319365948428115,0.436241610738255,0.427631578947368
YC16:1408,H84,SP14:10965,100.1,13.2,9-21-2017,A,2,3:44,04:08:00,9-22-2017,8:34,12.23,B,13.4,13.3,12.5,15,16.1,15,16.2,9-28-2017,18.1,14.5,15.7,10-4-2017,9.8,9.8,0.09090909091,UMN,330,0.4233333333333335,0.42,0.426666666666667
YC16:2222,LH295,SP14:11308,100.2,12.6,9-21-2017,A,3,3:44,04:08:00,9-22-2017,8:34,12.28,B,12.8,12.9,12.7,15.1,16.3,15,16.2,9-28-2017,15,17.1,14.7,10-4-2017,9.6,9.4,0.08383233533,UMN,331,0.44852097130242796,0.443708609271523,0.453333333333333
YC16:1099,A674,SP14:10734,100,11.8,9-21-2017,A,4,3:44,04:08:00,9-22-2017,8:34,12.25,B,12.8,12.4,12.9,15,16.1,15,16.2,9-28-2017,16.5,15.6,15.6,10-4-2017,9.5,9.7,0.096,UMN,332,0.43666666666666654,0.44,0.433333333333333
YC16:2246,PHG72,SP14:10621,100,13.2,9-21-2017,B,1,4:23,04:45:00,9-22-2017,8:34,12.24,B,12.5,12.5,12.9,15,16.2,15.2,16.3,9-28-2017,14.8,14.9,17.5,10-4-2017,9.6,9.6,0.093,UMN,333,0.4403947368421055,0.44,0.440789473684211
YC16:1059,A208,SP14:10629,100.1,10,9-21-2017,B,2,4:23,04:45:00,9-22-2017,8:34,12.27,B,12.5,12.5,12.5,15,16.2,15.2,16.3,9-28-2017,17.2,15.3,14.6,10-4-2017,8.8,8.8,0.0959040959,UMN,334,0.49337719298245597,0.493333333333333,0.493421052631579
YC16:2439,W810G,SP14:11447,100.1,12.9,9-21-2017,B,3,4:23,04:45:00,9-22-2017,8:34,12.33,B,12.3,12.9,12.4,15,16.1,15,16.2,9-28-2017,15.1,16.4,16.4,10-4-2017,10.2,10.2,0.1028971029,UMN,335,0.3966666666666665,0.393333333333333,0.4
YC16:2083,6F629,SP14:11125,100,12.1,9-21-2017,B,4,4:23,04:45:00,9-22-2017,8:34,12.3,B,12.5,12.5,12.3,15.2,16.3,15.1,16.3,9-28-2017,14.8,14.3,17.4,10-4-2017,9.9,10,0.092,UMN,336,0.41913558731265255,0.421052631578947,0.417218543046358
YC16:1385,B109,SP14:10858,100,13.6,9-25-2017,A,1,4:07,04:30:00,9-26-2017,8:54,12.29,A,12.6,12.3,12.3,15.2,16.5,15.1,16.2,9-29-2017,14.4,13.3,16.6,10-5-2017,10.4,10.4,0.071,UMN,337,0.3927108748692925,0.401315789473684,0.384105960264901
YC16:1236,Oh43,SP15:10318,100.2,11.5,9-25-2017,A,2,4:07,04:30:00,9-26-2017,8:54,12.25,A,12.4,12.1,12.6,15,16.2,15.1,16.2,9-29-2017,14.2,14.3,17.1,10-5-2017,9.8,9.9,0.08483033932,UMN,338,0.4219426048565125,0.426666666666667,0.417218543046358
YC16:1275,DK78371A,SP14:10839,100,13.5,9-25-2017,A,3,4:07,04:30:00,9-26-2017,8:54,12.27,A,12.4,12.5,12.4,14.8,15.9,15,16.3,9-29-2017,14.3,16.8,12.1,10-5-2017,10,10.3,0.059,UMN,339,0.3993243243243245,0.398648648648649,0.4
YC16:1074,PHG80,SP14:10824,100,11.9,9-25-2017,A,4,4:07,04:30:00,9-26-2017,8:54,12.22,A,12.2,12.1,12.4,14.9,16,15.1,16.2,9-29-2017,15.8,14.1,12.1,10-5-2017,9.6,9.8,0.053,UMN,340,0.4266856304724655,0.429530201342282,0.423841059602649
YC16:2076,LH132,SP14:11269,100,13.9,9-25-2017,B,1,4:38,05:01:00,9-26-2017,8:54,12.27,A,12.1,12.3,12.3,15,16.1,15.1,16.3,9-29-2017,12.9,12,12.8,10-5-2017,10.1,10.3,0.01,UMN,341,0.39867549668874147,0.4,0.397350993377483
YC16:2074,NK778,SP14:10744,100,12.6,9-25-2017,B,2,4:38,05:01:00,9-26-2017,8:54,12.2,A,12.7,12.1,12.4,15.2,16.4,14.8,15.9,9-29-2017,13.8,13.5,16.2,10-5-2017,9.7,9.4,0.063,UMN,342,0.4399893314367,0.440789473684211,0.439189189189189
YC16:1501,W607S,SP14:10862,100,11.4,9-25-2017,B,3,4:38,05:01:00,9-26-2017,8:54,12.21,A,12.5,12.4,12.4,14.9,16,14.9,16.1,9-29-2017,14.4,17.7,14.9,10-5-2017,9.3,9.4,0.097,UMN,343,0.449664429530201,0.449664429530201,0.449664429530201
YC16:2056,1538,SP14:11105,102,13.3,9-25-2017,B,4,4:38,05:01:00,9-26-2017,8:54,12.26,A,12.4,12.5,12.6,14.8,16.1,15.2,16.4,9-29-2017,14.3,14.8,14.4,10-5-2017,9.8,9.8,0.05882352941,UMN,344,0.4299431009957325,0.425675675675676,0.434210526315789
YC16:1004,A322,SP14:10703,100,12.5,9-27-2017,A,1,4:08,04:31:00,9-28-2017,8:31,12.35,B,12.7,12.3,12.4,15.1,16.3,15.2,16.4,10-3-2017,14.3,17,15,10-6-2017,10.4,10.4,0.089,UMN,345,0.3927326594632275,0.390728476821192,0.394736842105263
YC16:2167,W602S,SP14:10825,100.2,12.5,9-27-2017,A,2,4:08,04:31:00,9-28-2017,8:31,12.29,B,12.3,12.8,13.1,15,16.1,15.2,16.4,10-3-2017,14.5,14.8,17.6,10-6-2017,10,10.2,0.08682634731,UMN,346,0.407280701754386,0.406666666666667,0.407894736842105
YC16:2285,B120,SP14:10929,100.1,12.8,9-27-2017,A,3,4:08,04:31:00,9-28-2017,8:31,12.29,B,12.6,12.5,12.3,15.1,16.2,15,16.2,10-3-2017,14.8,17.5,14.6,10-6-2017,10.3,10.4,0.09490509491,UMN,347,0.3886975717439295,0.390728476821192,0.386666666666667
YC16:2309,Pa778,SP14:10835,100.2,12.4,9-27-2017,A,4,4:08,04:31:00,9-28-2017,8:31,12.29,B,12.4,12.6,12,15.2,16.3,14.9,16.1,10-3-2017,17.4,14.6,13.9,10-6-2017,10.2,10.1,0.08882235529,UMN,348,0.4020001766160365,0.401315789473684,0.402684563758389
YC16:3062,DKPB80,SP14:10840,100,12,9-27-2017,B,1,4:38,04:59:00,9-28-2017,8:31,12.31,B,12.1,12.5,12.3,14.8,16.1,14.9,16.1,10-3-2017,14,16.4,15.1,10-6-2017,9.6,9.7,0.086,ISU,349,0.4343596952657355,0.439189189189189,0.429530201342282
YC16:4435,87916W,SP14:11129,100,12.5,9-27-2017,B,2,4:38,04:59:00,9-28-2017,8:31,12.34,B,11.2,11.2,11.6,14.8,16,14.8,16,10-3-2017,13.7,13.3,15.8,10-6-2017,10.2,10.2,0.088,ISU,350,0.391891891891892,0.391891891891892,0.391891891891892
YC16:3014,W605S,SP14:10830,100,11.9,9-27-2017,B,3,4:38,04:59:00,9-28-2017,8:31,12.3,B,11.3,11.1,10.9,15,16.1,15.2,16.3,10-3-2017,15.2,12.6,13.3,10-6-2017,10.2,10.2,0.078,ISU,351,0.39732456140350847,0.393333333333333,0.401315789473684
YC16:3417,CO258,SP14:10663,100,11,9-27-2017,B,4,4:38,04:59:00,9-28-2017,8:31,12.3,B,11.1,11.4,10.9,15.1,16.3,15,16.2,10-3-2017,16.3,13.1,12.9,10-6-2017,9.9,9.9,0.089,ISU,352,0.4219205298013245,0.423841059602649,0.42
YC16:3054,A374,SP14:10725,100,12.3,9-28-2017,A,1,4:15,04:38:00,9-29-2017,8:29,12.4,A,11.4,11.7,11.5,14.9,16.2,14.9,16.1,10-4-2017,13.4,15.5,13.6,10-10-2017,9.5,9.4,0.079,ISU,353,0.449664429530201,0.449664429530201,0.449664429530201
YC16:4221,A663,SP14:10637,100,12,9-28-2017,A,2,4:15,04:38:00,9-29-2017,8:29,12.34,A,11.2,11.5,11.9,15.2,16.4,15,16.3,10-4-2017,16.8,13.5,13.5,10-10-2017,9.6,9.6,0.092,ISU,354,0.44701754385964954,0.447368421052632,0.446666666666667
YC16:3016,R113,SP14:10796,100.1,8.5,9-28-2017,A,3,4:15,04:38:00,9-29-2017,8:29,12.25,A,11.6,11.8,11.4,15.1,16.6,15,16.3,10-4-2017,14.8,NA,13.5,10-10-2017,8.6,NA,0.1378621379,ISU,355,0.529801324503311,0.529801324503311,NA
YC16:4152,CI 40H,SP14:11204,100,11,9-28-2017,A,4,4:15,04:38:00,9-29-2017,8:29,12.3,A,11.9,11.3,12.1,15,16.5,14.9,16.2,10-4-2017,14.2,NA,16.6,10-10-2017,8.8,8.7,0.073,ISU,356,0.5083445190156599,0.513333333333333,0.503355704697987
YC16:4255,6F629,SP14:11125,99.9,12.8,9-28-2017,B,1,4:51,05:11:00,9-29-2017,8:29,12.36,A,11.5,11.1,11.1,15.1,16.4,15.2,16.7,10-4-2017,15.2,13.2,13.1,10-10-2017,9.7,10,0.07807807808,ISU,357,0.44224904147786703,0.443708609271523,0.440789473684211
YC16:3144,LP5,SP14:10770,100,12.6,9-28-2017,B,2,4:51,05:11:00,9-29-2017,8:29,12.34,A,11.1,11.3,11.7,14.9,16.2,15,16.4,10-4-2017,13.5,NA,17.7,10-10-2017,9.6,9.8,0.099,ISU,358,0.44147651006711397,0.442953020134228,0.44
YC16:4159,LH119,SP14:10769,100.1,14,9-28-2017,B,3,4:51,05:11:00,9-29-2017,8:29,12.37,A,11.2,11.3,11,15,16.2,15.2,16.6,10-4-2017,15.3,13.2,13,10-10-2017,9.8,10.2,0.07992007992,ISU,359,0.4238596491228075,0.426666666666667,0.421052631578948
YC16:4096,B85,SP14:10623,100,12.7,9-28-2017,B,4,4:51,05:11:00,9-29-2017,8:29,12.19,A,11.2,11.1,11.6,15.1,16.4,15.1,16.5,10-4-2017,NA,16.4,13.3,10-10-2017,10,10.2,0.078,ISU,360,0.4205298013245035,0.423841059602649,0.417218543046358
YC16:3090,SD40,SP14:10783,100.1,11.6,10-2-2017,A,1,4:02,04:26:00,10-3-2017,8:29,12.33,B,11.7,11.3,11.2,14.8,16.1,15,16.3,10-5-17,14.3,13.1,15.1,10-11-2017,9.9,10.1,0.08291708292,ISU,361,0.416126126126126,0.418918918918919,0.413333333333333
YC16:3508,87916W,SP14:11129,100,13.1,10-2-2017,A,2,4:02,04:26:00,10-3-2017,8:29,12.32,B,11.6,11.8,11.7,15.1,16.4,15,16.2,10-5-17,16.4,13.8,14,10-11-2017,10.5,10.5,0.091,ISU,362,0.38536423841059597,0.390728476821192,0.38
YC16:3036,SD101,SP14:10795,100,12.9,10-2-2017,A,3,4:02,04:26:00,10-3-2017,8:29,12.22,B,11.4,12,11.7,14.9,16.1,14.8,16.1,10-5-17,14.2,15.4,14.4,10-11-2017,10.3,10.3,0.089,ISU,363,0.39057681842916747,0.389261744966443,0.391891891891892
YC16:3264,N211,SP14:10801,100.1,12.4,10-2-2017,A,4,4:02,04:26:00,10-3-2017,8:29,12.31,B,11.8,11.7,11.6,15.1,16.3,15,16.4,10-5-17,13.6,14.6,16.2,10-11-2017,10,10,0.09290709291,ISU,364,0.4219426048565125,0.417218543046358,0.426666666666667
YC16:3059,MS200,SP14:10745,100.1,13.2,10-2-2017,B,1,4:32,04:52:00,10-3-2017,8:29,12.3,B,11.4,11.5,11.8,15,16.4,14.9,16.3,10-5-2017,14.2,16.2,13.4,10-11-2017,9.8,9.7,0.09090909091,ISU,365,0.44147651006711397,0.44,0.442953020134228
YC16:4036,SD101,SP14:10795,100,11.3,10-2-2017,B,2,4:32,04:52:00,10-3-2017,8:29,12.26,B,11.3,11.4,11.4,14.9,16.3,15.1,16.4,10-5-2017,16.3,13.8,13.2,10-11-2017,10.7,10.7,0.092,ISU,366,0.376661184941553,0.375838926174497,0.377483443708609
YC16:3164,6F629,SP14:11125,100.1,11.8,10-2-2017,B,3,4:32,04:52:00,10-3-2017,8:29,12.34,B,11.5,11.5,11.2,15.2,16.6,14.8,16,10-5-2017,13.2,15.7,13.8,10-11-2017,9.7,9.5,0.08491508492,ISU,367,0.44656827880512096,0.453947368421053,0.439189189189189
YC16:3190,PHJ90,SP14:11367,100,11.3,10-2-2017,B,4,4:32,04:52:00,10-3-2017,8:29,12.26,B,11.3,11.3,11.6,15.1,16.3,15.2,16.5,10-5-2017,14,13.2,15.6,10-11-2017,9.6,9.8,0.086,ISU,368,0.44224904147786703,0.443708609271523,0.440789473684211
YC16:4445,R78,SP14:10907,100,12.7,10-3-2017,A,1,4:10,04:31:00,10-4-2017,8:49,12.33,A,11.1,11.3,11.4,15.2,16.5,15,16.3,10-6-2017,15.9,13.7,13.4,10-12-2017,9.8,9.6,0.092,ISU,369,0.443728070175439,0.440789473684211,0.446666666666667
YC16:4461,LH59,SP14:10869,100,11.9,10-3-2017,A,2,4:10,04:31:00,10-4-2017,8:49,12.35,A,11.1,11.2,11.2,15,16.3,14.9,16.4,10-6-2017,15.1,13.5,13.1,10-12-2017,9.5,9.6,0.082,ISU,370,0.4548545861297535,0.453333333333333,0.456375838926174
YC16:4069,PHJ90,SP14:11367,100.1,11.2,10-3-2017,A,3,4:10,04:31:00,10-4-2017,8:49,12.3,A,11,11.3,10.9,14.9,16.4,15,16.4,10-6-2017,14.9,12.7,14,10-12-2017,9.9,9.9,0.08391608392,ISU,371,0.43478747203579404,0.436241610738255,0.433333333333333
YC16:4049,A674,SP14:10734,100.1,11.6,10-3-2017,B,1,4:41,05:03:00,10-4-2017,8:49,12.28,A,11.2,11.1,10.9,15.1,16.4,15.2,16.5,10-6-2017,16.1,13.5,13.3,10-12-2017,10.5,10.6,0.0969030969,ISU,373,0.389443185779017,0.390728476821192,0.388157894736842
YC16:4435,87916W,SP14:11129,100.1,13.5,10-3-2017,B,2,4:41,05:03:00,10-4-2017,8:49,12.32,A,11.1,11.4,11.3,15.1,16.4,15.2,16.5,10-6-2017,15.7,13.8,13,10-12-2017,10.6,10.6,0.08691308691,ISU,374,0.3861319275008715,0.384105960264901,0.388157894736842
YC16:3284,B108,SP14:10826,100,12.3,10-3-2017,B,3,4:41,05:03:00,10-4-2017,8:49,12.34,A,11.3,11.2,11.3,15.1,16.5,14.9,16.3,10-6-2017,13.3,NA,15.3,10-12-2017,10.1,10.2,0.076,ISU,375,0.4166185163785055,0.423841059602649,0.409395973154362
YC16:3188,LH295,SP14:11308,100.1,12.9,10-3-2017,B,4,4:41,05:03:00,10-4-2017,8:49,12.29,A,11,11.1,11.5,15.2,16.6,15.1,16.5,10-6-2017,14.7,13.1,14.1,10-12-2017,10,10,0.08291708292,ISU,376,0.432337051237365,0.43421052631579,0.43046357615894
YC16:4334,W32,SP14:10850,100,11.4,10-4-2017,A,2,4:03,04:24:00,10-5-2017,8:29,12.28,B,11.3,11.5,11.5,15,16.2,14.8,16.1,10-10-2017,13.2,15.9,13.3,10-13-2017,10.2,10.1,0.081,ISU,378,0.4027027027027025,0.4,0.405405405405405
YC16:4428,CO258,SP14:10663,99.9,12.3,10-4-2017,A,3,4:03,04:24:00,10-5-2017,8:29,12.34,B,11.3,11.4,11.3,14.9,16.2,15,16.3,10-10-2017,14,13.2,15.8,10-13-2017,10.2,10.2,0.09009009009,ISU,379,0.40467561521252804,0.402684563758389,0.406666666666667
YC16:3461,N217,SP14:11088,100.2,12.9,10-4-2017,A,4,4:03,04:24:00,10-5-2017,8:29,12.26,B,11.3,11.4,11.5,14.9,16.2,15.2,16.6,10-10-2017,15.9,14.2,13.6,10-13-2017,10.3,10.5,0.09481037924,ISU,380,0.39864447191804997,0.395973154362416,0.401315789473684
YC16:3492,W809G,SP14:11446,100,13.2,10-4-2017,B,1,4:32,04:55:00,10-5-2017,8:29,12.33,B,11.3,11.5,11.6,14.9,16.3,14.8,16.1,10-10-2017,15.8,13.9,13.2,10-13-2017,10.7,10.5,0.085,ISU,381,0.37710865227643797,0.375838926174497,0.378378378378379
YC16:4103,A305,SP14:10697,100.1,8.1,10-4-2017,B,2,4:32,04:55:00,10-5-2017,8:29,12.18,B,11.6,11.4,11.5,14.8,15.9,14.9,16.3,10-10-2017,13.7,14.5,15.6,10-13-2017,NA,NA,0.09290709291,ISU,382,NA,NA,NA
YC16:3264,N211,SP14:10801,100.2,12.5,10-4-2017,B,3,4:32,04:55:00,10-5-2017,8:29,12.32,B,11.6,11.5,11.6,15,16.4,14.8,16.2,10-10-2017,14.3,13.5,16.2,10-13-2017,10.2,10,0.09281437126,ISU,383,0.416126126126126,0.413333333333333,0.418918918918919
YC16:3206,A663,SP14:10637,100,10.5,10-4-2017,B,4,4:32,04:55:00,10-5-2017,;,12.28,B,11.5,11.5,11.4,15,16.4,15,16.5,10-10-2017,13.6,16.9,13.2,10-13-2017,9.8,9.9,0.093,ISU,384,0.44,0.44,0.44
YC16:4483,MS221,SP14:10903,100,11.2,10-5-2017,A,1,3:54,04:17:00,10-6-2017,8:37,12.34,A,11,10.9,11,14.9,16,15.1,16.4,10-11-2017,13.9,14.8,13,10-19-2017,8.6,8.7,0.088,ISU,385,0.503289035068225,0.496644295302013,0.509933774834437
YC16:4040,1538,SP14:11105,100.1,12.5,10-5-2017,A,2,3:54,04:17:00,10-6-2017,8:37,12.37,A,11,11.4,11.6,15.1,16.4,15.1,16.4,10-11-2017,13.2,14.1,14.4,10-19-2017,9.8,9.7,0.07692307692,ISU,386,0.4403973509933775,0.437086092715232,0.443708609271523
YC16:3294,B37,SP14:10985,99.9,11.9,10-5-2017,A,3,3:54,04:17:00,10-6-2017,8:37,12.27,A,11.5,11.3,11.3,14.9,16.1,15.1,16.2,10-11-2017,14.5,13.7,15.4,10-19-2017,9.1,9.4,0.0950950951,ISU,387,0.460064891772968,0.469798657718121,0.450331125827815
YC16:4451,PHP85,SP14:11392,100,11.8,10-5-2017,A,4,3:54,04:17:00,10-6-2017,8:37,12.31,A,11.3,11.3,11.5,15.2,16.4,15,16.3,10-11-2017,14.3,15.9,13.3,10-19-2017,10.1,10,0.094,ISU,388,0.417236842105263,0.414473684210526,0.42
YC16:4029,W552,SP14:10727,100,12.4,10-5-2017,B,1,4:25,04:46:00,10-6-2017,8:37,12.25,A,11.4,11.4,10.9,15.1,16.5,15,16.4,10-11-2017,13.5,13.7,15.7,10-19-2017,10.2,10.3,0.092,ISU,389,0.4119426048565125,0.417218543046358,0.406666666666667
YC16:3166,Va99,SP14:10932,100,12.7,10-5-2017,B,2,4:25,04:46:00,10-6-2017,8:37,12.32,A,10.9,11.6,11.9,15.1,16.3,15.2,16.6,10-11-2017,13.9,15.2,13.9,10-19-2017,10.1,10.4,0.086,ISU,390,0.4092453816660855,0.410596026490066,0.407894736842105
YC16:3036,SD101,SP14:10795,100,12.5,10-5-2017,B,3,4:25,04:46:00,10-6-2017,8:37,12.26,A,11.5,11,11,14.9,16.2,14.9,16.2,10-11-2017,15.2,13.6,13.9,10-19-2017,10,9.9,0.092,ISU,391,0.4194630872483225,0.416107382550336,0.422818791946309
YC16:3471,W810G,SP14:11447,100,12.4,10-5-2017,B,4,4:25,04:46:00,10-6-2017,8:37,12.28,A,10.9,11,11.1,15,16.4,15,16.4,10-11-2017,15.2,12.9,14.3,10-19-2017,10.3,10.3,0.094,ISU,392,0.406666666666667,0.406666666666667,0.406666666666667
YC16:4176,PHG71,SP14:10800,100.1,11.8,10-9-2017,A,1,4:22,04:44:00,10-10-2017,8:50,12.32,B,11.3,11.4,11.2,15.1,16.3,15.1,16.5,10-12-2017,13.2,14.2,15.7,10-20-2017,9.9,10.3,0.09190809191,ISU,393,0.4172185430463575,0.423841059602649,0.410596026490066
YC16:3074,LH149,SP14:10687,100,12.5,10-9-2017,A,2,4:22,04:44:00,10-10-2017,8:50,12.32,B,11.3,11.2,11.2,15,16.3,14.9,16.5,10-12-2017,15.8,13.1,13.8,10-20-2017,9.6,10,0.09,ISU,394,0.441454138702461,0.446666666666667,0.436241610738255
