Sample_ID,Genotype,SourceID,Start.Weight,Start.Moisture,Cook.Date,HotPlate.ID,Hotplate.Pos,Cook.Time.Start,Bath.Start.Time,Steep.End.Date,Bath.End.Time,PH,Oven.ID,Tray.Empty.DML.1,Tray.Empty.DML.2,Tray.Empty.DML.3,Y.Kernel.Wet.Weight,Y.Kernel.Wet.With.Tray,Z.Kernel.Wet.Weight,Z.Kernel.Wet.With.Tray,Date.Tray.Dry,Tray.Dry.1,Tray.Dry.2,Tray.Dry.3,Date.Kernel.Dry,Y.Kernel.Tray.Dry.Weight,Z.Kernel.Tray.Dry.Weight,DML.Percent,Location,row,Moisture_Uptake,Y.Kernel.Moisture,Z.Kernel.Moisture
YC16:2029,A374,SP14:10725,100.3,12.2,7-17-2017,A,2,3:49,04:13:00,7-18-2017,9:01,11.86,A,11.4,11.1,12,15,16.5,15.3,16.9,7-20-2017,16.4,13.1,12.9,7-25-2017,10.3,10.7,0.07876370887,UMN,93,0.409281045751634,0.413333333333333,0.405228758169935
YC16:2173,LH198,SP14:11288,100.2,13.2,7-17-2017,A,4,3:49,04:13:00,7-18-2017,9:01,11.81,A,11.5,11.8,11.1,15.2,16.7,15.3,16.9,7-20-2017,15.9,12.9,13.9,7-25-2017,10.3,10.4,0.08283433134,UMN,95,0.422944616443068,0.421052631578947,0.424836601307189
YC16:1219,A73,SP14:10901,100.2,12.1,7-18-2017,A,1,3:36,03:57:00,7-19-2017,8:31,11.71,B,11.2,11.3,11.7,15,16.5,15,16.4,7-21-2017,13.5,13.7,15.9,7-26-2017,10.4,10.3,0.08882235529,UMN,96,0.406666666666667,0.406666666666667,0.406666666666667
YC16:1114,A374,SP14:10725,100,11.5,7-18-2017,A,2,3:36,03:57:00,7-19-2017,8:31,11.81,B,11.2,11.5,11.7,15,16.4,15,16.3,7-21-2017,12.9,13.5,16,7-26-2017,10.3,10.3,0.08,UMN,97,0.40333333333333354,0.406666666666667,0.4
YC16:2399,CO258,SP14:10663,100.3,11.9,7-18-2017,A,3,3:36,03:57:00,7-19-2017,8:31,11.83,B,11.5,11.6,11,15.4,16.7,15.1,16.5,7-21-2017,13.8,13.2,16.1,7-26-2017,10.5,10.5,0.08973080758,UMN,98,0.399974197987443,0.402597402597403,0.397350993377483
YC16:2222,LH295,SP14:11308,100.2,12.5,7-18-2017,A,4,3:36,03:57:00,7-19-2017,8:31,11.76,B,11.4,11.5,11.2,15,16.1,15.2,16.6,7-21-2017,13.3,13.8,15.4,7-26-2017,9.4,9.9,0.08383233533,UMN,99,0.443728070175439,0.446666666666667,0.440789473684211
YC16:1095,MS200,SP14:10745,100.2,12.3,7-19-2017,A,1,3:45,04:06:00,7-20-2017,8:18,11.56,A,11.8,11.5,11.5,15.3,16.4,15.1,16.4,7-25,14.3,14.4,15.4,7-27-2017,10,10,0.09281437126,UMN,100,0.42107085659871,0.418300653594771,0.423841059602649
YC16:1229,LH119,SP14:10769,100.2,12.5,7-19-2017,A,2,3:45,04:06:00,7-20-2017,8:18,11.68,A,11.8,12.3,12,15.3,16.6,15.1,16.3,7-25,14.9,15.4,14.4,7-27-2017,10.3,10.2,0.08582834331,UMN,101,0.40786910790806397,0.411764705882353,0.403973509933775
YC16:2336,Pa875,SP14:11344,100.3,10.8,7-19-2017,A,3,3:45,04:06:00,7-20-2017,8:18,11.59,A,11.8,12,12.2,15.1,16.4,15.3,16.5,7-25,14.7,14.5,14.4,7-27-2017,9.9,9.8,0.07577268195,UMN,102,0.434186036445483,0.43046357615894,0.437908496732026
YC16:2092,2FADB,SP14:11112,100.2,12.8,7-19-2017,A,4,3:45,04:06:00,7-20-2017,8:18,11.58,A,11.5,11.6,11.2,15.3,16.6,15.2,16.6,7-25,14,13.7,15.5,7-27-2017,9.9,10,0.08882235529,UMN,103,0.436059511523908,0.437908496732026,0.43421052631579
YC16:2163,N193,SP14:10713,100.1,12.5,7-20-2017,A,2,3:47,04:10:00,7-21-2017,8:31,11.88,B,11.3,11.4,11.6,15,16.3,15.1,16.3,7-26-2017,13.2,13.2,16.9,7-28-2017,9.9,9.8,0.08991008991,UMN,105,0.4285651214128035,0.426666666666667,0.43046357615894
YC16:1519,Os426,SP14:10812,100,11.4,7-20-2017,A,4,3:47,04:10:00,7-21-2017,8:31,11.89,B,11.4,11.6,11.2,15.4,16.6,15,16.3,7-26-2017,13.7,12.9,15.4,7-28-2017,9.6,9.3,0.078,UMN,107,0.460606060606061,0.454545454545455,0.466666666666667
YC16:1520,PHP85,SP14:11392,100,11.3,7-24-2017,A,1,3:15,03:35:00,7-25-2017,9:02,11.89,A,11.3,11.3,11.41,15,16.3,15.2,16.5,7-27-2017,12.9,13.3,15.8,8-1-2017,10.3,10.4,0.0799,UMN,108,0.400657894736842,0.4,0.401315789473684
YC16:2108,A322,SP14:10703,100,13,7-24-2017,A,2,3:15,03:35:00,7-25-2017,9:02,11.99,A,11.2,11.2,11.4,15.2,16.6,15.3,16.6,7-27-2017,15.9,13.6,13.4,8-1-2017,10.7,10.7,0.091,UMN,109,0.386889404884761,0.388157894736842,0.38562091503268
YC16:2459,KUNG-70,SP14:10625,100.1,13,7-24-2017,A,3,3:15,03:35:00,7-25-2017,9:02,12.1,A,11.4,11.5,11.4,15.1,16.3,15.1,16.6,7-27-2017,13.4,13.2,14.2,8-1-2017,10.3,10.6,0.06493506494,UMN,110,0.3973509933774835,0.397350993377483,0.397350993377484
YC16:2047,A208,SP14:10629,100.1,11,7-24-2017,A,4,3:15,03:35:00,7-25-2017,9:02,12.04,A,11.2,11.4,11.5,15.1,16.6,15.1,16.6,7-27-2017,13,13.2,14.6,8-1-2017,9.6,9.5,0.06693306693,UMN,111,0.466887417218543,0.463576158940397,0.470198675496689
YC16:2484,W37A,SP14:10721,100,12.4,7-25-2017,A,1,3:27,03:48:00,7-26-2017,8:40,11.75,B,12.2,11.4,11.7,15.1,16.3,15.2,16.4,7-28-2017,14.1,14.4,17.3,8-2-2017,10.4,10.3,0.105,UMN,112,0.396022133147438,0.390728476821192,0.401315789473684
YC16:2118,LH119,SP14:10769,100,13.2,7-25-2017,A,2,3:27,03:48:00,7-26-2017,8:40,11.83,B,11.5,11.5,11.7,15.1,16.3,15.1,16.4,7-28-2017,13.8,13.6,16.4,8-2-2017,10.2,10.1,0.091,UMN,113,0.41059602649006655,0.403973509933775,0.417218543046358
YC16:2345,H95,SP14:10928,100,11.9,7-25-2017,A,3,3:27,03:48:00,7-26-2017,8:40,11.8,B,11.8,11.8,11.6,15,16.3,15.3,16.3,7-28-2017,13.8,13.3,16.5,8-2-2017,9.9,9.7,0.084,UMN,114,0.42901960784313753,0.426666666666667,0.431372549019608
YC16:2015,Oh43,SP15:10318,100,12.1,7-25-2017,A,4,3:27,03:48:00,7-26-2017,8:40,11.83,B,11.5,11.4,11.1,15.2,16.5,15.1,16.3,7-28-2017,13.3,13.8,15,8-2-2017,10.3,10.2,0.081,UMN,115,0.40593412338794,0.407894736842105,0.403973509933775
YC16:2504,B108,SP14:10826,100,11.8,7-26-2017,A,2,3:35,04:14:00,7-27-2017,8:39,11.93,A,11.5,11.3,11.6,15.2,16.5,15,16.2,8-1-2017,13,13.5,16.2,8-3-2017,10.2,9.9,0.083,UMN,117,0.417236842105263,0.414473684210526,0.42
YC16:2270,H84,SP14:10965,100.2,13,7-26-2017,A,3,3:35,04:14:00,7-27-2017,8:39,11.9,A,11.3,11.5,11.6,15.4,16.7,15.1,16.4,8-1-2017,13.5,13.6,16.4,8-3-2017,10.1,9.9,0.09081836327,UMN,118,0.429517502365184,0.428571428571428,0.43046357615894
YC16:1024,C123,SP14:10781,100,11.9,7-26-2017,A,4,3:35,04:14:00,7-27-2017,8:39,11.86,A,11.3,11.3,11.5,15.1,16.4,15.2,16.5,8-1-2017,13.8,13.4,16.7,8-3-2017,9.7,9.9,0.098,UMN,119,0.43895956779365597,0.443708609271523,0.434210526315789
YC16:1066,PHG71,SP14:10800,100.2,11.6,7-27-2017,A,1,3:17,03:42:00,7-28-2017,8:23,11.88,B,11.5,11.4,11.5,15.3,16.5,15.2,16.6,8-2-2017,13.9,13.9,13.9,8-4-2017,10.1,10.1,0.07285429142,UMN,120,0.42296611627106995,0.418300653594771,0.427631578947369
YC16:2477,B37,SP14:10985,100.2,12,7-27-2017,A,2,3:17,03:42:00,7-28-2017,8:23,11.93,B,11.4,11.1,11.6,15.1,16.4,15,16.5,8-2-2017,13.7,13.7,13.6,8-4-2017,9.9,10.1,0.06886227545,UMN,121,0.4285651214128035,0.43046357615894,0.426666666666667
YC16:1231,SD101,SP14:10795,100.2,12.9,7-27-2017,A,3,3:17,03:42:00,7-28-2017,8:23,11.96,B,11.7,11.6,11.8,15,16.4,15.2,16.4,8-2-2017,13.4,14.7,15,8-4-2017,10.9,10.6,0.07984031936,UMN,122,0.37412280701754397,0.366666666666667,0.381578947368421
YC16:2308,Pa762,SP14:10885,100.3,12,7-27-2017,A,4,3:17,03:42:00,7-28-2017,8:23,12.02,B,11.6,11.4,11.7,15.4,16.8,15.4,16.7,8-2-2017,13.3,14.7,13.9,8-4-2017,10.9,10.8,0.07178464606,UMN,123,0.383116883116883,0.383116883116883,0.383116883116883
YC16:1024,C123,SP14:10781,100.2,11.1,7-31-2017,A,1,3:07,03:31:00,8-1-2017,8:28,11.67,A,11.9,11.6,11.6,15,16.3,15.1,16.5,8-3-2017,13.7,14.2,17.4,8-8-2017,9.7,10,0.1017964072,UMN,124,0.43523178807947,0.44,0.43046357615894
YC16:2037,A672,SP14:10819,100,11.8,7-31-2017,A,2,3:07,03:31:00,8-1-2017,8:28,11.68,A,11.2,11.7,11.3,15,16.5,15.1,16.5,8-3-2017,13.7,13.4,16.5,8-8-2017,9.4,9.4,0.094,UMN,125,0.471766004415011,0.473333333333333,0.470198675496689
YC16:2062,PHJ90,SP14:11367,100.2,12.1,7-31-2017,A,4,3:07,03:31:00,8-1-2017,8:28,11.69,A,11.1,11.7,11.1,15,16.5,15.1,16.7,8-3-2017,12.9,13.6,16.4,8-8-2017,10.1,10.3,0.08982035928,UMN,127,0.425253863134658,0.426666666666667,0.423841059602649
YC16:2157,N192,SP14:10741,100,12.2,8-1-2017,A,2,3:37,03:59:00,8-2-2017,8:32,11.89,B,11.5,11.7,11.3,15.1,16,15.1,16,8-4-2017,13.2,13.8,15.7,8-9-2017,9.6,9.7,0.082,UMN,129,0.4205298013245035,0.423841059602649,0.417218543046358
YC16:1519,Os426,SP14:10812,100,10,8-1-2017,A,3,3:37,03:59:00,8-2-2017,8:32,11.88,B,11.5,11.6,11.2,15.1,16.3,15,16.3,8-4-2017,13.3,13.2,16.1,8-9-2017,9.3,9.3,0.083,UMN,130,0.46512141280353203,0.463576158940397,0.466666666666667
YC16:1348,KUNG-70,SP14:10625,100.1,13.3,8-1-2017,A,4,3:37,03:59:00,8-2-2017,8:32,11.87,B,11.9,11.7,11.4,15,16.5,15.1,16.4,8-4-2017,13.6,14.5,14.8,8-9-2017,10.6,10.5,0.07892107892,UMN,131,0.39203090507726246,0.393333333333333,0.390728476821192
YC16:2163,N193,SP14:10713,not written,13.2,8-2-2017,A,3,3;24,03:50:00,8-3-2017,8:32,11.88,A,11.7,11.5,11.5,15,16.3,15.2,16.5,8-8-2017,13.7,13.6,16.1,8-10-2017,9.9,9.9,#VALUE!,UMN,134,0.430438596491228,0.426666666666667,0.434210526315789
YC16:1307,A,SP14:11012,100.1,11.8,8-2-2017,A,4,3;24,03:50:00,8-3-2017,8:32,11.88,A,11.3,11.4,11.4,15,16.3,15.3,16.7,8-8-2017,13,13.9,14.9,8-10-2017,10,10,0.07692307692,UMN,135,0.428954248366013,0.42,0.437908496732026
YC16:1348,KUNG-70,SP14:10625,100,13,8-3-2017,A,1,3:41,04:03:00,8-4-2017,8:33,11.78,B,11.4,11.3,11.6,15.2,16.4,15.1,16.2,8-9-2017,13.1,13.6,15.8,8-10-2017,10.8,10.6,0.082,UMN,136,0.3696409898919485,0.368421052631579,0.370860927152318
YC16:1101,B85,SP14:10623,100.2,13.1,8-3-2017,A,4,3:41,04:03:00,8-4-2017,8:33,11.7,B,11.5,11.5,11.4,15,16.3,15,16.2,8-9-2017,13.5,13.7,16.9,8-10-2017,10.3,10.3,0.09680638723,UMN,139,0.3966666666666665,0.4,0.393333333333333
YC16:2285,B120,SP14:10929,100.2,13,8-7-2017,A,1,3:14,03:36:00,8-8-2017,8:40,11.69,A,11.4,11.4,11.2,15.2,16.4,15.2,16.5,8-10-2017,12.6,16.7,13.5,8-15-2017,10.3,10.4,0.0878243513,UMN,140,0.401315789473684,0.401315789473684,0.401315789473684
YC16:2094,A334,SP14:10740,100,12,8-7-2017,A,4,3:14,03:36:00,8-8-2017,8:40,11.71,A,11.4,11.6,11.5,15,16.3,15.2,16.5,8-10-2017,14.4,13.2,16,8-15-2017,10,10.1,0.091,UMN,143,0.4205263157894735,0.42,0.421052631578947
YC16:2399,CO258,SP14:10663,100.3,11.9,8-7-2017,B,1,3:40,04:03:00,8-8-2017,8:40,11.72,A,11.5,11.8,11.3,15,16.5,15,16.4,8-10-2017,15.4,13.5,15.3,8-15-2017,10.6,10.5,0.09571286142,UMN,144,0.393333333333333,0.393333333333333,0.393333333333333
YC16:1058,PHG86,SP14:10895,100,13.3,8-7-2017,B,2,3:40,04:03:00,8-8-2017,8:40,11.72,A,11.2,11.3,11.4,15.3,16.7,15,16.5,8-10-2017,13.8,13.4,16.2,8-15-2017,10.6,10.4,0.095,UMN,145,0.4026797385620915,0.398692810457516,0.406666666666667
YC16:1279,FR19,SP14:10837,100,11.9,8-7-2017,B,3,3:40,04:03:00,8-8-2017,8:40,11.73,A,11.1,11.2,11,15,16.4,15.2,16.5,8-10-2017,13.8,14.8,13.2,8-15-2017,10,10.1,0.085,UMN,146,0.42385964912280705,0.426666666666667,0.421052631578947
YC16:1052,W602S,SP14:10825,100.2,12.7,8-8-2017,A,1,3:38,04:05:00,8-9-2017,8:34,11.98,B,11.3,11.3,11.3,15,16.3,15.1,16.4,8-11-2017,13.5,16.5,13.3,8-16-2016,10.1,10.2,0.09381237525,UMN,148,0.4119646799116995,0.413333333333333,0.410596026490066
YC16:2155,C123,SP14:10781,100.1,12.8,8-8-2017,A,3,3:38,04:05:00,8-9-2017,8:34,12.04,B,11.2,11.5,11.8,15.2,16.4,15.1,16.4,8-11-2017,14,17.4,13.6,8-16-2016,10.2,10.1,0.1048951049,UMN,150,0.41255663994423153,0.407894736842105,0.417218543046358
YC16:2133,PHG80,SP14:10824,100.1,11.7,8-8-2017,B,2,4:07,04:31:00,8-9-2017,8:34,12.09,B,11.7,11.8,11.8,15.2,16.5,15.2,16.6,8-11-2017,13.8,14,16.1,8-16-2016,10.8,10.9,0.08591408591,UMN,152,0.375,0.375,0.375
YC16:1099,A674,SP14:10734,100,11.7,8-8-2017,B,3,4:07,04:31:00,8-9-2017,8:34,11.88,B,11.4,11.3,11.4,15.1,16.3,15.1,16.4,8-11-2017,14,15.4,13.6,8-16-2016,9.9,10,0.089,UMN,153,0.423841059602649,0.423841059602649,0.423841059602649
YC16:2115,CR1HT,SP14:10710,100.1,11.8,8-8-2017,B,4,4:07,04:31:00,8-9-2017,8:34,11.9,B,11.5,11.5,11.5,15.4,16.8,15.2,16.5,8-11-2017,15.6,13.2,13.4,8-16-2016,10.2,9.9,0.07692307692,UMN,154,0.431390977443609,0.428571428571429,0.434210526315789
YC16:2204,A641,SP14:10705,100,12.9,8-9-2017,A,1,3:21,03:45:00,8-10-2017,8:37,12.12,A,11.5,11.3,11.2,15.1,16.4,15.2,16.4,8-15-2017,13.6,15.3,13.2,8-17-2017,9.9,9.9,0.081,UMN,155,0.429047577553154,0.43046357615894,0.427631578947368
YC16:1440,CG102,SP14:10620,100.3,12,8-9-2017,A,2,3:21,03:45:00,8-10-2017,8:37,12.13,A,11.3,11.6,11.7,15,16.1,15.1,16.3,8-15-2017,14.1,15.8,14,8-17-2017,10.2,10.3,0.0927218345,UMN,156,0.39534216335540795,0.393333333333333,0.397350993377483
YC16:1480,LH197,SP14:11287,100.1,11.6,8-9-2017,A,3,3:21,03:45:00,8-10-2017,8:37,12.1,A,11.6,11.4,11.1,15.2,16.4,15.1,16.4,8-15-2017,13.4,16.8,13.6,8-17-2017,10.3,10.4,0.0969030969,UMN,157,0.3993333914255835,0.401315789473684,0.397350993377483
YC16:2235,CH753-4,SP14:10729,100.1,12.4,8-9-2017,A,4,3:21,03:45:00,8-10-2017,8:37,12.09,A,11.5,11.1,11.7,15,16.2,15,16.3,8-15-2017,14.7,16,13.7,8-17-2017,9.6,9.6,0.1008991009,UMN,158,0.44333333333333347,0.44,0.446666666666667
YC16:2094,A334,SP14:10740,100.2,12.8,8-9-2017,B,1,3:46,04:14:00,8-10-2017,8:37,12.11,A,11.3,11.3,11.5,15,16.3,15,16.3,8-15-2017,13.8,14.3,14.4,8-17-2017,9.7,9.7,0.08383233533,UMN,159,0.44,0.44,0.44
YC16:1267,N211,SP14:10801,100.1,13.5,8-9-2017,B,2,3:46,04:14:00,8-10-2017,8:37,12.12,A,11.7,11.8,11.8,15.1,16.4,15.2,16.4,8-15-2017,14.7,15.4,14.7,8-17-2017,10,10.2,0.09490509491,UMN,160,0.415867898222377,0.423841059602649,0.407894736842105
YC16:2204,A641,SP14:10705,100.2,13,8-10-2017,A,1,3:25,03:47:00,8-11-2017,8:30,12.32,B,11.5,11.2,11.5,15,16.2,15.1,16,8-16-2017,13.4,15.1,13.5,8-18-2017,10,9.8,0.07784431138,UMN,163,0.4119646799116995,0.413333333333333,0.410596026490066
YC16:2126,B85,SP14:10623,100,13.1,8-10-2017,A,2,3:25,03:47:00,8-11-2017,8:30,12.32,B,11.1,11.4,11.4,15.2,16.4,15,16.3,8-16-2017,16.4,13.5,14.4,8-18-2017,10.4,10.4,0.104,UMN,164,0.39403508771929796,0.394736842105263,0.393333333333333
YC16:2190,R181B,SP14:10799,100,11.7,8-10-2017,A,3,3:25,03:47:00,8-11-2017,8:30,12.25,B,11.1,11.1,11.2,15,16.3,15.2,16.3,8-16-2017,16.1,12.7,13.2,8-18-2017,10,9.8,0.086,UMN,165,0.423815789473684,0.42,0.427631578947368
YC16:1068,1538,SP14:11105,100.1,11.1,8-10-2017,B,1,3:50,04:13:00,8-11-2017,8:30,12.28,B,11.6,11.4,11.7,15,16.2,15,16.3,8-16-2017,13.2,13.8,15,8-18-2017,9.9,9.8,0.07292707293,UMN,167,0.4266666666666665,0.42,0.433333333333333
YC16:2362,NKS8326,SP14:10834,100.1,12.3,8-10-2017,B,2,3:50,04:13:00,8-11-2017,8:30,12.24,B,11.3,11.4,11.7,15.1,16.4,15.1,16.4,8-16-2017,13.7,15.5,13.6,8-18-2017,10.1,10,0.08391608392,UMN,168,0.4205298013245035,0.417218543046358,0.423841059602649
YC16:1332,W37A,SP14:10721,100.2,12,8-10-2017,B,3,3:50,04:13:00,8-11-2017,8:30,12.22,B,11.4,11.2,11.4,15.1,16.2,15,16.3,8-16-2017,14.4,14.6,14.5,8-18-2017,10.3,10.4,0.09481037924,UMN,169,0.39203090507726246,0.390728476821192,0.393333333333333
YC16:2159,A632,SP14:10779,100.1,13.9,8-10-2017,B,4,3:50,04:13:00,8-11-2017,8:30,12.26,B,11.3,11.6,11.2,15.3,16.7,15.2,16.5,8-16-2017,13.9,15.5,13.2,8-18-2017,10.3,10.1,0.08491508492,UMN,170,0.419676642586859,0.418300653594771,0.421052631578947
YC16:2412,A,SP14:11012,100,11.5,8-14-2017,A,1,3:24,03:47:00,8-15-2017,8:24,12.52,A,11.6,11.5,11.4,15.1,16.2,15,16.2,8-17-2017,15.9,13.4,13.1,8-22-2017,10.2,10.1,0.079,UMN,171,0.402008830022075,0.397350993377483,0.406666666666667
YC16:2227,R113,SP14:10796,100.2,9.3,8-14-2017,A,3,3:24,03:47:00,8-15-2017,8:24,12.4,A,11.5,11.7,11.5,15.2,16.4,15.1,16.3,8-17-2017,13.4,14,16.8,8-22-2017,9.7,9.7,0.09481037924,UMN,173,0.43893778319972154,0.440789473684211,0.437086092715232
YC16:1307,A,SP14:11012,100.1,11.7,8-14-2017,B,1,3:49,04:17:00,8-15-2017,8:24,12.47,A,11.7,11.7,11.3,15.1,16.4,15.1,16.4,8-17-2017,13.6,15.8,13,8-22-2017,10,10,0.07692307692,UMN,175,0.423841059602649,0.423841059602649,0.423841059602649
YC16:2171,PHG86,SP14:10895,100.1,13.3,8-14-2017,B,2,3:49,04:17:00,8-15-2017,8:24,12.45,A,11.4,11.5,11.3,15.2,16.5,15.1,16.2,8-17-2017,15.6,14.1,13.3,8-22-2017,10.3,10.1,0.08791208791,UMN,176,0.40593412338794,0.407894736842105,0.403973509933775
YC16:2118,LH119,SP14:10769,100.3,13.2,8-14-2017,B,3,3:49,04:17:00,8-15-2017,8:24,12.27,A,11.6,11.4,11.4,15.3,16.5,15.3,16.4,8-17-2017,15,14.4,14,8-22-2017,10.1,10,0.08973080758,UMN,177,0.418300653594771,0.418300653594771,0.418300653594771
YC16:1496,B105,SP14:10866,100,11.4,8-14-2017,B,4,3:49,04:17:00,8-15-2017,8:24,12.19,A,11.5,11.5,11.7,15.3,16.5,15.2,16.5,8-17-2017,15.2,14.6,14.2,8-22-2017,9.6,9.6,0.093,UMN,178,0.452463880288958,0.450980392156863,0.453947368421053
YC16:1021,CR1HT,SP14:10710,100,12.6,8-15-2017,A,1,3:31,03:54:00,8-16-2017,8:38,12.3,B,11.4,11.7,11.5,15.3,16.6,15,15.8,8-18-2017,13.6,13.6,15.4,8-24-2017,9.8,9.8,0.08,UMN,179,0.422222222222222,0.444444444444444,0.4
YC16:2173,LH198,SP14:11288,100.2,13.7,8-15-2017,A,3,3:31,03:54:00,8-16-2017,8:38,12.24,B,11.4,11.7,11.5,15.1,16.3,15.3,16.6,8-18-2017,15.5,14.2,13.4,8-24-2017,10,10.2,0.08483033932,UMN,181,0.41775959832056453,0.417218543046358,0.418300653594771
YC16:2455,LH197,SP14:11287,100.2,13.7,8-15-2017,A,4,3:31,03:54:00,8-16-2017,8:38,12.19,B,11.6,11.7,11.5,15.1,16.3,15.1,16.4,8-18-2017,14.8,15.8,13.6,8-24-2017,10.3,10.5,0.09381237525,UMN,182,0.3940397350993375,0.397350993377483,0.390728476821192
YC16:1313,B120,SP14:10929,100.1,12.6,8-15-2017,B,1,3:58,04:23:00,8-16-2017,8:38,12.22,B,11.6,11.9,11.7,15.3,16.6,15.1,16.4,8-18-2017,14.9,14.2,15.7,8-24-2017,10.3,10.4,0.0959040959,UMN,183,0.404557849629918,0.411764705882353,0.397350993377483
YC16:1406,MS221,SP14:10903,100,12.5,8-15-2017,B,2,3:58,04:23:00,8-16-2017,8:38,12.25,B,12.2,11.7,11.9,15,16.2,15.1,16.5,8-18-2017,16.1,14,14.3,8-24-2017,9.4,9.6,0.086,UMN,184,0.4551434878587195,0.453333333333333,0.456953642384106
YC16:1095,MS200,SP14:10745,100.2,12.4,8-15-2017,B,3,3:58,04:23:00,8-16-2017,8:38,12.16,B,11.6,11.9,11.7,15,16.3,15.2,16.4,8-18-2017,14.6,15.3,14.5,8-24-2017,9.9,10,0.09181636727,UMN,185,0.42385964912280705,0.426666666666667,0.421052631578947
YC16:1252,DKFAPW,SP14:10829,100.1,12.6,8-15-2017,B,4,3:58,04:23:00,8-16-2017,8:38,12.21,B,12,11.8,11.8,15.2,16.5,15,16.4,8-18-2017,15,14.9,14.9,8-24-2017,10.3,10.2,0.09190809191,UMN,186,0.410614035087719,0.407894736842105,0.413333333333333
YC16:1101,B85,SP14:10623,100.1,13.8,8-16-2017,A,1,NA,03:45:00,8-17-2017,8:26,12.17,A,11.4,11.4,11.6,15,16.2,15,16.3,8-22-2017,13.8,16.6,14.2,8-24-2017,10.1,10.1,0.1018981019,UMN,187,0.41000000000000003,0.406666666666667,0.413333333333333
YC16:1332,W37A,SP14:10721,100.3,12.6,8-16-2017,A,2,NA,03:45:00,8-17-2017,8:26,12.2,A,11.5,11.7,11.7,15,16.2,15,16.2,8-22-2017,13.7,14.3,16.5,8-24-2017,10.1,10.1,0.09571286142,UMN,188,0.406666666666667,0.406666666666667,0.406666666666667
YC16:2056,1538,SP14:11105,100.2,13.1,8-16-2017,A,3,NA,03:45:00,8-17-2017,8:26,12.2,A,11.5,11.4,11.7,15.2,16.4,15,16.2,8-22-2017,13.8,15.2,13.5,8-24-2017,10.1,10,0.07884231537,UMN,189,0.4139035087719295,0.414473684210526,0.413333333333333
YC16:2268,N211,SP14:10801,100.2,12.7,8-16-2017,A,4,NA,03:45:00,8-17-2017,8:26,12.15,A,11.6,11.6,11.6,15.2,16.4,15.1,16.2,8-22-2017,15.9,14.2,13.5,8-24-2017,10.1,10,0.0878243513,UMN,190,0.412534855350296,0.414473684210526,0.410596026490066
YC16:2140,LP5,SP14:10770,100,13.3,8-16-2017,B,1,NA,04:09:00,8-17-2017,8:26,12.18,A,11.5,11.6,11.5,15.3,16.5,15,16.3,8-22-2017,14.2,13.9,13.7,8-24-2017,9.9,9.8,0.072,UMN,191,0.4323529411764705,0.431372549019608,0.433333333333333
YC16:1318,A321,SP15:10326,100.3,12.6,8-16-2017,B,2,NA,04:09:00,8-17-2017,8:26,12.14,A,11.3,11.5,11.5,15.4,16.6,15,16.1,8-22-2017,14.2,14.2,14.1,8-24-2017,10.1,9.8,0.08175473579,UMN,192,0.421038961038961,0.422077922077922,0.42
YC16:1235,R181B,SP14:10799,100.2,10.3,8-16-2017,B,3,NA,04:09:00,8-17-2017,8:26,12.18,A,11.5,11.5,11.4,15.3,16.6,15.4,16.6,8-22-2017,13.8,12.9,14.8,8-24-2017,10,9.9,0.07085828343,UMN,193,0.4332187420422715,0.431372549019608,0.435064935064935
YC16:1080,LH295,SP14:11308,100.1,12.4,8-16-2017,B,4,NA,04:09:00,8-17-2017,8:26,12.2,A,11.4,11.5,11.6,15.4,16.6,15.1,16.3,8-22-2017,13.7,13.4,14.8,8-24-2017,9.6,9.5,0.07392607393,UMN,194,0.45243829018663495,0.454545454545455,0.450331125827815
YC16:1072,DKPB80,SP14:10840,100.2,11.7,8-17-2017,A,2,3:22,03:45:00,8-18-2017,8:44,12.31,B,11.7,11.4,11.4,15,16.1,15,16.1,8-24-2017,14.5,13.6,16.3,8-28-2017,9.7,9.8,0.09880239521,UMN,196,0.4233333333333335,0.426666666666667,0.42
YC16:2074,NK778,SP14:10744,100.2,12,8-17-2017,A,3,3:22,03:45:00,8-18-2017,8:44,12.28,B,11.6,11.5,11.5,15,16.2,15,16.2,8-24-2017,13.6,16.6,14.2,8-28-2017,9.7,9.7,0.09780439122,UMN,197,0.433333333333333,0.433333333333333,0.433333333333333
YC16:1240,L 135,SP14:11262,100.2,11.9,8-17-2017,A,4,3:22,03:45:00,8-18-2017,8:44,12.24,B,11.4,11.5,11.7,15,16.2,15,16,8-24-2017,14.5,14.1,16.3,8-28-2017,9.8,9.5,0.1027944112,UMN,198,0.43000000000000005,0.426666666666667,0.433333333333333
YC16:1051,W605S,SP14:10830,100.2,13.5,8-17-2017,B,2,3:48,04:14:00,8-18-2017,8:44,12.31,B,11.8,11.3,11.6,15.2,16.3,15.4,16.6,8-24-2017,17,13.8,13.8,8-28-2017,10.4,10.5,0.09880239521,UMN,200,0.392130895420369,0.388157894736842,0.396103896103896
YC16:1266,N217,SP14:11088,100,13.4,8-17-2017,B,3,3:48,04:14:00,8-18-2017,8:44,12.32,B,11.5,11.6,11.4,15.2,16.5,15.1,16.3,8-24-2017,14.9,15.7,14.1,8-28-2017,10.4,10.2,0.102,UMN,201,0.4026446497037295,0.401315789473684,0.403973509933775
