Sample_ID,Genotype,Block,Rep,Env,Cook_Time,Steep_Time,pH,Amylopectin_average,Ankom_Crude_Fiber_average,Ash,Crude.fat,Crude.fiber,Fructose,Glucose,N_combustion_average,N_Kjeltec_average,Sucrose_average,Total_Sugars_average,Moisture,Protein_As_is,Fat_As_is,Fiber_As_is,Ash_As_is,Starch_As_is,Moisture_Uptake,950,955,960,965,970,975,980,985,990,995,1000,1005,1010,1015,1020,1025,1030,1035,1040,1045,1050,1055,1060,1065,1070,1075,1080,1085,1090,1095,1100,1105,1110,1115,1120,1125,1130,1135,1140,1145,1150,1155,1160,1165,1170,1175,1180,1185,1190,1195,1200,1205,1210,1215,1220,1225,1230,1235,1240,1245,1250,1255,1260,1265,1270,1275,1280,1285,1290,1295,1300,1305,1310,1315,1320,1325,1330,1335,1340,1345,1350,1355,1360,1365,1370,1375,1380,1385,1390,1395,1400,1405,1410,1415,1420,1425,1430,1435,1440,1445,1450,1455,1460,1465,1470,1475,1480,1485,1490,1495,1500,1505,1510,1515,1520,1525,1530,1535,1540,1545,1550,1555,1560,1565,1570,1575,1580,1585,1590,1595,1600,1605,1610,1615,1620,1625,1630,1635,1640,1645,1650
YC16:1004,A322,1,1,1,29.5,16.06666667,12.38,84.72,1.63,1.28,2.2,2.15,0.55,0.59,1.63,1.63,2.54,3.24,6.3,12.99,4.34,1.55,1.42,72.47,0.404697811,0.01744462,0.019864504,0.023646182,0.028767822,0.034805019,0.041123274,0.046550596,0.050240665,0.052287764,0.053184332,0.053239741,0.052667183,0.051767994,0.05055116,0.048905248,0.04691144,0.044828518,0.042723111,0.040702317,0.038760201,0.036870706,0.034935168,0.032929381,0.030994962,0.029161136,0.027355739,0.025732423,0.024451888,0.023317567,0.022314057,0.021563502,0.021216153,0.021175227,0.021521597,0.022612913,0.025270288,0.030428439,0.038484073,0.048655112,0.060282496,0.072908855,0.085517649,0.097703659,0.108790605,0.118483032,0.127751099,0.137021697,0.146009608,0.153645478,0.158781539,0.161240429,0.161402069,0.158946181,0.153984166,0.147122326,0.139600344,0.132742381,0.126995381,0.122463241,0.119125665,0.116689077,0.115002612,0.11390393,0.11299485,0.112024802,0.110743163,0.10906358,0.107088405,0.105338578,0.104064542,0.103389306,0.103600055,0.104833698,0.10716657,0.110920568,0.116120307,0.122959241,0.131410811,0.141148613,0.152151811,0.163988935,0.175806907,0.186729087,0.196293711,0.20458473,0.212327694,0.220741366,0.23139098,0.245636139,0.263707622,0.285812311,0.312708821,0.343233554,0.374941611,0.405899558,0.433878811,0.457012485,0.474270076,0.486071911,0.493805038,0.498572474,0.501362363,0.502872404,0.503502019,0.50293481,0.501070671,0.498491123,0.495498938,0.492043424,0.488141145,0.484079762,0.479800259,0.475501401,0.471181887,0.467202653,0.463521363,0.460441098,0.45807917,0.456166916,0.454504397,0.453201734,0.452081154,0.45089006,0.449487505,0.44784393,0.445495592,0.442623317,0.438808925,0.433816311,0.427872873,0.421087007,0.414046205,0.406737419,0.399538294,0.392618242,0.385938099,0.379736987,0.373692311,0.367973914,0.362842813,0.358289404
YC16:1005,NK778,1,1,1,22.5,16.575,12.24,87.51,1.7,1.17,1.34,2.33,0.57,0.73,1.41,1.42,2.83,3.66,7.54,11.41,3.77,1.73,1.42,72.59,0.432352941,0.006322363,0.008267979,0.011408428,0.015803437,0.021252917,0.026859829,0.031725664,0.035124008,0.036958493,0.037738275,0.037677868,0.037076362,0.036155161,0.034932991,0.033448983,0.03161755,0.029687842,0.027817595,0.025948795,0.024220907,0.022552824,0.020840867,0.019102058,0.017364062,0.015716706,0.014096001,0.012629851,0.011514746,0.010495521,0.009479932,0.008779422,0.008339544,0.008277349,0.008592444,0.009567755,0.011892053,0.016330916,0.023368367,0.03231794,0.042624657,0.05399602,0.065457282,0.076658951,0.086847501,0.09570397,0.104161669,0.112755353,0.121184957,0.128509473,0.133492907,0.136115753,0.136502737,0.134437181,0.129989648,0.123618223,0.116575959,0.110126273,0.104725558,0.100460892,0.097335408,0.095076431,0.093511618,0.092440403,0.091552386,0.09056045,0.089283775,0.087671766,0.085751313,0.084090784,0.082831737,0.082105381,0.082243207,0.083260511,0.085253961,0.088591054,0.093300843,0.099538485,0.107275542,0.116291694,0.126549543,0.137689763,0.148844792,0.159145834,0.168107037,0.17577731,0.182851551,0.190613186,0.200239313,0.213176719,0.22967426,0.250029323,0.275099898,0.303852888,0.334047027,0.363856567,0.390978364,0.413364529,0.430102774,0.441545689,0.449035022,0.453592744,0.4563761,0.457779819,0.45829456,0.457700021,0.455875621,0.45332682,0.450312367,0.446876167,0.443182288,0.439192888,0.435080759,0.430959999,0.426897738,0.422984288,0.419497763,0.416718184,0.4145694,0.412847362,0.411426751,0.410190146,0.409178667,0.408227281,0.407053314,0.405438002,0.403184721,0.400525663,0.396882954,0.392227423,0.386541383,0.38022439,0.373536001,0.366673148,0.359928036,0.35344324,0.347159715,0.341244705,0.335682061,0.330304664,0.325312068,0.320936321
YC16:1010,B87,1,1,1,23.5,18.225,12.31,83.78,1.64,1.25,2.52,1.89,0.55,0.63,1.61,1.61,2.64,3.19,7.25,12.54,4.81,1.56,1.46,72.41,0.397381492,0.018791955,0.021126137,0.024763218,0.029828637,0.035917454,0.04224571,0.047768368,0.051505034,0.053683647,0.054638816,0.054711494,0.054193093,0.053341967,0.052056317,0.050386331,0.048473847,0.046357509,0.044209926,0.042174463,0.040166237,0.038175023,0.03628122,0.034275712,0.032280256,0.030385377,0.028535445,0.026945189,0.025611658,0.024428155,0.023423802,0.022701811,0.0222805,0.022199072,0.022572002,0.023686727,0.026362439,0.031508048,0.03967098,0.05011128,0.062105675,0.075263243,0.088497485,0.10131315,0.112974223,0.123138887,0.132831558,0.142628049,0.152278019,0.160512167,0.16612681,0.168928473,0.169203794,0.16670722,0.161404091,0.153894001,0.145604508,0.13802464,0.131773921,0.126898451,0.123354329,0.120836183,0.119106808,0.117873967,0.116832178,0.11580305,0.114430632,0.112690479,0.110679442,0.108774495,0.107428275,0.106738653,0.106959168,0.108200155,0.110601548,0.114432181,0.119834778,0.126959749,0.135816183,0.146014596,0.157494154,0.169757267,0.182143983,0.193698794,0.20377896,0.212659779,0.220979196,0.229925489,0.241198496,0.256136176,0.27488097,0.297784697,0.325820688,0.357641156,0.390566608,0.422643283,0.451494588,0.475396872,0.493247828,0.505635879,0.51381812,0.518930513,0.522147934,0.523925806,0.524690837,0.524185887,0.52245377,0.5201431,0.517165586,0.513750107,0.509979816,0.505894107,0.501747088,0.497417226,0.493099685,0.489095452,0.485388327,0.482310735,0.479964644,0.478000955,0.476318988,0.474988676,0.473862794,0.472685708,0.471326194,0.469662578,0.467340925,0.464459644,0.460561058,0.455544668,0.449518523,0.442616028,0.435269123,0.427728499,0.420354717,0.413384455,0.406448914,0.399921765,0.39369675,0.387749819,0.382346394,0.377575437
YC16:1015,A305,1,1,1,23.5,16.7,11.97,87.01,1.95,1.35,2.83,2.43,0.47,0.51,1.61,1.63,2.6,3.31,7.32,12.54,4.98,1.77,1.51,70.54,0.416534073,-0.001288205,2.58E-04,0.0029208,0.006624246,0.011134726,0.015913673,0.020011746,0.022883113,0.024339058,0.024911853,0.024895451,0.024318249,0.02352791,0.02247078,0.021127893,0.019491433,0.017740211,0.016045807,0.014393086,0.012798726,0.011234372,0.009616604,0.007952485,0.006372052,0.004868067,0.003400599,0.002112406,0.001065131,1.40E-04,-7.46E-04,-0.001377781,-0.001674238,-0.001681516,-0.001350502,-4.53E-04,0.001726208,0.00586366,0.012391943,0.020684479,0.030234497,0.040779053,0.051495297,0.061960802,0.071394698,0.079441948,0.087114401,0.095039727,0.102982644,0.10985766,0.114454022,0.116907832,0.117380086,0.115509172,0.111196976,0.104841142,0.097786016,0.091409983,0.086139484,0.08203247,0.079029903,0.076796987,0.075255561,0.074235136,0.073363619,0.072465359,0.071320368,0.069848074,0.068159101,0.066686708,0.065592211,0.06499927,0.065185585,0.066195479,0.068122449,0.071271707,0.075665167,0.081491347,0.088699749,0.097021199,0.106487933,0.116803299,0.127192424,0.136838897,0.145289299,0.152576385,0.159464673,0.167137615,0.176722389,0.189444814,0.205395329,0.22498671,0.249183662,0.276865151,0.305795713,0.334247023,0.360246061,0.381814411,0.398063071,0.409153713,0.416355164,0.420809605,0.423425359,0.424799989,0.425285325,0.424690667,0.422841633,0.420264865,0.417198588,0.413773543,0.410069155,0.406034588,0.401814201,0.397588858,0.393382158,0.389475285,0.385874715,0.382960164,0.380680565,0.378758644,0.377153068,0.3758525,0.374711368,0.373541922,0.372242484,0.370552045,0.368233942,0.365498291,0.361807504,0.357098197,0.351367336,0.345084928,0.338498887,0.331742924,0.325116027,0.318743768,0.312641151,0.306906544,0.301411925,0.296243552,0.291526728,0.287269299
YC16:1021,CR1HT,1,1,1,23,16.78333333,12.14,84.59,1.69,1.33,1.25,2.25,0.58,0.76,1.82,1.8,2.75,3.47,6.15,14.45,3.66,1.59,1.54,73.12,0.433333333,0.014690151,0.01676773,0.020103006,0.024763416,0.030460498,0.03641999,0.041627812,0.045138398,0.047028344,0.047841974,0.047885592,0.047400631,0.046578313,0.045444007,0.043936896,0.042083621,0.040071441,0.038089718,0.036217864,0.034423662,0.032636796,0.030817293,0.028921128,0.027073174,0.025290121,0.023570672,0.022040292,0.020777265,0.019699229,0.018694293,0.01797281,0.017537786,0.017481956,0.017816128,0.018863776,0.021418553,0.026276512,0.033906466,0.04352339,0.054387588,0.066141912,0.07793923,0.089485287,0.1000977,0.109538237,0.118567042,0.127570497,0.136312312,0.143750742,0.148580817,0.150925192,0.150966637,0.148508271,0.143771881,0.137227821,0.130062308,0.123535667,0.118061416,0.113664847,0.110464908,0.108168897,0.1065902,0.105540513,0.104724403,0.103813536,0.102608841,0.100996794,0.099041354,0.097320893,0.096000219,0.09526524,0.095395785,0.096465416,0.098562844,0.102049677,0.106906746,0.113314847,0.121285399,0.130548806,0.141121528,0.152645687,0.164159833,0.174773257,0.184009108,0.191904804,0.19925162,0.207202529,0.217082773,0.23031354,0.247077302,0.267741052,0.292921982,0.321643622,0.351580438,0.380928643,0.407498767,0.429269279,0.445495084,0.456526947,0.463721119,0.468179225,0.470949661,0.472352421,0.472940274,0.472445447,0.470753512,0.468564694,0.465932336,0.462918868,0.459614072,0.455995545,0.452187142,0.448270957,0.444336576,0.440535103,0.437117984,0.434282579,0.432096656,0.430356964,0.428790732,0.427486658,0.426444233,0.425392531,0.424261673,0.422695746,0.420572861,0.417921496,0.41426527,0.409689072,0.404044509,0.397814479,0.391176592,0.384329991,0.377638742,0.371342073,0.365121715,0.359208311,0.353629703,0.348291037,0.343244104,0.338815073
YC16:1022,ND265,1,1,1,38,16.21666667,12.115,87.65,2.25,1.52,1.78,3,0.53,0.64,1.86,1.86,2.79,3.31,5.79,14.93,3.67,2.12,1.65,70.94,0.427920052,0.006975038,0.008555844,0.011262972,0.015144971,0.019818067,0.024809109,0.029143475,0.032039002,0.033619464,0.034260426,0.034175344,0.033582837,0.032805857,0.031743991,0.030367152,0.028670391,0.026881911,0.025124243,0.023423795,0.021778405,0.020176126,0.018523952,0.016861383,0.015184936,0.013587042,0.012050182,0.01068723,0.00954981,0.008566672,0.007679831,0.007026087,0.006694174,0.006702889,0.00706877,0.008112472,0.010444772,0.014840027,0.021667982,0.03014156,0.03966329,0.050052287,0.060598536,0.070926292,0.080361034,0.088569097,0.096377163,0.104209301,0.111893324,0.118361648,0.122636325,0.124746374,0.124948299,0.122966819,0.118876338,0.113051854,0.106568341,0.100629174,0.095667214,0.091737345,0.088799171,0.086625085,0.085127269,0.084109079,0.083341872,0.082538164,0.081453561,0.07999741,0.078237785,0.076666622,0.075534155,0.074862304,0.075010573,0.075974145,0.077821696,0.0809252,0.085239013,0.090908103,0.097992231,0.106294445,0.115763861,0.126115047,0.136511284,0.146069118,0.154360527,0.16140206,0.167873591,0.175041345,0.184018174,0.195985991,0.211142733,0.229749235,0.252627427,0.278958914,0.306594097,0.333813181,0.358632292,0.379088532,0.394340194,0.404811503,0.41155731,0.415696189,0.418163859,0.419384662,0.419768706,0.419201401,0.41745038,0.415080455,0.412395245,0.409357053,0.406040217,0.402378996,0.398477823,0.394545771,0.39053786,0.386730816,0.38330334,0.380444397,0.378184502,0.376318855,0.374778504,0.37344625,0.372286172,0.371140524,0.369888565,0.368336822,0.366165036,0.363578268,0.360180753,0.35576571,0.350419535,0.344448688,0.338237101,0.331956206,0.325744299,0.319849467,0.314233394,0.308812418,0.303714334,0.298900877,0.294485473,0.290666004
YC16:1024,C123,1,1,1,31.5,16.68333333,11.765,86.7,2.04,1.34,1.78,2.66,0.49,0.53,1.63,1.63,2.63,3.5,6.88,12.68,4.29,1.92,1.51,71.9,0.437095678,0.004164134,0.006013114,0.008945197,0.01303701,0.018060286,0.023255685,0.027838235,0.030973174,0.032585327,0.033246824,0.033127147,0.032501469,0.031689287,0.030484717,0.028950461,0.027177592,0.025242236,0.023373247,0.021578637,0.019874889,0.018226034,0.016484241,0.014733611,0.013056714,0.011435522,0.009884071,0.008467484,0.007281377,0.006251033,0.005345469,0.004738968,0.004375137,0.004336704,0.004695479,0.005731176,0.008168041,0.01263639,0.019585986,0.028407799,0.038437328,0.049505665,0.060579312,0.071333604,0.08116526,0.08977278,0.098002642,0.106255007,0.114377393,0.121315988,0.125920168,0.128235413,0.128467601,0.12638707,0.122130397,0.115965212,0.109162627,0.102932442,0.097714064,0.093577376,0.090547328,0.088384177,0.08685398,0.085807504,0.084982375,0.084027147,0.082818217,0.081262208,0.07953223,0.077939657,0.076717952,0.076110173,0.076328429,0.077332156,0.079336383,0.082649985,0.087291326,0.093462178,0.101089718,0.109930122,0.119989485,0.130786667,0.141611134,0.151715712,0.160525072,0.168093577,0.175028179,0.182708262,0.192499007,0.20564247,0.222331545,0.242892392,0.268165599,0.297035577,0.327306534,0.357034872,0.383993742,0.406388498,0.423060565,0.434449399,0.441901194,0.446459316,0.449198433,0.450571199,0.450946286,0.450325093,0.448484468,0.445864125,0.442727024,0.439191416,0.435332847,0.431255043,0.426987122,0.422754662,0.418559227,0.41449631,0.410881099,0.407837212,0.405423417,0.403529507,0.401934879,0.400664842,0.399470447,0.398321319,0.397035696,0.39524046,0.392954703,0.3902046,0.386572976,0.381713584,0.375899832,0.36947012,0.362673545,0.355753052,0.349021004,0.3425241,0.336217685,0.330188528,0.324551169,0.319140588,0.314193445,0.30997284
YC16:1051,W605S,1,1,1,25,16.475,12.31,85.93,1.94,1.31,3.72,2.37,0.54,0.51,1.56,1.58,2.66,3.06,7.16,12.32,5.11,1.86,1.49,70.74,0.383573564,0.011515926,0.013389897,0.016529906,0.020855102,0.026095009,0.031511813,0.036275374,0.039531073,0.041257183,0.042025603,0.042046807,0.041519156,0.040667471,0.039569012,0.038115711,0.036340227,0.034444128,0.032596187,0.030744609,0.028958126,0.027271546,0.02550946,0.023696315,0.021940747,0.020256715,0.018597569,0.017128708,0.015965981,0.014865445,0.013901952,0.013265758,0.012886711,0.012864468,0.013249263,0.01432582,0.016760846,0.021397483,0.028731228,0.037997732,0.048628487,0.060351071,0.072158275,0.083656558,0.093971607,0.102676062,0.110937065,0.119466,0.128108858,0.13551311,0.140527737,0.143206467,0.143763582,0.141779715,0.137137719,0.130279512,0.122614491,0.115684175,0.109988924,0.105517302,0.102240072,0.099877038,0.098244725,0.097082016,0.096150447,0.095154547,0.093887991,0.092303773,0.090517228,0.088903044,0.087723678,0.08709232,0.087265176,0.08831991,0.090385255,0.093755436,0.09849253,0.104765227,0.112495219,0.121495618,0.131636949,0.142604033,0.153677223,0.163938856,0.172962146,0.180871044,0.188273147,0.196370077,0.206545599,0.219994462,0.236670169,0.257181336,0.282568596,0.311718544,0.342178251,0.371982208,0.399047954,0.421520069,0.438399405,0.449945014,0.457468157,0.462221153,0.465042237,0.466546558,0.467122269,0.466603524,0.464748773,0.462208331,0.459125305,0.455639208,0.451869064,0.447832103,0.44360401,0.439323764,0.435132109,0.431095682,0.427486048,0.42451507,0.422134476,0.420195657,0.418576043,0.417206193,0.41612736,0.414962415,0.413634951,0.412011132,0.40966431,0.406930138,0.403182335,0.398375762,0.392614981,0.386104412,0.379260087,0.372391995,0.365473552,0.358984925,0.352634002,0.346592299,0.340900378,0.335585317,0.330692793,0.326518224
YC16:1052,W602S,1,1,1,25.5,16.46666667,11.98,86.98,1.78,1.23,2.2,2.29,0.59,0.66,1.38,1.38,2.85,3.65,7.54,11.05,4.32,1.83,1.42,72.25,0.407969095,0.017009425,0.018842311,0.022046344,0.02657349,0.032010035,0.037628987,0.042706548,0.046194628,0.04808677,0.048835812,0.048887699,0.048357546,0.047356221,0.046087614,0.044532609,0.042647001,0.040668986,0.03868588,0.036810769,0.034972749,0.033142158,0.031354863,0.029566379,0.027794502,0.026085136,0.024380959,0.022912817,0.021625747,0.020529367,0.019567505,0.018860493,0.018463984,0.018391578,0.018658846,0.019636687,0.0220434,0.026678891,0.034016444,0.043356983,0.054025925,0.065969748,0.078070177,0.089791125,0.100388883,0.109582407,0.118344688,0.127180867,0.135944885,0.143548366,0.14878416,0.151473491,0.151953794,0.149909287,0.145305808,0.138600239,0.131096786,0.124227328,0.118593077,0.114128848,0.110864336,0.108559893,0.106910977,0.105742455,0.104781397,0.103748309,0.10238445,0.100708422,0.098797399,0.097045468,0.095800414,0.095131198,0.095255474,0.096280055,0.098368536,0.101817703,0.106729562,0.113275232,0.121455946,0.130876081,0.141362231,0.15270346,0.164105881,0.174695256,0.183907623,0.191916002,0.199280066,0.207215639,0.217307529,0.23077138,0.247854714,0.268821283,0.294622384,0.324371835,0.355478073,0.386080962,0.413912967,0.43699767,0.454390735,0.466362902,0.474186871,0.47907278,0.482104694,0.483751197,0.48441401,0.483929636,0.482168229,0.479774391,0.476696745,0.473268494,0.469343999,0.465296435,0.461154341,0.456865431,0.452723138,0.448826091,0.445284729,0.442332508,0.440096468,0.438294141,0.436818688,0.435664028,0.434655611,0.433721006,0.432425532,0.430785596,0.428531281,0.425798032,0.422081681,0.417296097,0.411551201,0.405102076,0.39822056,0.39125446,0.384232927,0.377529592,0.371082644,0.364911423,0.359044392,0.35354098,0.348477464,0.344080917
